H_trial,H_headFront_x,H_headFront_y,H_headFront_z,H_neck_x,H_neck_y,H_neck_z,H_lowerBack_x,H_lowerBack_y,H_lowerBack_z,H_leftWrist_x,H_leftWrist_y,H_leftWrist_z,H_leftShoulder_x,H_leftShoulder_y,H_leftShoulder_z,H_leftElbow_x,H_leftElbow_y,H_leftElbow_z,s_1,s_2,s_3,s_4
5,-139.4255371,-532.5634155,1941.022949,19.51873779,-612.2553711,1837.137207,-300.7571716,-469.7663574,2084.265625,-138.3266602,-541.6119995,1938.751221,-127.2459106,-704.8029175,1873.261475,-137.5620728,-531.7246704,1945.050049,1,1,0,0
5,-133.4614258,-541.4711914,1946.306641,22.41644287,-612.0571289,1837.87561,-326.6548157,-430.3595581,2051.844482,-131.9365234,-551.9418945,1943.082764,-116.3288574,-722.62146,1867.586914,-132.4762573,-540.52948,1949.904785,0,1,0,0
5,-132.2411499,-544.291748,1955.083984,27.46557617,-608.1405029,1840.551514,-345.3178101,-388.9012451,2049.735596,-132.0532837,-551.8262329,1954.290894,-118.4539795,-713.0880737,1899.983887,-132.0209961,-544.0974121,1958.467896,0,1,0,0
5,-136.7558594,-544.3052979,1953.769531,29.42474365,-611.1304932,1842.490967,-342.6426392,-391.756897,2048.284912,-135.9622192,-551.836792,1952.961914,-118.5278931,-710.807373,1895.800049,-135.6320801,-544.4619751,1958.054443,0,1,0,0
5,-139.5036621,-544.2527466,1953.7677,32.40588379,-607.1884766,1841.578857,-332.3054199,-381.7759399,2049.664795,-138.9100952,-551.8968506,1952.865723,-117.0393066,-711.883667,1896.199585,-138.3415527,-544.1018066,1958.349609,0,1,0,0
5,-138.7293091,-543.8815308,1953.884277,36.06079102,-602.4954834,1841.391235,-342.4411926,-377.7382813,2038.956055,-138.2267456,-551.8220825,1952.499756,-114.064209,-719.8857422,1897.265015,-138.2049561,-543.5186768,1958.280518,0,1,0,0
5,-139.3088989,-544.053772,1953.844971,36.06665039,-601.4515991,1842.231079,-339.7502747,-386.8201904,2044.263916,-138.7387085,-552.4295044,1952.774048,-108.9414063,-726.098999,1900.083008,-138.7297974,-543.7564697,1958.640625,0,1,0,0
5,-139.5686646,-538.8607178,1946.369629,35.93273926,-597.387207,1837.98645,-339.176178,-372.2852173,2032.611084,-137.984375,-548.0477295,1945.107422,-92.63421631,-751.1799316,1899.636963,-139.3121338,-537.9486084,1949.895752,0,1,0,0
5,-138.3469238,-540.0917358,1947.958862,34.52301025,-597.663269,1837.746582,-336.9606628,-370.753479,2032.494629,-136.7053833,-549.4169312,1946.773071,-87.925354,-758.7852173,1900.641968,-137.8735962,-539.4243164,1951.670898,0,1,0,0
5,-137.0792847,-541.3150635,1946.745972,37.84753418,-592.9985352,1837.24292,-327.4825439,-371.5418701,2031.195068,-135.2058716,-551.1369629,1945.390625,-90.42279053,-758.2636108,1899.430176,-137.0111694,-540.6611328,1949.943359,0,1,0,0
5,-137.3955688,-541.734436,1948.280151,38.78735352,-594.765625,1838.644287,-339.3591003,-372.1279297,2029.274902,-135.6323242,-551.5192871,1946.650635,-88.8079834,-754.1761475,1897.210449,-137.1917725,-540.7868652,1951.296509,0,1,0,0
5,-135.9101563,-543.3082275,1950.415649,39.57507324,-591.760376,1838.009155,-338.2304382,-375.1536255,2028.366089,-134.375061,-553.1484985,1948.77478,-88.95098877,-753.5909424,1896.995728,-135.670105,-542.3609619,1953.644165,0,1,0,0
5,-136.2445679,-544.2687378,1951.134766,39.79248047,-589.7246704,1839.080078,-341.4257507,-375.166626,2028.129028,-134.3588257,-553.6992798,1949.453369,-90.2154541,-748.3704224,1896.105591,-135.5658569,-543.3904419,1954.362427,0,1,0,0
5,-137.7910767,-544.7481689,1948.859253,42.33319092,-588.1148682,1839.897705,-340.8298645,-382.2483521,2030.767822,-135.4445801,-553.6481934,1947.283203,-89.14654541,-741.5015259,1892.070801,-136.5686646,-544.007019,1952.306763,0,1,0,0
5,-135.8080444,-548.5136719,1949.759888,43.35839844,-587.1960449,1840.217651,-342.3311768,-383.0960083,2031.309204,-133.5102539,-557.5297241,1948.213135,-86.54119873,-733.4991455,1890.307617,-134.7907715,-548.2781982,1953.004272,0,1,0,0
5,-139.2714844,-550.7792969,1951.153809,44.19116211,-584.0090942,1840.958252,-330.6481018,-397.3762207,2035.795898,-136.3244629,-558.8432007,1949.697021,-82.00402832,-725.7457275,1885.631836,-137.7709961,-550.9886475,1954.47583,0,1,0,0
5,-136.7573242,-560.883728,1953.905273,43.8482666,-580.4508057,1841.713623,-321.3085327,-427.8775635,2059.183594,-132.8986206,-567.8391724,1953.192261,-79.94390869,-709.1629639,1886.695313,-136.1401367,-560.5794067,1957.569824,0,1,0,0
5,-136.3532715,-562.7702637,1954.617798,45.37084961,-580.7901611,1842.18689,-313.2097168,-437.2659912,2066.519043,-132.8438721,-569.421875,1953.963013,-79.60876465,-703.2302246,1887.212891,-135.7922974,-563.2086182,1958.071533,0,1,0,0
5,-137.447937,-558.4751587,1953.718872,45.93902588,-582.2729492,1842.406738,-335.3468323,-401.980835,2045.753174,-133.9518433,-565.4470215,1952.797729,-79.63580322,-705.0426025,1888.208008,-136.5559082,-558.7124634,1957.29541,0,1,0,0
5,-123.3486328,-548.2340698,1957.829468,49.29888916,-582.8804932,1848.072754,-341.9656982,-386.3105469,2031.804199,-120.914856,-556.8118286,1955.951782,-76.45874023,-725.5932007,1897.386108,-123.1140137,-547.4558105,1959.880615,0,1,0,0
5,-118.2266235,-553.7871094,1963.782959,50.92456055,-580.1235352,1848.187134,-342.3384399,-382.7942505,2031.668945,-115.942627,-561.8226318,1961.628662,-75.4430542,-723.5946655,1897.613647,-118.2053223,-553.0317993,1966.326782,0,1,0,0
5,-116.7451172,-555.7932129,1966.677734,51.53997803,-580.8057861,1850.160522,-344.6680603,-379.3652344,2031.033691,-114.4365845,-563.1985474,1964.699219,-74.76672363,-721.2294922,1898.623291,-117.3756714,-554.3114014,1969.150391,0,1,0,0
5,-115.949585,-555.6467285,1959.273193,53.43475342,-578.1870117,1845.149048,-339.9450684,-375.0864258,2027.175049,-114.0588379,-562.454834,1957.132813,-72.425354,-709.0627441,1891.775879,-115.8026123,-554.3609619,1962.095947,0,1,0,0
5,-117.7027588,-547.9984741,1961.226807,54.49291992,-581.5220337,1848.707642,-342.7588806,-397.6680908,2037.296265,-115.0684204,-556.9331665,1958.948486,-73.19348145,-730.2709351,1898.089722,-117.6381836,-547.6669312,1963.205444,0,1,0,0
5,-122.5896606,-549.4760132,1952.806396,56.98864746,-579.4454956,1843.720459,-329.4590454,-411.1044922,2051.633789,-119.4345703,-557.3737793,1951.206543,-66.18981934,-723.1719971,1892.440186,-122.4503174,-549.064209,1955.515259,0,1,0,0
5,-122.8959961,-548.2758179,1955.093872,58.23797607,-579.8447266,1844.315918,-337.2020569,-395.9708862,2039.160156,-120.0818481,-555.6768188,1953.51416,-68.09899902,-720.5084839,1892.058716,-122.5305176,-547.7359009,1957.133667,0,1,0,0
5,-122.7952881,-551.300293,1952.323608,59.50335693,-581.9859619,1845.606445,-334.8497314,-387.2947998,2035.216064,-120.0930176,-557.7550659,1951.332031,-67.39599609,-717.2484131,1892.841309,-122.5695801,-549.9549561,1954.596924,0,1,0,0
5,-121.1564941,-548.534729,1954.468506,61.67095947,-581.7277832,1845.25061,-323.8217773,-368.7985229,2024.8927,-118.1619873,-555.5319214,1952.728516,-64.72271729,-721.1098633,1893.276978,-119.8052979,-547.017395,1956.714355,0,1,0,0
5,-121.8377075,-549.9398193,1955.719849,61.81854248,-581.9907227,1846.187378,-309.8236084,-321.2368164,2009.501953,-119.7050781,-556.3803101,1953.890381,-69.56774902,-713.8284912,1893.353271,-120.9179077,-547.5061646,1958.570923,0,1,0,0
5,-119.8466187,-550.5318604,1956.066162,61.96417236,-583.9348755,1846.541748,-303.5114136,-316.7549438,2001.869385,-117.7313232,-556.7703857,1954.35083,-69.34710693,-714.2969971,1892.490234,-118.7904053,-547.9760132,1958.818115,0,1,0,0
5,-116.7771606,-553.7205811,1959.898315,63.37591553,-584.3012695,1845.865479,-298.0794067,-306.5142822,2008.755371,-114.987793,-559.6723633,1958.014893,-69.56896973,-715.2791748,1892.091309,-116.0440674,-550.9829102,1963.059082,0,1,0,0
5,-131.6870728,-557.6396484,1957.806274,59.38989258,-590.9328003,1846.615601,-305.5709839,-314.7036133,2020.638794,-128.8496094,-562.8861084,1955.612427,-66.86102295,-715.6744385,1895.559082,-130.6348267,-556.0484009,1961.239502,0,1,0,0
5,-120.6785889,-555.5776978,1961.52771,61.23974609,-588.9743652,1846.634033,-286.9980469,-305.8634033,2027.789429,-118.4378052,-561.901062,1959.576782,-65.18255615,-714.1091919,1891.334839,-119.5050049,-554.3233032,1965.002686,0,1,0,0
5,-118.8601685,-557.8272095,1961.065308,60.8583374,-592.3181152,1849.365601,-284.7478027,-303.2623291,2016.054443,-116.434021,-563.697937,1959.253418,-66.16229248,-716.2437744,1895.074951,-118.019165,-556.4398193,1964.291138,0,1,0,0
5,-114.1455078,-556.9813843,1956.34729,65.68768311,-590.4296875,1848.3396,-284.1680603,-301.5662231,2021.607422,-112.2808228,-563.6641235,1954.60498,-68.29406738,-720.7745361,1894.94812,-113.3397217,-555.0884399,1960.450317,0,1,0,0
5,-112.5144653,-560.1398926,1949.873291,65.05596924,-594.1026611,1851.953735,-272.210022,-280.5023193,1991.082642,-110.9094238,-566.28125,1947.910889,-68.18066406,-721.7628784,1900.576538,-112.336853,-556.9967651,1954.322266,0,1,0,0
5,-109.1079712,-564.0727539,1947.50708,61.55651855,-601.0524902,1853.647339,-274.0814819,-285.7567139,1989.885498,-108.1120605,-569.9667969,1945.550537,-67.57330322,-724.9588623,1900.879395,-109.1578979,-560.9285889,1951.516846,0,1,0,0
5,-84.9262085,-592.7380371,1947.546631,76.42480469,-610.5997314,1859.069092,-253.7358093,-296.2833862,1980.265259,-83.39501953,-598.6525879,1946.230225,-45.89953613,-758.2487183,1903.094971,-85.0369873,-589.9639893,1952.439575,0,1,0,0
5,-87.27203369,-590.1652222,1962.90686,71.44140625,-607.0636597,1855.868408,-263.5471497,-295.2681274,2003.925781,-86.71740723,-596.1856689,1960.488892,-55.6519165,-757.1390381,1902.550781,-87.6605835,-587.539917,1966.789063,0,1,0,0
5,-86.51983643,-592.9381104,1962.751709,68.97375488,-610.0848389,1855.700684,-260.0617065,-296.6047974,1989.646484,-85.96679688,-599.0473633,1960.193604,-53.85089111,-759.1737671,1902.690918,-86.99304199,-590.3389282,1966.611572,0,1,0,0
5,-88.19262695,-594.8642578,1964.964722,66.12896729,-611.1159668,1853.272705,-263.3728333,-292.9208984,2003.496826,-87.67547607,-601.0719604,1962.476196,-55.25244141,-763.8654785,1906.885864,-88.52410889,-592.1020508,1968.936523,0,1,0,0
5,-85.83258057,-591.2102051,1961.876465,75.2645874,-611.8250732,1859.632202,-257.7304077,-292.0592041,2003.959961,-84.80206299,-597.4442749,1959.781006,-52.24536133,-765.5066528,1909.191406,-86.04077148,-588.6469727,1965.528809,0,1,0,0
5,-87.74487305,-598.1456299,1965.471924,69.13537598,-614.0360107,1855.695435,-261.0922852,-291.9577637,1993.291992,-87.08624268,-604.3843384,1963.095215,-54.4395752,-767.52771,1908.497314,-88.0680542,-595.749939,1969.262451,0,1,0,0
5,-83.51678467,-594.4648438,1964.718628,76.42657471,-613.6650391,1860.858032,-251.5992126,-298.1898804,2006.625732,-82.60211182,-600.9126587,1962.689941,-55.48638916,-770.6346436,1913.635376,-83.61938477,-592.0742188,1968.307129,0,1,0,0
5,-83.3125,-595.9788818,1970.540771,68.94055176,-612.5869751,1854.895752,-254.7563171,-292.9729004,2000.720703,-82.43395996,-602.4248657,1968.50293,-56.65808105,-768.404541,1911.012207,-83.52813721,-593.8539429,1974.459473,0,1,0,0
5,-84.19506836,-595.6922607,1969.13916,69.73852539,-612.7651367,1857.567139,-250.6629639,-288.6726074,2009.188599,-83.15039063,-601.937439,1967.221313,-55.37713623,-767.0099487,1911.412598,-84.06866455,-593.463562,1972.844971,0,1,0,0
5,-82.89154053,-593.9819336,1971.653076,69.59912109,-612.7288208,1857.686646,-249.8308411,-292.3416138,2018.142456,-82.09741211,-600.4119873,1969.799072,-57.62139893,-768.6095581,1913.915527,-82.62860107,-592.0087891,1975.158447,0,1,0,0
5,-80.92218018,-593.5862427,1972.559814,68.60192871,-612.7045288,1858.628784,-251.9148865,-292.5222168,2024.750977,-80.22570801,-599.9420166,1970.552246,-57.31439209,-767.8988037,1913.420044,-80.87475586,-591.5367432,1975.937012,0,1,0,0
5,-82.11315918,-591.8036499,1967.513794,76.16693115,-609.8807373,1861.422729,-249.2142639,-293.9268188,2024.035156,-81.27093506,-598.3795166,1965.803711,-57.31384277,-770.4163208,1916.489014,-82.54144287,-589.8516235,1970.751099,0,1,0,0
5,-82.35314941,-593.5219727,1972.135254,66.9473877,-611.3203125,1859.438477,-252.9044495,-298.0782471,2026.401123,-81.57299805,-600.0570068,1970.032715,-58.39239502,-768.6561279,1915.396729,-82.22772217,-591.5136719,1975.473389,0,1,0,0
5,-83.91845703,-593.477417,1970.217773,66.71246338,-610.4107666,1860.835938,-251.2444458,-299.2350464,2025.510742,-83.16149902,-600.0404663,1967.833496,-59.06829834,-767.9626465,1914.031982,-83.91809082,-591.3806763,1973.837769,0,1,0,0
5,-84.81848145,-593.3493652,1969.587769,66.72802734,-606.6681519,1859.700439,-255.5175781,-297.8199463,2024.114136,-84.15637207,-599.9017944,1967.182007,-59.56433105,-769.0192261,1914.893311,-85.06237793,-591.0426636,1973.206055,0,1,0,0
5,-85.22015381,-591.9241943,1965.260986,70.12133789,-608.5560303,1863.165527,-258.6477661,-295.4309082,2006.914063,-84.42279053,-598.4490967,1963.25708,-59.69573975,-771.796936,1919.856201,-85.79284668,-588.9765015,1969.506958,0,1,0,0
5,-84.23602295,-592.8082886,1965.576904,67.29052734,-607.3117065,1862.101196,-257.764801,-294.4006348,2006.42749,-83.33935547,-599.317688,1963.511353,-61.04754639,-768.1864014,1917.033691,-84.59552002,-589.973877,1969.722778,0,1,0,0
5,-104.2147827,-569.2996216,1967.005859,57.2164917,-602.6204834,1860.277588,-285.0857544,-279.4053345,2011.997803,-103.1341553,-575.9232788,1964.950684,-75.75701904,-741.0252075,1914.024658,-104.036499,-566.730835,1970.83374,0,1,0,0
5,-104.1722412,-567.0639038,1971.691895,56.94384766,-599.1276855,1860.705811,-289.0746155,-281.1092529,2014.066895,-103.0888672,-574.0668335,1969.525879,-78.69207764,-746.1793823,1917.245605,-103.8955078,-565.0463867,1974.843994,0,1,0,0
5,-109.2484131,-563.6879272,1970.18103,57.61828613,-594.0229492,1860.935669,-291.338501,-276.131958,2013.30249,-107.9124756,-570.8079224,1968.090698,-83.85424805,-740.5640869,1917.256592,-109.2236328,-561.682251,1973.325562,0,1,0,0
5,-114.5743408,-556.3915405,1969.069092,55.5168457,-588.4910889,1858.916748,-285.7381897,-270.8963013,2012.792725,-112.8762817,-563.4923096,1967.140503,-82.82830811,-735.6617432,1914.32959,-114.3690186,-554.1291504,1972.270508,0,1,0,0
5,-116.3344727,-557.0836792,1977.327637,52.82781982,-585.1942749,1859.97168,-291.9073486,-271.5869751,2008.620361,-114.8098145,-563.8035889,1975.110596,-87.70831299,-730.633667,1918.822632,-116.1378784,-554.9714966,1980.860596,0,1,0,0
5,-116.6416626,-556.6275024,1978.753906,51.84436035,-583.9188232,1859.602905,-290.8262329,-274.6877441,2010.867188,-115.1185913,-563.5025635,1976.645508,-88.49273682,-731.0308228,1920.17688,-116.3753052,-554.5024414,1982.45752,0,1,0,0
5,-118.1898193,-557.1810913,1978.479248,50.39343262,-582.3374023,1858.780518,-293.5055847,-270.9161987,2022.244019,-116.706665,-564.0151978,1976.285889,-87.99267578,-732.4735107,1918.964355,-117.7423096,-555.1342773,1982.037109,0,1,0,0
5,-123.6616821,-553.2009277,1975.444092,45.82501221,-582.1160889,1857.205933,-293.1722717,-268.9401245,2011.796143,-122.0720825,-560.5488892,1973.219971,-91.79541016,-731.1774902,1919.687744,-123.5137329,-551.4204102,1978.862915,0,1,0,0
5,-125.8774414,-550.3950195,1976.567139,42.0378418,-577.2563477,1856.033447,-292.0812988,-267.4296875,2019.536865,-124.0745239,-557.758606,1974.447266,-93.01452637,-731.8114014,1919.497559,-125.5202026,-548.55896,1980.427856,0,1,0,0
5,-130.9376221,-546.9450684,1975.66748,39.07275391,-577.4669189,1855.645264,-294.6520691,-268.1077881,2016.697632,-129.1957397,-554.55896,1973.696533,-96.20465088,-724.8566895,1917.882813,-130.196167,-545.4199829,1979.405762,0,1,0,0
5,-133.6428223,-545.9612427,1976.448486,36.36541748,-577.1186523,1855.745239,-294.9622803,-261.8325806,2024.609619,-131.8913574,-553.4441528,1974.474854,-98.76647949,-723.4909668,1919.37793,-132.9158325,-544.6210327,1980.102295,0,1,0,0
5,-136.9968872,-545.1941528,1979.206299,34.76489258,-575.0715332,1855.183716,-299.5183411,-261.4176025,2035.92041,-135.1699219,-552.5465698,1977.49707,-99.65405273,-721.3006592,1919.820679,-136.2300415,-543.9020386,1982.93042,0,1,0,0
5,-137.1844482,-546.0237427,1979.073975,33.77020264,-572.4595337,1853.792847,-299.1309814,-258.2559814,2032.863037,-135.2765503,-553.4267578,1977.529297,-101.3862305,-720.197876,1920.753662,-136.2318115,-544.9093018,1982.845703,0,1,0,0
5,-134.4105225,-535.2456055,1982.070557,32.35791016,-571.3200684,1852.552734,-296.4987488,-259.1677856,2030.237061,-132.3201294,-542.8361206,1980.459961,-100.5374146,-719.7904053,1920.020752,-133.4544678,-534.0029907,1986.121094,0,1,0,0
5,-134.4266357,-533.4717407,1984.377319,31.78265381,-569.34021,1851.645264,-298.1745911,-256.659729,2037.526001,-132.5524902,-540.9558716,1982.570313,-103.5466919,-718.0294189,1919.520752,-133.6046753,-532.3673706,1987.897217,0,1,0,0
5,-133.8630981,-534.4532471,1982.920166,31.19519043,-568.2070313,1851.13623,-293.932312,-255.0971069,2033.900146,-132.1260376,-541.8903198,1981.333984,-104.4296875,-715.8549805,1919.066162,-132.8447266,-533.4902954,1986.806519,0,1,0,0
5,-149.5921631,-536.4125366,1977.424927,25.31622314,-570.2264404,1852.436035,-298.2867432,-260.3603516,2044.154541,-147.9945679,-543.7107544,1975.975098,-109.4448242,-711.9719238,1916.861084,-148.1710205,-535.7327881,1981.863892,0,1,0,0
5,-144.6138306,-523.7759399,1979.754883,26.16503906,-566.6134644,1851.329468,-293.9203491,-258.7373047,2048.268555,-142.5473633,-531.0715332,1977.706543,-107.057312,-712.3284912,1916.41687,-143.1760864,-522.6062622,1984.056519,0,1,0,0
5,-141.8220825,-525.2875977,1979.712769,24.24530029,-562.3633423,1849.989014,-290.018158,-271.3339233,2042.01709,-139.8786011,-532.9867554,1977.697998,-109.9807129,-710.1494141,1915.257446,-140.1657104,-524.9454346,1983.88501,0,1,0,0
5,-140.5285034,-525.5742188,1977.705811,22.73443604,-559.7723389,1850.157227,-284.1064453,-284.1682129,2046.344604,-138.8953247,-533.3220825,1975.782227,-112.2776489,-705.9475708,1914.97876,-138.5216675,-525.4712524,1981.992432,0,1,0,0
5,-153.4490967,-520.0936279,1976.626465,20.04632568,-559.2147827,1849.932861,-219.1053467,-396.1513672,2114.793457,-151.307312,-528.2876587,1974.775757,-113.34729,-702.9691162,1912.457031,-150.7821045,-521.1083374,1981.289795,0,1,0,0
5,-153.2423096,-515.8327637,1964.134521,17.32910156,-555.0835571,1844.386719,-235.2209778,-416.1101074,2096.05957,-151.2130127,-524.638916,1962.818481,-114.8944702,-699.3016357,1905.965332,-150.8499146,-517.102356,1969.175781,0,1,0,0
5,-156.5028076,-515.6019287,1962.020996,14.51708984,-553.5982666,1844.050781,-237.3862,-414.1466675,2092.975098,-154.5032349,-524.6885376,1960.612305,-115.928772,-699.1723022,1905.911621,-153.9690552,-517.1697388,1966.909424,0,1,0,0
5,-171.6747437,-497.0233154,1952.244751,11.34991455,-551.847229,1842.699707,-279.3399353,-320.7147827,2061.839844,-169.6359253,-506.2526245,1951.228271,-120.8030396,-691.5040283,1904.319458,-170.449707,-497.8814087,1956.62793,0,1,0,0
5,-170.649231,-497.9560547,1952.224243,10.72485352,-549.8728027,1841.773682,-278.3563232,-327.7889404,2060.918945,-168.8074951,-507.1881714,1951.141357,-122.5764771,-688.3145752,1903.532227,-169.5839233,-499.0230713,1956.568237,0,1,0,0
5,-170.0947876,-500.289978,1953.190186,10.71813965,-547.987915,1840.877808,-253.3280945,-380.4326172,2087.797363,-167.7682495,-509.8718872,1952.174683,-123.1488647,-691.223877,1901.484619,-168.664978,-501.9341431,1957.660889,0,1,0,0
5,-169.8458252,-495.1696777,1942.490356,7.843994141,-544.1542358,1834.633789,-307.9660034,-264.4881592,2044.700195,-168.9690552,-503.7736816,1941.084473,-130.3184204,-680.029541,1892.550293,-169.218689,-495.4874268,1946.339233,0,1,0,0
5,-176.0245361,-501.5737305,1949.59314,-0.228637695,-547.6136475,1836.598389,-303.0366211,-254.0806274,2046.687622,-175.0234985,-508.7169189,1948.503174,-135.2351074,-671.6038208,1890.055908,-175.5333862,-501.5796509,1953.61438,0,1,0,0
5,-176.098999,-501.8340454,1950.211182,-0.893188477,-542.8561401,1835.302612,-307.9548645,-244.3939209,2051.829834,-175.3288574,-508.6900635,1948.960693,-138.7807617,-667.0299072,1888.415894,-176.1838989,-501.6043701,1954.006104,0,1,0,0
5,-176.5496216,-500.9532471,1948.150879,-2.303344727,-542.1065674,1834.591553,-308.2756653,-244.9163208,2049.914795,-176.0021362,-507.9526367,1946.890259,-139.8727417,-666.991394,1888.774292,-176.7033691,-501.0540771,1952.109863,0,1,0,0
5,-174.999939,-500.3032837,1947.928467,-2.860412598,-540.5710449,1834.561279,-308.0310059,-244.2991943,2047.024902,-174.4455566,-507.539917,1946.804199,-141.3756104,-665.3557129,1890.139404,-174.7557983,-500.1674194,1951.854736,0,1,0,0
5,-176.8426514,-502.3862915,1944.30835,-5.556335449,-538.7182617,1832.835938,-296.0049438,-274.9609985,2057.518066,-175.9110107,-509.9121704,1943.072998,-141.750061,-665.4517822,1889.128174,-175.7820435,-503.0306396,1948.584961,0,1,0,0
5,-180.9121704,-503.6342773,1947.60791,-7.860107422,-536.4735107,1831.289917,-278.2078857,-314.5466919,2070.1604,-179.4868774,-511.3728638,1946.223877,-142.1550293,-665.9329224,1888.250732,-179.6819458,-504.9332275,1951.573608,0,1,0,0
5,-181.194458,-503.4541016,1947.912964,-7.473999023,-535.5839844,1832.006836,-246.7131042,-371.9163818,2104.515137,-179.6715088,-511.2848511,1946.704712,-142.498291,-665.1228027,1890.782715,-179.512085,-504.5977173,1951.793457,0,1,0,0
5,-178.6923828,-504.7994385,1946.675537,-7.662414551,-536.4118042,1831.434692,-216.2361755,-437.0723877,2144.004883,-177.1970825,-512.6157837,1945.925537,-140.6668091,-664.7398682,1891.070557,-177.1506348,-506.1134644,1950.75,0,1,0,0
5,-180.2480469,-504.0652466,1947.212158,-8.945800781,-534.0056763,1828.549194,-293.6278076,-308.0046387,2081.747803,-179.1998901,-511.5204468,1946.749756,-140.6763306,-665.4061279,1890.771851,-179.8186035,-504.8424072,1951.631836,0,1,0,0
5,-179.5297241,-505.4814453,1945.205566,-9.533996582,-531.8867188,1826.765381,-316.1048279,-272.7836914,2043.375,-178.2354126,-512.8464355,1944.257568,-141.8823853,-663.9110718,1888.438477,-179.0458984,-506.4734497,1949.164063,0,1,0,0
5,-182.5228271,-505.3302612,1959.04126,-13.67803955,-529.5409546,1830.984985,-318.9080505,-257.309082,2037.046387,-180.9742432,-512.2664185,1957.481934,-143.7833862,-664.3457031,1892.192383,-181.6567383,-505.2476807,1963.858276,0,1,0,0
5,-183.2111816,-503.3549194,1953.044189,-18.44793701,-521.3088989,1828.803589,-321.9512634,-255.2003784,2034.930176,-181.6522217,-510.4249268,1950.949585,-146.6662598,-660.0091553,1890.137939,-182.006958,-503.7804565,1956.959717,0,1,0,0
5,-181.0106812,-499.1470947,1953.988525,-24.64367676,-514.9467773,1827.347778,-329.6766663,-230.7585449,2041.268677,-180.7177124,-506.0368652,1951.883423,-151.9638062,-652.7526855,1890.878174,-180.5338745,-499.2149658,1957.799316,0,1,0,0
5,-170.5776978,-496.0213623,1951.269287,-29.30126953,-513.744751,1824.270264,-327.7483826,-232.8643799,2040.897949,-170.8532715,-503.0143433,1948.665771,-153.5901489,-647.7819824,1875.759155,-171.298645,-496.2235718,1955.465454,0,1,0,0
5,-172.0158691,-496.9169312,1952.54541,-32.38043213,-514.5235596,1825.358643,-328.315155,-233.3924561,2042.366211,-172.2697754,-503.9207153,1949.801514,-152.9718018,-650.7301025,1881.125,-172.5021973,-496.9171143,1956.29895,0,1,0,0
5,-170.6064453,-499.1591187,1954.210815,-32.48431396,-512.0213623,1821.89502,-330.4458313,-229.7908936,2075.111328,-170.6065674,-506.5647583,1951.185059,-155.1524658,-647.1953735,1872.009888,-170.5553589,-498.8999634,1958.682861,0,1,0,0
5,-168.850769,-498.5926514,1953.69458,-32.54364014,-510.6848145,1824.70813,-328.4290771,-230.5135498,2047.44751,-169.5211792,-505.5292969,1951.170654,-159.2084351,-642.2905273,1876.91626,-169.1589355,-498.3797607,1957.429443,0,1,0,0
5,-169.0679932,-499.0946045,1953.525635,-33.34301758,-510.5997314,1823.845093,-329.4135437,-233.2116699,2048.792236,-169.8892212,-505.8536987,1950.862183,-161.4523926,-638.6151123,1875.116821,-169.4415283,-498.7150269,1957.275635,0,1,0,0
5,-170.0497437,-499.5692139,1952.271851,-33.22192383,-509.6843262,1824.186523,-328.6821594,-233.8212891,2047.527222,-170.9369507,-506.6202393,1949.748657,-158.907959,-640.6573486,1875.216309,-170.4606934,-499.2249146,1956.18042,0,1,0,0
5,-169.348938,-498.31073,1951.924072,-34.26275635,-507.0268555,1823.734619,-328.8803406,-239.2483521,2042.197021,-171.1535034,-504.9749756,1949.230225,-174.1582642,-616.4643555,1871.88623,-169.6568604,-497.9204712,1956.216064,0,1,0,0
5,-169.774231,-497.710083,1951.681641,-34.42456055,-508.9268188,1822.834717,-327.5223999,-239.6363525,2047.570557,-171.1132202,-505.1965942,1948.675659,-169.574585,-624.012207,1871.314453,-169.4276733,-497.9111938,1955.648193,0,1,0,0
5,-168.9765625,-497.4035645,1952.007568,-34.20977783,-509.0077515,1821.857666,-328.1054688,-233.411377,2091.042969,-170.1074829,-504.7884521,1949.056396,-162.9707031,-631.8336182,1868.837646,-168.9014893,-496.7382813,1957.12207,0,1,0,0
5,-168.8764038,-498.6817017,1952.063965,-33.27130127,-509.0726929,1824.788818,-327.3975525,-228.8637695,2054.845215,-169.894104,-506.362793,1949.007568,-159.0899048,-639.602356,1875.355713,-168.7619629,-498.5164185,1955.941895,0,1,0,0
5,-169.4502563,-498.5854492,1950.646973,-34.17297363,-509.4725342,1824.034668,-325.8607788,-228.2446289,2041.55249,-170.4904785,-505.9852905,1947.368652,-153.671814,-645.7685547,1876.520264,-169.739624,-498.0443726,1954.424316,0,1,0,0
5,-169.4111938,-500.2141724,1961.006836,-29.79266357,-510.9195557,1825.993408,-324.37323,-227.625,2039.114258,-170.321228,-507.59729,1958.380615,-149.7662354,-654.0134888,1884.093262,-169.703064,-499.3847656,1965.5354,0,1,0,0
5,-167.34552,-499.5900269,1950.059692,-32.30078125,-508.8052368,1824.103027,-322.5748901,-239.4273682,2030.280273,-167.3237915,-507.6989746,1947.259399,-144.885498,-659.2932129,1879.042114,-167.3930054,-499.467041,1953.751221,0,1,0,0
