id,trial,H_headTop_x,H_headTop_y,H_headTop_z,H_headTop_confidence,H_neck_x,H_neck_y,H_neck_z,H_neck_confidence,H_tailBase_x,H_tailBase_y,H_tailBase_z,H_tailBase_confidence,H_lEar_x,H_lEar_y,H_lEar_z,H_lEar_confidence,H_lShoulder_x,H_lShoulder_y,H_lShoulder_z,H_lShoulder_confidence,H_lElbow_x,H_lElbow_y,H_lElbow_z,H_lElbow_confidence,H_lWrist_x,H_lWrist_y,H_lWrist_z,H_lWrist_confidence,H_lHip_x,H_lHip_y,H_lHip_z,H_lHip_confidence,H_rEar_x,H_rEar_y,H_rEar_z,H_rEar_confidence,H_rShoulder_x,H_rShoulder_y,H_rShoulder_z,H_rShoulder_confidence,H_rHip_x,H_rHip_y,H_rHip_z,H_rHip_confidence,s_1,s_2,s_3,s_4,b_1,b_2,b_3,b_4
9286,17,-110.7928467,-875.1328125,1755.623657,0.6617633,-171.1090088,-681.47229,1836.455322,0.864304,-336.7328491,-258.7805176,2192.247559,0.762494,-218.6801147,-802.1418457,1803.405273,0.8428385,-350.3484497,-703.2605591,1928.563721,0.84025866,-221.1887512,-614.5386353,1995.069092,0.000557819,-220.1569519,-613.9674072,1994.692139,0.00056576,-436.92099,-336.5315552,2181.650879,0.79979044,-67.28326416,-785.4680176,1821.45752,0.8600915,-27.77227783,-611.7595825,1907.685425,0.8758656,-188.5620728,-262.4481201,2207.099609,0.72256565,1,1,1,0,0,0,1,0
9287,17,-111.2974243,-875.1444702,1753.631348,0.6799487,-171.1699829,-678.5841064,1835.169556,0.8701213,-333.5560913,-256.1281738,2194.940918,0.7981522,-217.7719116,-800.6583252,1801.870117,0.8463348,-346.73172,-698.204895,1924.630371,0.8294032,-219.1508179,-615.8432007,1998.564331,0.00069341,-218.3311768,-615.2003784,1998.300171,0.000713664,-435.491333,-335.6027222,2183.424316,0.7858682,-67.80786133,-784.1207275,1823.57373,0.83058137,-29.21173096,-610.7574463,1908.43335,0.88235646,-184.5924683,-259.4707031,2210.245605,0.76539195,1,1,1,0,0,0,1,0
9288,17,-112.2467041,-875.9453125,1754.413818,0.63970965,-170.9928589,-680.8009033,1835.359375,0.86665237,-332.2421265,-253.0362549,2189.709473,0.8079315,-218.6607666,-800.793457,1802.438721,0.8387126,-350.0112305,-700.5671997,1926.053223,0.85214204,-223.3712158,-612.8150635,1997.78833,0.000576306,-222.3100586,-612.2611694,1997.473999,0.000589267,-434.8801575,-331.581543,2178.748779,0.8174447,-68.00201416,-784.7390137,1823.151855,0.81233925,-29.12597656,-613.7608032,1911.176025,0.8854704,-185.878418,-261.1149902,2207.487061,0.74007225,1,1,1,0,0,0,1,0
9289,17,-112.0611572,-878.1240234,1757.832764,0.63061655,-171.00177,-677.6594238,1834.878174,0.87028104,-338.2903748,-260.5991821,2194.665771,0.77611333,-218.0662231,-798.5245361,1802.630005,0.829532,-346.3413086,-698.5394287,1922.307007,0.8432701,-219.9589844,-611.3432617,1997.185547,0.000646369,-219.0980835,-611.0613403,1996.638428,0.000661656,-438.2928467,-336.762207,2181.652832,0.8142739,-67.65979004,-785.3930664,1825.939941,0.8020318,-27.54528809,-612.1137085,1909.046631,0.8847357,-190.7901611,-263.0406494,2208.816162,0.70864123,1,1,1,0,0,0,1,0
9290,17,-111.1670532,-877.0522461,1757.748169,0.6658219,-170.4383545,-677.9514771,1834.959839,0.85862195,-334.9547424,-255.7142944,2194.752686,0.7908614,-217.9855957,-801.1346436,1807.178833,0.82051295,-347.8009033,-700.3115234,1924.199219,0.8494319,-219.9022217,-608.6134644,1995.762085,0.000757984,-218.9891357,-608.2890625,1995.376709,0.000776763,-438.2929077,-334.7119751,2183.855469,0.80082893,-66.88635254,-784.7000122,1826.161377,0.8158717,-27.76843262,-611.5709839,1909.010376,0.879382,-187.4210205,-261.8465576,2206.150879,0.72760147,1,1,1,0,0,0,1,0
9291,17,-110.1601563,-876.788208,1757.710205,0.6835209,-170.3788452,-677.2092896,1835.477783,0.8636788,-335.5606689,-258.0844116,2191.677734,0.76334125,-215.90979,-799.321228,1803.935547,0.8420809,-343.9210205,-695.3851318,1920.675049,0.8438412,-218.8206177,-613.7974854,1997.249268,0.000622428,-217.940918,-613.4819336,1996.875488,0.000634652,-437.2141724,-337.3169556,2183.055176,0.8068832,-65.8637085,-782.5437622,1824.173828,0.86440134,-27.87298584,-611.0108643,1908.732422,0.8790283,-188.4636841,-262.1290283,2207.108643,0.70129883,1,1,1,0,0,0,1,0
9292,17,-107.8615723,-878.689209,1760.52417,0.71432644,-170.6599731,-677.4047241,1835.39917,0.85921276,-333.4424744,-254.772644,2191.15625,0.79318297,-216.7784424,-799.7315674,1803.265625,0.8463213,-343.7051697,-694.1195068,1919.507324,0.83990175,-220.8357544,-613.842041,1996.36438,0.000703035,-219.9000854,-613.532959,1995.810791,0.000728106,-435.9829712,-333.7203369,2179.684814,0.80778736,-66.09729004,-783.2497559,1824.615601,0.86117846,-27.5847168,-611.7421875,1909.469727,0.8705018,-188.0970459,-261.8033447,2209.48999,0.7211063,1,1,1,0,0,0,1,0
9293,17,-107.4694824,-878.1845703,1758.880371,0.7062971,-170.5163574,-677.3175049,1835.404785,0.8764544,-335.1816406,-255.7989502,2192.228027,0.78724504,-214.9663086,-801.0787354,1803.213989,0.8233347,-344.0101929,-697.6572266,1921.233521,0.829174,-220.9857178,-612.8503418,1999.262573,0.000591633,-220.255127,-612.7706299,1998.647095,0.000602714,-436.5924683,-334.9482422,2182.281006,0.80676115,-65.12475586,-783.1142578,1822.534424,0.8583227,-26.00775146,-610.2926025,1908.42627,0.87975466,-189.5386963,-261.0614014,2205.578613,0.711158,1,1,1,0,0,0,1,0
9294,17,-110.3080444,-878.0307617,1758.265869,0.6640906,-169.5678711,-676.53479,1834.072876,0.86334205,-336.1989441,-258.7207642,2193.743164,0.7641962,-215.6818237,-798.6240234,1803.661011,0.84452915,-340.5726318,-693.7623901,1919.150635,0.8364479,-219.5983887,-615.5071411,1998.0979,0.000650181,-218.7148438,-615.1182861,1997.490112,0.000663653,-437.673645,-335.6260376,2182.704834,0.8059384,-66.14215088,-783.0321045,1823.338379,0.8690753,-26.39733887,-609.0944214,1909.033813,0.87857914,-188.487854,-263.2167969,2210.671875,0.7192009,1,1,1,0,0,0,1,0
9295,17,-108.0792236,-876.9713135,1755.54541,0.73535275,-170.4748535,-677.8148804,1834.488037,0.8530519,-338.173645,-256.317688,2193.898926,0.7672259,-217.3302002,-799.8189697,1801.837524,0.8447151,-342.8276978,-691.0210571,1918.986816,0.8288051,-216.4293823,-610.6625366,1995.572144,0.000601025,-215.5339355,-610.4003296,1995.160156,0.000595173,-439.4856567,-336.0150146,2183.14624,0.791992,-66.62915039,-783.939209,1826.468018,0.844914,-26.54864502,-611.0516357,1909.061035,0.8800208,-188.5234985,-261.5515137,2208.280273,0.7135555,1,1,1,0,0,0,1,0
9296,17,-106.4277344,-874.2687988,1758.962769,0.8047319,-169.7689209,-678.5135498,1836.580566,0.8707681,-332.8456421,-254.2495117,2191.719971,0.8000144,-217.9958496,-799.8388672,1803.868408,0.84438753,-339.588501,-689.1264038,1916.463135,0.82675,-223.3359985,-614.404541,1995.129883,0.00060935,-222.1345215,-614.2310181,1994.654053,0.000606859,-435.2347717,-334.2907715,2179.837402,0.79709274,-66.88476563,-782.5072021,1828.72229,0.8050608,-25.56549072,-609.2387085,1908.177734,0.88118285,-187.2734375,-261.1378174,2210.045166,0.7407294,1,1,1,0,0,0,1,0
9297,17,-105.1464844,-876.2191772,1758.924561,0.7916757,-170.7636719,-676.7537842,1835.531006,0.8601141,-333.3930969,-255.4468384,2189.402832,0.7788218,-216.3775635,-800.0180054,1804.418091,0.8500494,-339.6762085,-691.3267822,1918.458984,0.82570845,-222.8808594,-612.5803833,1996.367432,0.000636277,-221.8696899,-612.4157715,1995.867188,0.000632988,-437.4304199,-334.8502808,2180.871582,0.8027363,-65.88500977,-783.3231812,1829.969727,0.81817424,-26.1293335,-606.7580566,1908.604614,0.87412846,-184.989563,-260.5067139,2205.073242,0.71221685,1,1,1,0,0,0,1,0
9298,17,-104.4370728,-876.2834473,1759.368896,0.76805705,-170.0255127,-676.8842163,1835.037109,0.8615414,-334.1539001,-255.7189941,2191.965332,0.78597724,-216.157959,-798.8135986,1803.788452,0.85370797,-339.6972351,-692.6395264,1919.452759,0.81844634,-220.5201416,-610.1343384,1996.662109,0.000626697,-219.5603027,-610.0257568,1996.058716,0.00062373,-437.0189209,-334.4238281,2181.757324,0.7929964,-66.04962158,-782.5785522,1827.947388,0.84157795,-26.69671631,-608.3991699,1909.434937,0.8806558,-188.1497803,-261.5301514,2207.984863,0.7197028,1,1,1,0,0,0,1,0
9299,17,-103.1300659,-877.1005859,1762.268799,0.7881972,-170.0736694,-675.0524902,1833.900879,0.85567486,-335.6374512,-256.5627441,2191.770996,0.77256805,-215.9211426,-801.0899658,1804.682007,0.8479438,-338.3794556,-684.2089233,1913.782227,0.8376705,-226.4188538,-607.4926147,1996.005249,0.000569242,-225.2259521,-607.4304199,1995.700684,0.00057291,-438.822113,-336.0298462,2182.405762,0.7966835,-66.27868652,-782.2106323,1830.421875,0.7926067,-26.52838135,-607.8560791,1908.312988,0.87511295,-187.9263306,-262.0158691,2205.658203,0.7099339,1,1,1,0,0,0,1,0
9300,17,-102.7633057,-874.6382446,1760.983398,0.8114043,-169.6939697,-676.3908691,1834.408203,0.84638125,-335.6043091,-257.5959473,2192.690674,0.7745503,-215.9047852,-802.2230835,1807.021118,0.85744023,-333.1026001,-686.9024048,1916.541992,0.83853334,-225.0790405,-614.2099609,1995.784424,0.000451513,-223.7026367,-613.9430542,1995.748047,0.000466563,-438.0898743,-335.5106812,2182.069824,0.8079609,-65.8203125,-781.3208008,1828.437866,0.85030264,-26.57739258,-607.7177124,1908.151855,0.87142,-188.961792,-261.5221558,2207.939697,0.71758926,1,1,1,0,0,0,1,0
9301,17,-104.1367798,-878.432373,1761.399414,0.7504739,-172.9178467,-674.7071533,1832.625244,0.8938411,-334.8511963,-261.2767334,2187.84375,0.76535875,-217.1745605,-799.4196777,1802.522461,0.8353115,-342.2456055,-699.4873047,1920.916748,0.84626085,-226.7516174,-609.6887207,1986.330811,0.000598696,-225.3919067,-609.5241089,1986.302246,0.00061817,-437.3963623,-337.5985718,2175.145508,0.8030202,-67.22607422,-784.9737549,1828.507446,0.7949038,-27.26330566,-609.4937134,1907.277588,0.8968756,-187.4842529,-263.4241943,2204.021729,0.7156233,1,1,1,0,0,0,1,0
9302,17,-104.0454102,-875.1646729,1759.946045,0.84778017,-170.7092285,-674.8418579,1834.327515,0.84168017,-334.3015137,-255.8679199,2192.30957,0.78233004,-216.9176025,-801.5752563,1808.282104,0.848702,-340.3839722,-690.8856201,1919.652832,0.8449024,-225.3344727,-617.4438477,1999.836426,0.000685537,-224.0180664,-617.2468872,1999.771851,0.000709237,-437.2366943,-334.2661133,2182.074707,0.79688835,-66.5289917,-782.2397461,1830.505127,0.799399,-27.67437744,-610.4611206,1909.466187,0.8669962,-188.8795166,-261.0092163,2206.861328,0.70646244,1,1,1,0,0,0,1,0
9303,17,-105.0488281,-876.109375,1758.099243,0.8532579,-171.279541,-675.4437256,1834.584961,0.8391223,-334.5367737,-257.6569824,2191.89624,0.7620851,-216.2883301,-802.3164063,1808.531372,0.85467774,-346.1714783,-697.2217407,1923.121826,0.831015,-223.7876282,-618.7901611,1998.703369,0.00073785,-222.4816284,-618.463623,1998.687988,0.000766246,-437.4127197,-335.2476807,2182.719971,0.7873937,-65.31152344,-782.1756592,1825.990234,0.8530451,-29.40722656,-611.5913696,1909.769775,0.8723577,-188.4347534,-260.6176758,2206.961426,0.7019094,1,1,1,0,0,0,1,0
9304,17,-104.7648926,-877.5552979,1758.178711,0.86710256,-171.0461426,-675.6837769,1833.853516,0.8287192,-333.6628113,-257.3098145,2191.438721,0.7659509,-216.765564,-804.0545654,1810.070801,0.84403336,-348.0968018,-699.0068359,1924.034668,0.8329025,-223.0950928,-620.4528809,1994.092285,0.000725979,-221.7789307,-619.9206543,1994.653076,0.00075068,-437.6749268,-336.4021606,2182.768066,0.7945928,-66.03765869,-783.9581909,1830.157471,0.82749474,-28.73455811,-612.4177246,1910.269287,0.8726147,-186.2995605,-261.6568604,2210.18042,0.7296768,1,1,1,0,0,0,1,0
9305,17,-108.4573975,-878.1225586,1756.191895,0.8235983,-169.9957886,-677.0143433,1833.684448,0.8520327,-336.3738403,-257.4942627,2192.992676,0.7705989,-216.7313232,-802.588623,1806.759888,0.84754616,-347.0978088,-696.585083,1923.651367,0.824092,-227.6742554,-618.7805176,1999.530029,0.000763579,-226.3920288,-618.4702148,1999.233887,0.000795015,-437.3874817,-335.0453491,2181.915527,0.8029485,-65.60968018,-784.1071777,1827.019165,0.8365087,-28.1295166,-609.7421265,1909.970459,0.8691671,-189.6542969,-261.3099365,2208.95459,0.7076835,1,1,1,0,0,0,1,0
9306,17,-106.4564819,-877.4818115,1757.118652,0.84282553,-169.256958,-679.293457,1834.002197,0.83552814,-333.1261902,-256.5495605,2194.490723,0.7927267,-218.6791382,-803.8930664,1807.466309,0.89050937,-332.9998779,-684.7559814,1913.741333,0.8428391,-227.7636108,-623.5236816,1998.739624,0.00044963,-226.909668,-622.7106323,1999.073364,0.000480169,-437.0295105,-333.4072876,2181.410156,0.8044707,-68.52856445,-787.1063232,1825.212402,0.8549693,-30.15093994,-611.0421143,1909.669678,0.86279607,-190.5755005,-263.8028564,2213.25293,0.7097473,1,1,1,0,0,0,1,0
9307,17,-108.1766968,-879.3029785,1754.238403,0.86072785,-170.4522095,-679.1998901,1833.880737,0.8340588,-333.312439,-258.6729736,2194.381348,0.8005929,-218.3746338,-804.1870117,1807.253418,0.89829326,-336.1665649,-687.6010742,1915.515503,0.8660836,-226.4482422,-624.5209961,1997.672241,0.000480314,-225.6043091,-623.7194214,1997.995972,0.000487512,-437.6067505,-337.7889404,2180.356201,0.80603313,-68.34539795,-787.8640747,1826.811401,0.85679567,-31.11297607,-611.2921143,1910.715576,0.8528151,-188.4760742,-266.6616211,2214.23584,0.71167785,1,1,1,0,0,0,1,0
9308,17,-106.1575928,-874.2655029,1751.490723,0.8593184,-169.9173584,-676.2178345,1830.897949,0.84015495,-333.7767639,-257.7042847,2194.793213,0.7868602,-217.0151367,-801.7503662,1804.709473,0.9022341,-333.2640686,-685.3266602,1912.471191,0.844275,-223.8328247,-622.7792969,1998.978149,0.000446202,-223.0210571,-621.9296875,1999.183716,0.000460307,-438.5932617,-336.7171021,2183.8479,0.7989864,-67.52081299,-786.6964111,1826.638184,0.85513896,-28.48376465,-608.0754395,1910.888184,0.8572212,-188.0213623,-265.9667969,2212.112793,0.71119493,1,1,1,0,0,0,1,0
9309,17,-105.9911499,-880.574585,1755.203491,0.8486818,-168.4178467,-678.0080566,1833.166504,0.8217802,-333.0032349,-255.6546631,2192.771729,0.8006712,-216.4815063,-802.5332642,1806.590088,0.9061801,-331.7781982,-680.6332397,1912.243286,0.8396508,-223.5808105,-624.5543213,1997.716187,0.000435149,-222.786499,-623.4274902,1998.144531,0.000450425,-436.9677429,-333.4456787,2181.175781,0.8066126,-67.39172363,-786.9425659,1824.897705,0.8841748,-28.41314697,-608.7419434,1909.28186,0.8498529,-189.1138916,-267.0679932,2206.93457,0.7392309,1,1,1,0,0,0,1,0
9310,17,-105.6217651,-877.7967529,1752.714844,0.8589786,-169.2711792,-679.0009155,1833.114868,0.8317658,-334.7642822,-259.0605469,2197.666504,0.7840862,-216.6227417,-802.567627,1806.025024,0.9039694,-333.7177734,-686.746521,1913.895996,0.85293114,-223.9580078,-625.605835,1997.479004,0.000472746,-223.1224976,-624.6316528,1997.889038,0.000480683,-438.6734924,-337.1429443,2186.185547,0.8015815,-67.19915771,-786.1412354,1824.41333,0.88029766,-27.16772461,-608.3950806,1910.278809,0.86351186,-188.597168,-266.1699829,2214.314941,0.7070333,1,1,1,0,0,0,1,0
9311,17,-107.4423218,-880.3648071,1752.467285,0.8731807,-169.4191895,-676.2216187,1831.976807,0.81995595,-335.1654053,-256.246582,2192.28833,0.7559813,-215.9926758,-800.8485107,1807.680786,0.86466575,-341.8235474,-693.026123,1920.74707,0.8306626,-222.4376831,-619.2848511,1991.82251,0.000632591,-221.0020142,-618.5409546,1992.268921,0.000651803,-437.2260742,-335.9419556,2182.419434,0.79007107,-63.78564453,-782.0645142,1820.831421,0.87680626,-28.3092041,-612.6130371,1911.7229,0.86552584,-187.4937134,-260.4869385,2207.047852,0.7159196,1,1,1,0,0,0,1,0
9312,17,-103.5838623,-875.7970581,1751.352783,0.87046146,-167.6278687,-676.9247437,1832.317871,0.83061486,-334.6112671,-260.8306885,2195.55127,0.7764214,-215.7929688,-800.7832642,1805.804688,0.90500313,-327.2536621,-681.6164551,1911.088379,0.83501065,-225.1619873,-624.7940674,1999.233398,0.000492285,-224.1922607,-623.8299561,1999.575684,0.000521557,-437.9494629,-338.4240723,2183.394531,0.80246824,-66.5949707,-785.7397461,1823.68457,0.8798528,-28.2989502,-609.2520142,1910.791138,0.8626645,-188.8205566,-267.5916748,2214.942627,0.7034594,1,1,1,0,0,0,1,0
9313,17,-106.0419922,-880.2127075,1752.767456,0.86436796,-169.8201294,-674.472229,1830.962402,0.80776167,-331.9541016,-252.0693359,2192.099365,0.7884558,-215.1264648,-799.383667,1806.202759,0.8683006,-345.28125,-693.3305664,1920.282227,0.8460946,-222.9694214,-618.6431274,1992.397217,0.000751184,-221.5473022,-617.7734375,1992.756592,0.000779566,-435.8415527,-333.8327637,2183.574707,0.7829187,-63.68218994,-781.0748291,1821.057251,0.8833847,-26.62493896,-610.0296631,1911.143677,0.8759045,-184.4447632,-260.1621094,2209.227539,0.73509854,1,1,1,0,0,0,1,0
9314,17,-103.9655151,-879.0157471,1753.964478,0.86328083,-167.2163086,-677.145752,1832.026978,0.8157098,-335.2169189,-258.2929688,2194.274902,0.78565955,-214.909668,-799.2976074,1805.526855,0.89900756,-330.3955688,-682.6507568,1913.028198,0.8523059,-223.8299561,-623.0317993,1998.255615,0.000362138,-222.7811279,-622.1168823,1998.568237,0.00039244,-438.0982056,-336.5118408,2182.177246,0.8113695,-66.58392334,-786.2064209,1825.130371,0.87135154,-26.85308838,-608.0827637,1911.000244,0.8595979,-189.5790405,-265.9901123,2213.134277,0.68961924,1,1,1,0,0,0,1,0
9315,17,-104.0534668,-879.2427979,1753.532349,0.8604538,-167.3378296,-677.600769,1831.809814,0.8279856,-334.3648682,-258.272583,2195.620605,0.7853566,-213.763916,-801.2559204,1805.874023,0.9062583,-331.0297241,-682.5037231,1910.980957,0.842655,-224.1760254,-625.7606201,1996.959229,0.000477985,-223.0669556,-624.6844482,1997.369507,0.000508693,-438.4343567,-336.9987793,2184.169434,0.8076346,-65.81433105,-786.3928223,1825.484741,0.8761329,-26.73303223,-608.8494873,1910.777588,0.854935,-187.1948242,-265.8292847,2212.235352,0.7151088,1,1,1,0,0,0,1,0
9316,17,-104.0447998,-879.2037354,1754.049072,0.86554945,-166.9545898,-676.7270508,1831.707031,0.8232024,-332.5117798,-258.2285156,2194.365723,0.78426737,-213.7941895,-800.595459,1806.688477,0.90243745,-332.1956482,-683.5612183,1911.860596,0.85575396,-223.1728516,-623.036438,1998.201904,0.000400088,-222.2320557,-622.0419312,1998.4823,0.000408512,-437.2871399,-336.3041382,2184.311035,0.8155945,-66.06555176,-786.0935059,1826.330444,0.874564,-27.27575684,-606.9833984,1911.838501,0.85583925,-187.9124146,-266.5214844,2211.780518,0.6994169,1,1,1,0,0,0,1,0
9317,17,-103.8887329,-877.5117798,1751.365723,0.87384236,-166.8237305,-675.770874,1829.775269,0.8325366,-334.7051392,-255.3822632,2190.010742,0.7727451,-212.8997803,-798.8776855,1807.125977,0.88291854,-337.2044373,-687.2113647,1914.39624,0.8545039,-221.4550781,-621.8238525,1994.106201,0.000677394,-220.0282593,-620.7767334,1994.472046,0.000699062,-438.156189,-336.980957,2181.108887,0.791016,-61.62365723,-781.4537354,1823.38208,0.8816449,-25.15661621,-607.6420288,1910.686279,0.8690873,-187.6130371,-261.2796631,2207.359863,0.7071366,1,1,1,0,0,0,1,0
9318,17,-103.3997803,-878.5588379,1752.351563,0.8631728,-166.1765747,-675.8791504,1830.152588,0.8336763,-335.1636963,-257.1350098,2193.251953,0.766649,-212.0269775,-798.6008911,1806.79834,0.88536423,-341.1980591,-690.0283813,1916.708252,0.8337398,-220.3452759,-619.586731,1992.841309,0.000668035,-218.9313965,-618.730835,1993.248779,0.00069035,-439.053772,-337.3879395,2184.601563,0.7894014,-61.28771973,-781.3651733,1822.691895,0.8820686,-24.19885254,-608.4086914,1909.890869,0.87409663,-188.1584473,-260.2719116,2208.319824,0.71249,1,1,1,0,0,0,1,0
9319,17,-102.5305786,-877.3822021,1750.675415,0.86061794,-166.0022583,-676.6791992,1831.164063,0.8262867,-333.9083252,-253.5498657,2191.470215,0.7728883,-211.4523926,-798.6047974,1805.382324,0.89670295,-340.9235229,-692.4610596,1918.7146,0.82560587,-220.0100708,-618.5782471,1994.304688,0.00072714,-218.6090088,-617.6392822,1994.646973,0.000750477,-436.1593628,-335.128479,2183.561035,0.7901793,-61.12103271,-780.446167,1822.680664,0.884093,-24.46569824,-606.0622559,1909.986816,0.8678023,-187.5303955,-260.1603394,2203.340576,0.72001594,1,1,1,0,0,0,1,0
9320,17,-100.8236694,-876.880127,1751.589478,0.8583372,-166.0904541,-676.4172974,1830.506836,0.8282919,-333.979187,-254.0471191,2192.87207,0.77236307,-210.5585327,-799.0095825,1806.085693,0.8962662,-339.8931274,-688.4053955,1915.699219,0.8392364,-221.7590332,-617.7214966,1991.889893,0.000660539,-220.2687988,-616.7454834,1992.408081,0.000680774,-437.3920288,-335.5224609,2184.995605,0.7882022,-60.87280273,-779.1789551,1821.201294,0.88619035,-25.45556641,-609.1553345,1909.253784,0.8584811,-186.6555176,-259.741394,2206.454834,0.71720874,1,1,1,0,0,0,1,0
9321,17,-101.5847778,-875.6835327,1749.909912,0.86565286,-165.0997314,-677.8377075,1832.612915,0.8223337,-335.2981567,-256.7977295,2195.244141,0.76759887,-210.5300903,-797.7519531,1804.375488,0.9026902,-335.348877,-687.8571777,1916.362793,0.8454799,-219.2758789,-618.343811,1992.114746,0.000616908,-217.9820557,-617.3446045,1992.592285,0.000634583,-438.7854309,-337.3590088,2186.649902,0.77782863,-60.27709961,-779.0591431,1821.13269,0.89130884,-24.12750244,-607.7432861,1910.459717,0.8709842,-188.4898071,-261.4893188,2209.797363,0.71050894,1,1,1,0,0,0,0,0
9322,17,-99.10211182,-876.5718384,1750.880737,0.8458756,-164.3920898,-678.3746338,1832.520874,0.826387,-333.0809937,-252.8918457,2193.57666,0.78180176,-208.0845337,-800.2252197,1804.338013,0.9121965,-338.6395569,-692.5882568,1918.680908,0.8202441,-216.1651611,-619.0639648,1991.543945,0.000637493,-214.9718018,-618.0164795,1992.025146,0.000657545,-436.4335022,-335.0930176,2185.017822,0.79051423,-59.91247559,-778.9660645,1821.956665,0.88684905,-22.74499512,-606.4890747,1909.800049,0.8704294,-185.9293823,-260.3995361,2207.223389,0.6936175,1,1,1,0,0,0,0,0
9323,17,-99.81604004,-876.7137451,1750.698975,0.85088146,-163.1790771,-678.918335,1831.1875,0.8322985,-334.7489014,-255.9486084,2192.265137,0.7588595,-208.5692749,-798.8875732,1805.302002,0.9067375,-338.1114502,-692.5576172,1919.464111,0.80994725,-217.9841309,-616.7573853,1991.040649,0.000582542,-216.55896,-615.7581177,1991.552734,0.000597535,-436.8246155,-336.9456787,2183.767334,0.78240496,-59.24176025,-779.8769531,1821.671875,0.88199663,-22.77105713,-607.0546265,1911.29834,0.8790594,-187.229126,-261.5728149,2206.195557,0.6866285,1,1,1,0,0,0,0,0
9324,17,-98.99456787,-874.9954834,1750.553711,0.8554305,-163.12323,-677.1627808,1830.565186,0.8282454,-335.010498,-255.8795166,2194.98291,0.7632906,-208.6900635,-796.3684082,1805.731934,0.9047755,-325.894165,-679.8822021,1912.400024,0.8742051,-220.8979797,-619.8972778,1994.445801,0.000473273,-219.5974121,-618.7070313,1994.862915,0.000487571,-436.586853,-338.085083,2186.169434,0.77518916,-59.93640137,-778.7092285,1824.555908,0.88355637,-22.23730469,-606.7068481,1911.231567,0.88172066,-186.024292,-259.4199219,2212.047852,0.7364645,1,1,1,0,0,0,0,0
9325,17,-98.56750488,-875.37146,1750.925293,0.85323256,-163.4996338,-679.3748169,1833.026855,0.82760173,-334.9578247,-257.5084229,2194.505371,0.7518602,-207.2802734,-798.2773438,1806.027344,0.915711,-328.6678467,-683.0533447,1914.866943,0.88421947,-219.6188965,-618.8453369,1993.645874,0.000478052,-218.2484131,-617.7561646,1994.029663,0.000485474,-436.9899292,-336.5462036,2184.489502,0.7764337,-59.43133545,-779.196167,1827.119385,0.8793872,-21.58044434,-607.7772217,1912.559082,0.8885342,-186.2611084,-258.8026123,2205.844727,0.7187654,1,1,1,0,0,0,0,0
9326,17,-98.5010376,-882.5152588,1754.443604,0.8482848,-160.793335,-680.1982422,1830.947144,0.80227035,-334.4224854,-256.227478,2195.867188,0.77337873,-206.3205566,-801.1732178,1808.313965,0.85378385,-340.5216675,-701.0720215,1926.895752,0.8734932,-211.8686523,-608.8087158,1989.295898,0.000568079,-210.4772949,-608.0133057,1989.716309,0.000589547,-437.5488281,-334.980957,2181.72168,0.8088369,-55.25646973,-781.715332,1823.960693,0.85727376,-22.90917969,-614.7085571,1914.696289,0.8436812,-189.1913452,-257.3812256,2208.838379,0.7374248,1,1,1,0,0,0,0,0
9327,17,-96.19696045,-883.3598022,1754.53125,0.83331406,-159.6164551,-681.4855957,1832.754761,0.82074016,-333.4662476,-254.2283325,2194.188965,0.775396,-203.463623,-802.6143799,1806.950684,0.85597855,-338.0328369,-701.3248291,1927.641846,0.87619543,-212.6314697,-610.5686035,1986.583984,0.000611951,-211.1473389,-609.7637939,1986.92688,0.000627392,-435.2745972,-332.7144775,2181.162109,0.79925513,-53.79418945,-780.8148804,1825.429932,0.8463355,-21.31286621,-608.6937256,1912.583984,0.85337704,-190.9334106,-254.7636719,2207.859619,0.7418546,1,1,1,0,0,0,0,0
9328,17,-95.09710693,-882.9020386,1756.010376,0.8283383,-158.4688721,-680.260498,1832.119751,0.82731,-333.068512,-254.2418213,2196.103516,0.7640861,-201.7305908,-803.1083984,1808.407959,0.8628216,-338.3479614,-700.9656982,1927.148804,0.87833685,-211.4924927,-609.7565308,1987.43457,0.000584436,-210.0987549,-608.9549561,1987.78125,0.00060128,-434.1072998,-332.0516968,2182.071777,0.7795669,-53.23101807,-779.9454346,1825.472778,0.84249055,-19.06280518,-611.09552,1913.533447,0.8487221,-187.5197754,-255.7376709,2207.197266,0.73358583,1,1,1,0,0,0,0,0
9329,17,-91.85565186,-880.0441895,1755.577393,0.8154065,-157.6754761,-679.5690308,1830.912109,0.8309032,-333.3595581,-255.9418335,2192.697266,0.7521599,-199.9659424,-802.1980591,1807.649414,0.85329217,-333.8986206,-696.2290039,1920.802246,0.85152435,-210.0322266,-609.5317383,1987.832764,0.000644428,-208.6254272,-608.7678833,1988.157593,0.000663817,-434.2071533,-334.329834,2181.1875,0.79987794,-51.55657959,-778.3338013,1825.216431,0.83908045,-19.78601074,-611.3989258,1914.205444,0.85124093,-189.2528076,-255.1308594,2203.500488,0.72283244,1,1,1,0,0,0,0,0
