time_stamp_m,time_stamp_s,id,trial,nose_x,nose_y,nose_z,headTop_x,headTop_y,headTop_z,neck_x,neck_y,neck_z,tailBase_x,tailBase_y,tailBase_z,lEar_x,lEar_y,lEar_z,lShoulder_x,lShoulder_y,lShoulder_z,lElbow_x,lElbow_y,lElbow_z,lWrist_x,lWrist_y,lWrist_z,lHip_x,lHip_y,lHip_z,lKnee_x,lKnee_y,lKnee_z,lAnkle_x,lAnkle_y,lAnkle_z,rEar_x,rEar_y,rEar_z,rShoulder_x,rShoulder_y,rShoulder_z,rElbow_x,rElbow_y,rElbow_z,rWrist_x,rWrist_y,rWrist_z,rHip_x,rHip_y,rHip_z,rKnee_x,rKnee_y,rKnee_z,rAnkle_x,rAnkle_y,rAnkle_z,s_1,s_2,s_3,s_4,b_1,b_2,b_3,b_4
3.051,183.06,9153,17,1083.305054,-483.5307007,2032.680054,1082.480957,-484.6387329,1986.759766,1171.513439,-470.6471349,1996.470023,1430.381226,-747.4028931,2155.495117,1109.20109,-87.54562726,1949.573507,1182.313806,54.88998413,2065.964878,1186.492734,-93.45736715,2185.451908,1178.806388,-416.5941181,2327.802536,1450.124023,-690.4665527,2161.374023,1481.899726,-448.406612,2247.154424,1360.298657,99.84133911,2316.114902,1117.622221,-150.5060873,1951.050132,1175.925781,-565.3515625,2067.822998,1190.14624,-572.2885742,2212.221191,1110.210475,-205.6856687,2214.029926,1388.882324,-762.5349121,2178.484131,1284.835449,-737.5742188,2250.742188,1281.172119,-817.5917969,2356.383789,1,1,1,0,0,0,1,0
3.051333333,183.08,9154,17,1083.616699,-483.7227173,2028.244019,1081.906738,-485.1312866,1983.139648,1171.042792,-467.4791514,1995.999375,1432.043945,-745.710144,2153.456055,1108.763362,-72.25175428,1949.135779,1182.77769,54.88998413,2066.428762,1186.025448,-76.59764393,2184.984621,1190.467896,-483.1635132,2337.980225,1450.412476,-688.7521973,2160.946045,1479.657693,-429.7613412,2244.912391,1361.560258,99.84133911,2317.376503,1116.869691,-135.1627255,1950.297602,1179.90564,-563.4615479,2072.643311,1191.250122,-569.4285889,2212.924072,1109.182047,-189.0644667,2213.001498,1388.793091,-761.1334229,2177.150879,1289.862305,-736.5294189,2252.432129,1279.742554,-818.2180786,2355.87793,1,1,1,0,0,0,1,0
3.051666667,183.1,9155,17,1080.593506,-484.4237061,2028.139404,1078.38269,-485.4481812,1982.719482,1170.575313,-464.3121092,1995.531896,1427.891846,-744.8562012,2149.403564,1108.402103,-56.96225858,1948.77452,1183.32278,54.88998413,2066.973852,1221.908447,-480.2171021,2218.307129,1187.766539,-468.345631,2335.49327,1448.565186,-688.8913574,2160.667725,1477.508886,-411.1384908,2242.763584,1362.91377,99.84133911,2318.730015,1116.193877,-119.8268891,1949.621788,1187.781738,-563.791748,2076.691162,1187.574097,-571.1053467,2216.97168,1108.236725,-172.453549,2212.056175,1387.320557,-762.4691162,2176.745117,1299.911621,-737.3417969,2260.223633,1282.377075,-817.8718262,2357.438477,1,1,1,0,0,0,1,0
3.052,183.12,9156,17,1081.64563,-485.8651733,2025.697388,1079.238281,-486.4522705,1979.639038,1170.111001,-461.146002,1995.067584,1424.266479,-742.1397705,2145.647705,1108.117292,-41.67637546,1948.489709,1183.949101,54.88998413,2067.600173,1218.257324,-481.4835205,2215.865234,1199.370605,-483.8657837,2337.538818,1446.666992,-688.1275635,2158.974365,1475.453193,-392.5371285,2240.707892,1364.359255,99.84133911,2320.1755,1115.594743,-104.4978107,1949.022654,1182.291504,-561.9807739,2069.306885,1185.716187,-568.7702637,2217.078857,1107.374457,-155.8520845,2211.193908,1384.04248,-761.5726929,2175.330322,1304.252808,-737.1776123,2263.229492,1282.972412,-817.8900757,2357.136719,1,1,1,0,0,0,1,0
3.052333333,183.14,9157,17,1084.750488,-489.9495239,2027.026123,1082.143066,-488.6009521,1979.522705,1169.649855,-457.9808235,1994.606438,1420.268066,-739.4654541,2139.827148,1107.90891,-26.39334046,1948.281327,1184.656679,54.88998413,2068.307751,1224.950317,-486.576416,2218.874756,1201.632568,-485.2849121,2335.256104,1444.569092,-686.3834839,2152.998779,1473.490508,-373.956323,2238.745206,1365.896781,99.84133911,2321.713026,1115.072253,-89.17472374,1948.500165,1187.200195,-558.8062744,2067.115234,1184.187622,-570.5805664,2214.414795,1106.595197,-139.2592426,2210.414647,1383.394775,-761.7628174,2173.165527,1298.609203,-726.1287679,2258.585284,1284.982178,-817.4294434,2358.26123,1,1,1,0,0,0,1,0
3.052666667,183.16,9158,17,1084.196899,-494.1774902,2029.068848,1080.866333,-491.1613159,1979.770264,1169.191874,-454.8165672,1994.148457,1420.06958,-738.6062012,2139.501953,1107.776943,-11.11238928,1948.14936,1185.445545,54.88998413,2069.096617,1224.557861,-481.0447388,2219.216797,1198.261572,-473.463926,2334.447972,1446.007568,-684.5524292,2155.402344,1471.620726,-355.3951445,2236.875425,1367.52642,99.84133911,2323.342665,1114.62638,-73.85686165,1948.054291,1174.93042,-559.6096191,2058.421387,1189.428711,-563.3273926,2208.632568,1105.8989,-122.6741934,2209.718351,1382.770508,-761.9819946,2171.170166,1294.97856,-708.3427955,2254.95464,1282.73584,-817.5060425,2358.383301,1,1,1,0,0,0,1,0
3.053,183.18,9159,17,1085.710815,-496.3548584,2029.328735,1081.393799,-491.8638916,1978.128906,1168.737058,-451.6532268,1993.693641,1417.684814,-737.2113037,2136.524902,1107.721381,4.167242239,1948.093798,1186.315736,54.88998413,2069.966808,1216.016479,-479.918335,2208.978271,1194.149292,-486.6727295,2326.137695,1442.934937,-684.1107178,2151.274902,1469.84375,-336.8526637,2235.098449,1369.24825,99.84133911,2325.064495,1114.257096,-58.5434583,1947.685007,1166.553467,-555.230835,2053.939941,1188.460938,-558.3347168,2202.841309,1105.285529,-106.0961072,2209.10498,1379.929443,-761.5876465,2167.612793,1291.436846,-690.5931295,2251.412926,1279.032227,-817.5270996,2356.288818,1,1,1,0,0,0,1,0
3.053333333,183.2,9160,17,1088.18457,-501.6734009,2031.775024,1083.735107,-494.2501221,1979.682129,1168.285404,-448.4907961,1993.241988,1424.046753,-738.3383789,2143.312988,1131.081543,-442.7311401,1947.740234,1187.267291,54.88998413,2070.918362,1222.232178,-482.3987427,2200.694824,1199.676636,-487.0404053,2336.552246,1449.760498,-687.4724121,2154.484619,1468.159487,-318.3279527,2233.414186,1371.062351,99.84133911,2326.878596,1162.351318,-544.3369141,1961.137207,1167.216309,-550.3793945,2053.188965,1186.398346,-550.7347694,2204.192255,1136.23291,-554.6513672,2262.714844,1385.237061,-760.4441528,2170.015381,1287.98388,-672.8788806,2247.959961,1276.706055,-816.1142578,2354.070801,1,1,1,0,0,0,1,0
3.053666667,183.22,9161,17,1090.362793,-505.9757385,2033.986572,1086.907715,-498.3609619,1980.822754,1167.836914,-445.3292687,1992.793497,1423.436279,-734.1635742,2141.386963,1129.596069,-441.3443604,1949.232178,1188.300252,54.88998413,2071.951324,1208.410156,-477.5513306,2189.109619,1187.189697,-488.1424561,2335.695557,1445.369439,-675.2302356,2151.652737,1466.567847,-299.8200844,2231.822546,1372.96881,99.84133911,2328.785056,1166.882813,-542.2907715,1959.242676,1168.305786,-551.7074585,2054.688965,1189.002808,-558.4515381,2197.619629,1132.065674,-558.7420044,2261.404297,1386.096313,-758.7814941,2167.916016,1284.619486,-655.1991614,2244.595566,1276.49585,-815.9146118,2353.989258,1,1,1,0,0,0,1,0
3.054,183.24,9162,17,1091.3302,-510.3144531,2031.226318,1087.683594,-501.8557739,1978.641113,1167.391584,-442.1686383,1992.348167,1422.469329,-733.5169235,2140.912472,1130.073608,-439.0375366,1950.998413,1189.414668,54.88998413,2073.06574,1210.461548,-478.510498,2187.878906,1188.322266,-488.2000732,2333.787598,1441.993288,-657.2451248,2148.276586,1465.068747,-281.3281324,2230.323446,1374.967718,99.84133911,2330.783963,1172.566895,-541.0440063,1958.38269,1172.661987,-554.0460815,2054.544434,1192.438477,-560.5579834,2200.141846,1128.020264,-568.9458008,2260.337891,1389.527588,-759.0306396,2168.855225,1281.34349,-637.5530862,2241.31957,1278.391357,-814.7838135,2354.780762,1,1,1,0,0,0,1,0
3.054333333,183.26,9163,17,1089.367188,-514.3045654,2028.032227,1086.518188,-504.5781555,1975.586182,1166.949416,-439.0088986,1991.905999,1421.735812,-729.9535417,2140.178955,1131.263428,-437.1566772,1954.75,1190.61059,54.88998413,2074.261662,1210.422607,-477.5439453,2190.146484,1184.799072,-487.9350586,2332.175293,1438.707063,-639.2937754,2144.99036,1463.662106,-262.8511714,2228.916805,1377.05917,99.84133911,2332.875415,1172.43335,-537.663208,1955.87146,1169.27114,-543.3290843,2052.805912,1192.826904,-553.4418945,2194.222656,1121.025635,-567.8540039,2254.14624,1391.644165,-758.1595459,2170.007324,1278.155724,-619.9397709,2238.131805,1279.833252,-814.1253052,2355.914551,1,1,1,0,0,0,1,0
3.054666667,183.28,9164,17,1087.390869,-517.9460449,2025.721069,1085.247559,-507.6820068,1974.404297,1166.510407,-435.8500432,1991.46699,1421.005858,-726.391627,2139.449001,1131.169922,-436.8595581,1954.967529,1191.888075,54.88998413,2075.539147,1218.925171,-480.2667847,2192.894775,1184.585571,-488.9470215,2331.539063,1435.510594,-621.3752883,2141.793891,1462.34785,-244.3882769,2227.602549,1379.243265,99.84133911,2335.05951,1174.69165,-536.0713501,1956.32019,1173.198242,-552.8665771,2052.455566,1190.355701,-545.4219308,2194.628307,1125.020996,-568.9946289,2254.277832,1392.370605,-756.0422974,2166.369141,1275.056025,-602.3583332,2235.032106,1279.240845,-813.9509277,2354.94043,1,1,1,0,0,0,1,0
3.055,183.3,9165,17,1088.851074,-517.539856,2025.293091,1088.198242,-506.7156372,1975.14209,1166.074557,-432.6920658,1991.03114,1423.237305,-723.6314697,2135.615234,1133.302979,-436.0870972,1957.398071,1193.247181,54.88998413,2076.898253,1221.725464,-479.9926147,2194.984131,1184.277344,-488.7435303,2331.2146,1432.403717,-603.4887658,2138.687015,1461.125909,-225.9385249,2226.380608,1381.520109,99.84133911,2337.336354,1176.300781,-535.2718506,1954.174194,1170.195557,-554.5654907,2048.765869,1187.628591,-528.4970108,2191.901197,1122.946461,-557.583253,2253.331198,1392.638184,-755.9174805,2164.766113,1272.044234,-584.8078926,2232.020314,1277.988892,-813.6643066,2353.87085,1,1,1,0,0,0,1,0
3.055333333,183.32,9166,17,1086.347412,-521.1220093,2022.920166,1086.330688,-509.0142822,1972.121582,1165.641865,-429.5349601,1990.598448,1423.237793,-722.4501343,2135.391602,1133.956299,-435.6286621,1958.129761,1194.687973,54.88998413,2078.339045,1223.361572,-484.9971924,2200.516357,1180.851318,-490.302124,2326.129883,1429.386273,-585.6333122,2135.669571,1459.996216,-207.5009923,2225.250915,1383.88981,99.84133911,2339.706056,1175.10437,-533.5889893,1953.404419,1171.223999,-555.1894531,2045.945435,1190.088989,-552.4772949,2190.970947,1120.158544,-540.7018647,2250.543282,1392.172363,-754.53479,2163.196777,1269.120194,-567.2875698,2229.096275,1280.579834,-811.5794067,2352.876465,1,1,1,0,0,0,1,0
3.055666667,183.34,9167,17,1087.220215,-521.9289551,2023.38501,1087.22229,-509.6229858,1972.65625,1165.21233,-426.3787198,1990.168913,1425.895264,-722.8808594,2139.191162,1134.252441,-436.4490967,1961.058105,1196.210518,54.88998413,2079.86159,1226.498047,-489.8303223,2206.516846,1178.056641,-489.1202393,2323.487793,1426.458107,-567.808033,2132.741404,1458.958711,-189.0747566,2224.21341,1386.352483,99.84133911,2342.168728,1176.081665,-532.4110107,1952.590088,1169.172119,-556.6607666,2047.370972,1177.824463,-547.9150391,2179.595459,1117.455035,-523.8483555,2247.839772,1391.799561,-752.7026367,2162.123047,1266.283757,-549.7964875,2226.259837,1278.967163,-810.9942627,2352.551025,1,1,1,0,0,0,1,0
3.056,183.36,9168,17,1085.512817,-522.6084595,2021.061768,1084.217041,-510.6353149,1970.740723,1164.785951,-423.2233385,1989.742534,1424.429555,-720.9457258,2137.468387,1131.072388,-436.4373779,1961.032593,1209.631348,-451.6987305,2064.011475,1228.098389,-491.9224243,2205.510742,1178.845703,-489.8153076,2323.549316,1423.619067,-550.0120354,2129.902364,1458.013338,-170.658896,2223.268036,1388.908246,99.84133911,2344.724491,1174.469482,-530.3603516,1952.567383,1168.636719,-558.730957,2042.728027,1180.516506,-539.0201166,2182.23176,1114.835793,-507.0218815,2245.22053,1392.684937,-751.7178345,2161.665771,1263.534774,-532.3337695,2223.510855,1282.498779,-810.2122803,2352.328857,1,1,1,0,0,0,1,0
3.056333333,183.38,9169,17,1085.653442,-523.4884644,2020.229004,1085.645142,-510.2785034,1969.732178,1164.362728,-420.06881,1989.319311,1423.708609,-717.3838279,2136.747441,1129.786377,-436.529541,1962.070557,1207.098633,-449.9783936,2062.679199,1229.697632,-495.4479675,2206.781738,1178.180664,-489.5443726,2324.720459,1420.869006,-532.2444283,2127.152304,1457.160043,-152.2524892,2222.414742,1391.557221,99.84133911,2347.373467,1176.800171,-528.6247559,1952.36084,1166.987793,-557.958252,2042.156738,1177.821405,-522.2063753,2179.536659,1112.300684,-490.2215999,2242.685421,1392.239258,-751.5158691,2162.021973,1260.873105,-514.8985414,2220.849186,1284.293823,-810.8433228,2352.821289,1,1,1,0,0,0,1,0
3.056666667,183.4,9170,17,1086.986328,-522.1688232,2020.974854,1087.282227,-508.4910278,1970.551025,1163.942659,-416.915128,1988.899242,1422.991225,-713.8233718,2136.030057,1129.069824,-434.7284546,1962.85376,1206.934082,-448.6452637,2064.22168,1230.0271,-494.1240845,2206.019043,1178.908203,-488.8580322,2324.70874,1418.207784,-514.5043217,2124.491082,1456.398781,-133.8546152,2221.653479,1394.299538,99.84133911,2350.115783,1179.344727,-526.925293,1955.522827,1169.011963,-554.5009766,2049.979492,1175.210373,-505.419585,2176.925627,1109.849576,-473.4466694,2240.234313,1386.99585,-751.9813232,2159.783691,1258.298613,-497.4899299,2218.274693,1283.754639,-809.8016357,2350.787354,1,1,1,0,0,0,1,0
3.057,183.42,9171,17,1087.184204,-519.6422729,2020.370728,1087.118652,-505.0333862,1969.396973,1163.525744,-413.7622861,1988.482327,1425.632935,-725.6273804,2142.928223,1130.264648,-431.8242188,1962.265381,1205.454346,-447.8279419,2063.379883,1225.934814,-491.5327148,2206.082275,1177.311279,-488.4196777,2325.335938,1415.635263,-496.7908274,2121.91856,1455.729508,-115.4643539,2220.984206,1397.135328,99.84133911,2352.951573,1176.22937,-525.1656494,1954.310547,1167.249268,-551.6814575,2049.745605,1188.37793,-559.5209351,2192.125977,1107.482343,-456.6962499,2237.86708,1385.665161,-750.8754883,2160.463867,1255.811163,-480.1070634,2215.787243,1282.744629,-810.3148193,2349.747803,1,1,1,0,0,0,1,0
3.057333333,183.44,9172,17,1086.822754,-518.1477051,2020.740112,1086.286011,-503.2764893,1969.770752,1163.111981,-410.610278,1988.068565,1425.095703,-724.5333862,2141.424072,1128.865601,-430.1692505,1963.517212,1203.914063,-446.4421387,2062.507813,1224.097656,-491.6496582,2206.518311,1176.826172,-487.4197998,2325.418945,1413.151309,-479.1030583,2119.434606,1455.152186,-97.08078536,2220.406884,1400.064728,99.84133911,2355.880973,1175.394531,-522.0441895,1954.816895,1169.63623,-550.9801025,2049.000244,1192.406128,-564.5320435,2193.891602,1105.198861,-439.9695028,2235.583598,1384.060181,-749.7872925,2159.169678,1253.410628,-462.7490713,2213.386708,1282.919434,-810.0274658,2348.908203,1,1,1,0,0,0,1,0
3.057666667,183.46,9173,17,1087.935059,-516.4770508,2022.77356,1087.043579,-501.3825073,1972.168213,1162.701371,-407.4590975,1987.657954,1426.034668,-725.8518677,2142.655518,1129.617554,-428.1028442,1963.346069,1206.214844,-445.3817749,2063.338379,1221.614014,-491.8338623,2205.672119,1178.5354,-486.7650757,2326.791016,1410.755793,-461.4401287,2117.039091,1454.666782,-78.70299001,2219.921481,1403.08788,99.84133911,2358.904125,1175.497925,-520.4813232,1955.746338,1169.938477,-549.0018921,2049.124512,1194.335083,-571.9197388,2194.66333,1102.999014,-423.2655905,2233.383751,1383.677979,-750.3508301,2159.546387,1251.096882,-445.4150847,2211.072963,1284.475464,-810.0649414,2349.855469,1,1,1,0,0,0,1,0
3.058,183.48,9174,17,1088.72583,-514.8878784,2023.615479,1087.678223,-499.8966675,1972.328125,1162.293912,-404.3087381,1987.250495,1423.469727,-723.9813232,2140.108398,1128.651611,-425.7810059,1962.765747,1204.188055,-435.9502918,2061.700063,1219.620117,-491.090271,2204.415771,1178.612305,-485.9436646,2325.844482,1408.448593,-443.8011543,2114.73189,1454.273267,-60.33004869,2219.527966,1406.204931,99.84133911,2362.021176,1177.666992,-516.7115479,1957.419678,1171.552124,-548.6569824,2047.723267,1192.868408,-572.4031982,2195.980469,1100.882686,-406.5836767,2231.267423,1382.437012,-749.0011597,2158.124023,1248.869807,-428.1042354,2208.845887,1284.511353,-810.821106,2350.509277,1,1,1,0,0,0,1,0
3.058333333,183.5,9175,17,1087.951172,-512.7437134,2024.505493,1087.077637,-497.8417358,1972.590576,1191.837158,-458.4004517,1977.792725,1422.543213,-724.0073242,2139.626953,1129.454712,-422.862793,1962.821533,1202.008303,-419.6208512,2059.520311,1215.571045,-491.1525269,2203.669678,1177.260742,-484.9716797,2324.416504,1406.229587,-426.1852518,2112.512884,1453.971617,-41.96104253,2219.226315,1409.416032,99.84133911,2365.232277,1177.244995,-513.578064,1957.904541,1170.835571,-547.732666,2046.987549,1187.847412,-570.2440186,2194.616699,1098.849767,-389.9229261,2229.234505,1378.798584,-747.1097412,2155.657471,1272.369141,-729.206604,2247.745361,1289.15979,-810.0244751,2352.156494,1,1,1,0,0,0,1,0
3.058666667,183.52,9176,17,1087.086182,-511.9512329,2024.670654,1086.368164,-496.7327881,1972.862793,1191.93042,-457.0016479,1978.809448,1423.169434,-722.2492676,2139.985107,1129.493286,-421.6672974,1963.829102,1211.115112,-438.3051147,2062.756348,1216.466797,-489.4486694,2203.126221,1177.20874,-484.2433472,2322.764893,1404.098661,-408.5915395,2110.381958,1453.761812,-23.59505287,2219.01651,1412.721338,99.84133911,2368.537583,1175.446984,-505.7841673,1955.743197,1170.177734,-547.8189087,2045.927002,1187.914807,-559.9707366,2192.982825,1096.900153,-373.2825048,2227.28489,1378.971313,-745.645752,2155.401611,1268.740601,-729.7903442,2247.061279,1289.314453,-810.5810547,2352.306885,1,1,1,0,0,0,1,0
3.059,183.54,9177,17,1085.112183,-510.6046448,2024.752197,1084.005371,-495.3880615,1973.858398,1191.687744,-453.7787476,1977.681274,1422.741054,-720.7947112,2139.58862,1132.288208,-417.9884033,1964.5896,1210.616211,-436.0875854,2063.253662,1211.936279,-487.0441284,2201.073975,1177.124023,-484.5539551,2322.286865,1402.055703,-391.0191364,2108.339001,1453.643836,-5.23116126,2218.898535,1416.121011,99.84133911,2371.937256,1175.001587,-508.1555176,1957.986084,1168.260132,-543.4783936,2046.928345,1192.48291,-570.8833008,2191.914307,1095.03374,-356.6615796,2225.418477,1378.703857,-743.9055176,2154.900391,1265.540894,-730.2074585,2245.559082,1289.483032,-810.9747925,2352.163818,1,1,1,0,0,0,1,0
3.059333333,183.56,9178,17,1083.208496,-508.0140686,2024.670898,1081.836182,-493.5135498,1974.495117,1190.502075,-451.7991943,1977.244385,1422.02026,-717.2323815,2138.867825,1131.894897,-415.7530518,1963.751709,1209.102051,-433.1193237,2060.836426,1213.557983,-485.588623,2200.767578,1176.51709,-485.0901489,2322.062744,1400.100607,-373.4671629,2106.383905,1453.61768,13.1315506,2218.872379,1419.615215,99.84133911,2375.43146,1174.77002,-507.8243408,1957.746338,1166.126465,-540.7404785,2046.695068,1189.541679,-558.4787948,2190.530963,1093.250432,-340.0593185,2223.63517,1374.148193,-742.319519,2153.706543,1259.160156,-730.8187256,2243.256836,1287.431519,-811.2038574,2351.013428,1,1,1,0,0,0,1,0
3.059666667,183.58,9179,17,1079.212891,-504.7617798,2025.548096,1078.463013,-490.9130859,1975.525146,1190.681108,-451.1900329,1977.270235,1421.303027,-713.6714934,2138.150593,1130.430664,-413.3679199,1962.589355,1207.62439,-429.8845215,2062.896973,1209.907471,-485.9210205,2202.578125,1176.898804,-483.8916016,2321.874023,1398.233271,-355.9347403,2104.516569,1453.683338,31.49400089,2218.938037,1421.529053,99.84133911,2379.020366,1172.690308,-504.6585083,1958.177734,1164.381714,-538.4290771,2047.71106,1186.749285,-541.5784316,2187.738569,1091.550136,-323.4748905,2221.934873,1372.74939,-740.0231934,2151.806641,1256.03418,-730.8223877,2241.776855,1287.836548,-810.0938721,2351.206055,1,1,1,0,0,0,1,0
3.06,183.6,9180,17,1078.353027,-501.0803833,2026.105225,1078.579834,-487.5986328,1975.365479,1190.229918,-448.0220816,1976.819045,1420.589356,-710.1120398,2137.436922,1130.3573,-411.4634399,1962.87207,1207.201904,-427.3863525,2065.493164,1208.104858,-487.1462402,2203.836914,1178.405029,-483.8221436,2320.070801,1396.453598,-338.4209911,2102.736895,1453.840808,49.85710777,2219.095507,1421.529053,99.84133911,2382.704147,1172.333618,-501.9269409,1957.609985,1160.956787,-538.5721436,2044.307007,1184.041393,-524.7059924,2185.030677,1089.932761,-306.9074654,2220.317499,1371.707275,-739.2433472,2151.000244,1251.165771,-730.2019043,2239.559814,1287.373901,-810.1394653,2352.136963,1,1,1,0,0,0,1,0
3.060333333,183.62,9181,17,1076.502686,-497.4969482,2027.128296,1076.456787,-484.342041,1976.85437,1189.781896,-444.8550326,1976.371022,1419.879244,-706.5540135,2136.72681,1127.156738,-409.9221191,1963.895874,1206.007324,-423.6829224,2070.030273,1215.241211,-485.0443726,2206.258789,1176.225358,-473.160253,2319.239859,1394.761493,-320.9250386,2101.04479,1454.090094,68.22178934,2219.344792,1421.529053,99.84133911,2386.482985,1172.100098,-499.3287964,1959.112427,1158.692261,-536.2017212,2045.24292,1181.571899,-559.0418701,2193.56958,1088.398224,-290.3562141,2218.782961,1371.469971,-737.2900391,2149.151855,1249.664551,-729.5462036,2238.473145,1286.183594,-811.1665649,2352.050781,1,1,1,0,0,0,1,0
3.060666667,183.64,9182,17,1077.356445,-495.7085571,2027.569458,1075.891479,-482.9625854,1976.966797,1189.33704,-441.6888797,1975.926167,1419.17269,-702.9974075,2136.020256,1125.344727,-407.3989258,1966.752441,1205.72876,-421.906189,2074.31665,1211.397106,-475.1102702,2203.485052,1173.859557,-455.682927,2316.874058,1393.156868,-303.4460072,2099.440165,1454.431203,80.89263916,2219.685901,1421.529053,99.84133911,2390.357062,1171.483032,-495.7962646,1960.321411,1157.06897,-533.5803833,2048.301758,1185.952637,-557.7396851,2191.201172,1086.946443,-273.8203082,2217.33118,1370.683472,-735.6878662,2150.281006,1247.756348,-728.8900146,2236.366211,1283.766846,-811.4103394,2351.411621,1,1,1,0,0,0,1,0
3.061,183.66,9183,17,1079.263184,-494.1535034,2030.601196,1078.460571,-481.0916748,1979.727051,1188.895352,-438.5236165,1975.484479,1418.469692,-699.4422145,2135.317258,1128.911865,-404.6480713,1972.763916,1203.257568,-420.6848755,2075.17627,1209.021555,-458.0358594,2201.1095,1181.766113,-484.4329834,2319.225098,1391.639638,-285.9830221,2097.922935,1454.864148,80.89263916,2220.118846,1421.529053,99.84133911,2394.326568,1172.920532,-494.869873,1963.615479,1155.359863,-529.2999268,2049.997803,1188.470093,-554.6341553,2191.218262,1085.577341,-257.2989201,2215.962079,1373.152832,-733.8076172,2151.547607,1245.530151,-725.814209,2235.202881,1281.653564,-811.4741821,2351.21167,1,1,1,0,0,0,1,0
3.061333333,183.68,9184,17,1078.072266,-491.4920044,2031.14502,1076.969116,-478.6726685,1980.31189,1188.456828,-435.3592367,1975.045955,1417.77025,-695.8884276,2134.617816,1123.535156,-404.4573975,1972.85144,1200.499634,-418.7800293,2075.199951,1206.731376,-440.9852041,2198.819321,1178.843033,-470.5767554,2317.505023,1390.209722,-268.5352092,2096.49302,1455.388945,80.89263916,2220.643644,1421.529053,99.84133911,2398.391696,1171.994019,-492.8088989,1963.279907,1151.770386,-526.9536743,2052.642822,1190.810669,-550.9903564,2195.029297,1084.290847,-240.791223,2214.675584,1369.987305,-732.0928955,2149.703369,1238.302124,-723.3787231,2234.496338,1279.875244,-811.9919434,2351.391846,1,1,1,0,0,0,1,0
3.061666667,183.7,9185,17,1077.018799,-488.0986328,2031.602051,1075.486572,-475.0805664,1981.508057,1188.021469,-432.1957339,1974.610596,1417.074362,-692.3360395,2133.921928,1122.112549,-398.9243164,1977.095093,1199.484619,-418.2416992,2077.733154,1204.52645,-423.9574506,2196.614395,1176.490149,-453.0950151,2315.152139,1388.867046,-251.1016955,2095.150344,1456.005618,80.89263916,2221.260316,1421.529053,99.84133911,2402.552645,1168.09668,-491.1005859,1964.866577,1152.892578,-523.6716309,2056.895508,1189.846436,-553.7470093,2197.666748,1083.086891,-224.2963908,2213.471628,1370.26709,-730.8424072,2149.199707,1235.14563,-722.3410034,2234.597412,1276.599365,-813.2434692,2350.700684,1,1,1,0,0,0,1,0
3.062,183.72,9186,17,1075.281372,-484.9435425,2033.606445,1072.890991,-472.2626343,1983.79126,1187.589273,-429.0331018,1974.1784,1416.382025,-688.7850432,2133.229591,1113.822998,-395.7643433,1978.278931,1195.84314,-416.1796875,2080.218994,1202.406662,-406.9517464,2194.494608,1203.657959,-478.5098267,2330.249023,1387.611538,-233.6816085,2093.894836,1456.714191,80.89263916,2221.968889,1421.529053,99.84133911,2406.809619,1166.584473,-487.8747559,1969.127197,1145.005249,-518.7336426,2059.903809,1187.829102,-549.8925781,2202.59375,1081.965409,-207.8135982,2212.350146,1371.115234,-729.6149902,2150.266846,1232.317871,-716.9168091,2228.818604,1278.953125,-812.1584473,2350.400635,1,1,1,0,0,0,1,0
3.062333333,183.74,9187,17,1073.437012,-482.1327515,2035.572998,1071.808228,-470.4984131,1985.452271,1187.16024,-425.8713342,1973.749367,1415.69324,-685.2354316,2132.540806,1113.140137,-391.0869141,1977.770996,1193.932495,-413.0578003,2079.62915,1200.371904,-389.9672401,2192.459849,1190.601929,-472.680542,2331.840332,1386.44313,-216.2740767,2092.726427,1457.514696,80.89263916,2222.769394,1421.529053,99.84133911,2411.162824,1166.223633,-487.8686523,1971.842651,1145.610962,-510.3047485,2078.57373,1186.721436,-549.2818604,2209.165039,1146.234253,-541.7193604,2277.051025,1364.427612,-728.2893677,2148.824219,1230.80481,-714.3486938,2229.830322,1275.296143,-813.0839233,2349.695068,1,1,1,0,0,0,1,0
3.062666667,183.76,9188,17,1072.391113,-474.6622925,2041.538208,1072.059692,-463.8840332,1989.751465,1186.734369,-422.7104246,1973.323496,1415.008005,-681.6871976,2131.855571,1117.521362,-387.1958008,1977.971924,1193.967979,-404.5040407,2077.959252,1198.422067,-373.0030813,2190.510013,1183.567871,-470.2716675,2334.446289,1385.36176,-198.8782289,2091.645057,1458.407167,80.89263916,2223.661866,1421.529053,99.84133911,2415.612475,1165.253662,-485.9854126,1975.698242,1144.52771,-512.1008911,2078.04541,1179.387451,-543.2980957,2211.744629,1135.267822,-541.8093872,2276.236572,1368.081299,-725.5421143,2148.952148,1231.380127,-711.8171387,2228.793213,1274.386353,-813.2169189,2348.849609,1,1,1,0,0,0,1,0
