time_stamp_m,time_stamp_s,id,trial,H_headTop_x,H_headTop_y,H_headTop_z,H_neck_x,H_neck_y,H_neck_z,H_tailBase_x,H_tailBase_y,H_tailBase_z,H_lEar_x,H_lEar_y,H_lEar_z,H_lShoulder_x,H_lShoulder_y,H_lShoulder_z,H_lElbow_x,H_lElbow_y,H_lElbow_z,H_lWrist_x,H_lWrist_y,H_lWrist_z,H_lHip_x,H_lHip_y,H_lHip_z,H_rEar_x,H_rEar_y,H_rEar_z,H_rShoulder_x,H_rShoulder_y,H_rShoulder_z,H_rHip_x,H_rHip_y,H_rHip_z,s_1,s_2,s_3,s_4,b_1,b_2,b_3,b_4
9.274666667,556.48,27824,2,-113.0056152,-536.6358643,1693.604736,-199.28479,-381.6416626,1828.479248,-348.1461792,-102.0787354,2277.854248,-229.821106,-490.3373718,1742.200195,-362.1219177,-410.8317261,1900.860107,-259.4815674,-417.257782,1988.025269,-258.0638428,-416.1992493,1987.864502,-453.8179016,-164.0471191,2260.382324,-80.10913086,-447.498291,1772.883301,-57.94714355,-334.2723389,1902.220581,-208.5236816,-116.7506714,2292.016113,1,1,1,1,0,0,0,0
9.275,556.5,27825,2,-108.524292,-548.0229492,1697.303955,-199.2403564,-388.7264404,1831.07959,-352.6783142,-105.0906982,2276.091309,-228.7006836,-498.4242249,1745.175781,-359.4632874,-417.688446,1903.97998,-260.147522,-426.6307983,1989.216064,-258.7250366,-425.8765564,1989.094238,-459.3075867,-175.288147,2264.806885,-81.05578613,-455.312561,1775.336914,-52.01513672,-343.8025513,1899.552124,-211.4870605,-118.3391113,2286.683105,1,1,1,1,0,0,0,0
9.275333333,556.52,27826,2,-104.3210449,-555.7280273,1698.949219,-192.6643677,-398.9606323,1830.72998,-345.5358276,-113.178833,2290.191406,-226.4794922,-506.3955688,1745.939331,-359.1101379,-415.1586914,1902.021729,-249.4041138,-434.031311,1992.942383,-248.1590271,-433.1037903,1992.905518,-453.3492432,-181.3952637,2266.500977,-76.7722168,-464.9613647,1778.473999,-52.08105469,-345.180542,1905.140381,-200.9937744,-128.1677246,2295.067871,1,1,1,1,0,0,0,0
9.275666667,556.54,27827,2,-104.6242676,-564.2401123,1699.92627,-193.1820068,-402.8953857,1831.196045,-348.6149902,-113.4289551,2285.791992,-226.8917847,-513.3477783,1747.923584,-358.4440918,-422.1429443,1905.302612,-249.4268799,-437.7441406,1997.358276,-248.0081177,-436.7901001,1997.141846,-457.6260986,-185.0931396,2268.126465,-78.39624023,-470.0412903,1778.772705,-48.23608398,-353.2494507,1906.363281,-204.9771118,-125.7677612,2292.662598,1,1,1,1,0,0,0,0
9.276,556.56,27828,2,-106.4541016,-569.2979126,1701.618774,-192.2678833,-409.1965332,1830.541626,-354.6090088,-117.9168701,2283.31543,-226.2258911,-519.3917236,1751.933716,-353.4431152,-425.5128784,1905.239258,-245.3875732,-446.37854,1994.913208,-244.1786499,-445.4293518,1994.771484,-460.7221069,-192.0148315,2266.62915,-77.1685791,-478.6531982,1781.566162,-45.84631348,-363.5731201,1905.329956,-210.1646118,-125.4067383,2291.743164,1,1,1,1,0,0,0,0
9.276333333,556.58,27829,2,-106.7817993,-578.4463501,1703.513916,-192.1118164,-417.2363281,1833.401733,-355.6633911,-118.7678833,2281.111328,-226.5168457,-526.699585,1753.378418,-350.7453003,-429.5134277,1904.183472,-245.8574219,-450.8689575,1994.361084,-244.6184692,-449.8902283,1994.224609,-462.4172058,-193.7401123,2265.34668,-77.51776123,-486.1516724,1782.547119,-38.58905029,-379.1610718,1912.330566,-212.0835571,-126.3671265,2290.131348,1,1,1,1,0,0,0,0
9.276666667,556.6,27830,2,-107.1689453,-589.4749146,1709.69812,-189.9162598,-427.6217957,1837.376709,-353.2418823,-118.5248413,2281.085938,-227.1262817,-535.8570557,1756.637207,-349.5606384,-444.7956543,1907.310669,-249.0917664,-452.9102173,1997.417603,-247.6867065,-451.9422302,1997.220093,-460.8478699,-192.3292236,2264.974121,-77.97351074,-501.7932129,1787.281372,-37.67736816,-388.84729,1910.585083,-210.1028442,-127.5991211,2285.550781,1,1,1,1,0,0,0,0
9.277,556.62,27831,2,-107.1309204,-596.3193359,1712.309448,-187.9873657,-436.2661743,1839.108398,-356.0770874,-123.432251,2281.263184,-225.3647461,-544.8344727,1757.254517,-347.7796631,-445.1470947,1907.991577,-249.8908386,-466.5107117,1999.744629,-248.4605713,-465.3834229,1999.6521,-461.5232849,-197.8197021,2265.996826,-75.84338379,-509.7336731,1789.673828,-36.16473389,-397.4893188,1912.623535,-215.0424194,-128.052124,2282.541504,1,1,1,1,0,0,0,0
9.277333333,556.64,27832,2,-111.4700928,-607.0493774,1713.351807,-185.7044678,-446.085083,1841.195923,-360.7978516,-123.2485352,2260.807617,-225.8063965,-554.4620972,1761.808838,-349.5939331,-471.8600464,1913.623169,-246.1827393,-476.6331787,1998.205811,-245.1905518,-475.9777222,1998.717773,-461.7340698,-203.1351929,2250.973877,-75.82849121,-520.2461548,1788.812744,-36.76794434,-406.2892456,1918.116943,-221.1172485,-127.5777588,2273.722656,1,1,1,1,0,0,1,0
9.277666667,556.66,27833,2,-109.1578369,-618.2424316,1719.071289,-184.0986328,-452.1578674,1842.626221,-357.8270874,-127.1430664,2263.397461,-224.7529907,-561.4783325,1761.001465,-344.2236938,-481.1876221,1916.657593,-245.4294434,-474.0300293,1999.764282,-244.3900757,-473.2971802,2000.009033,-460.0975342,-205.0567017,2248.715088,-74.37841797,-528.9654541,1792.316895,-34.32678223,-412.8411255,1919.162964,-218.6783447,-128.9976807,2280.614502,1,1,1,1,0,0,1,0
9.278,556.68,27834,2,-111.2108154,-632.4925537,1721.2854,-185.4217529,-456.3516846,1843.413818,-355.9842529,-126.0914307,2260.95166,-225.6289673,-568.1677246,1763.937134,-342.5435791,-490.4580078,1919.849365,-243.6138,-477.8119507,1999.00769,-242.3909912,-477.0303955,1999.060791,-459.1185913,-206.1584473,2247.602295,-73.65496826,-540.8012695,1797.592041,-34.84979248,-422.6542969,1919.210327,-217.0176392,-126.729248,2272.852783,1,1,1,1,0,0,1,0
9.278333333,556.7,27835,2,-110.4077148,-641.0302124,1726.250732,-184.7727051,-462.2831421,1844.498291,-358.5888062,-130.3535156,2257.787109,-223.9932251,-577.9234009,1764.758667,-338.1876831,-486.3140564,1919.387451,-242.6938477,-483.4354553,2001.281128,-241.7424622,-482.8226013,2001.396973,-458.9165039,-211.2974854,2242.348633,-72.73693848,-545.9992676,1799.691895,-33.57397461,-428.2833252,1918.792847,-216.222229,-134.416748,2272.834717,1,1,1,1,0,0,1,0
9.278666667,556.72,27836,2,-107.1925049,-649.8070068,1727.724609,-183.7762451,-465.8857117,1845.234985,-357.9243774,-131.1116943,2256.656738,-223.8014526,-583.6981201,1766.87793,-336.9425659,-492.5491333,1921.045654,-241.7067261,-487.0622559,1999.609009,-240.4828796,-486.4001465,1999.791992,-459.4422607,-212.8288574,2239.261719,-69.07769775,-555.269165,1802.097778,-33.85168457,-436.0986328,1919.633057,-214.2491455,-134.8443604,2270.567383,1,1,1,0,0,0,1,0
9.279,556.74,27837,2,-107.7506714,-654.5654907,1727.045898,-184.0970459,-470.5880737,1844.752441,-357.2294312,-134.4212646,2247.716309,-222.8278198,-589.5161133,1768.820557,-337.621521,-501.9858398,1920.176025,-244.3439941,-486.4196167,2000.244263,-243.0840454,-486.1099854,2000.565674,-457.7403259,-216.0058594,2232.830078,-68.76989746,-561.7432861,1801.615479,-33.5222168,-441.7772827,1919.275146,-215.1652222,-135.3883667,2265.521484,1,1,1,0,0,0,1,0
9.279333333,556.76,27838,2,-107.5671997,-664.3654785,1731.236816,-182.1976318,-481.1485291,1844.570435,-356.9682007,-139.5463867,2240.115723,-224.6553955,-598.4440918,1770.687378,-338.9419556,-513.6054077,1918.911377,-240.625061,-499.6386108,2007.376709,-239.5791626,-499.0428467,2007.466919,-458.5736084,-219.7299805,2230.668945,-70.97711182,-563.9199829,1798.992188,-36.87121582,-446.4805908,1917.490967,-211.4854126,-140.4584961,2263.146973,1,1,1,0,0,0,1,0
9.279666667,556.78,27839,2,-106.6000366,-669.3808594,1731.844849,-183.7996826,-482.9432068,1843.710815,-356.7320557,-139.7358398,2241.09375,-223.6732788,-602.465332,1771.234863,-337.2808838,-509.4191284,1916.229736,-247.8571472,-497.3724976,1997.86084,-246.2333374,-496.8893433,1998.294189,-457.9786987,-221.5650635,2230.469482,-69.10247803,-572.3980713,1801.191284,-35.01904297,-452.9180298,1915.681396,-209.2584839,-139.1716309,2257.073242,1,1,1,0,0,0,1,0
9.28,556.8,27840,2,-105.2331543,-672.9949341,1733.89624,-183.5792847,-485.7575378,1843.074829,-360.1793213,-140.5718994,2244.945801,-220.1035156,-612.1947021,1776.591919,-339.2153625,-513.8805542,1910.884155,-250.5421143,-496.4448547,1998.191162,-249.144104,-495.9127502,1998.643066,-460.2964172,-223.4489746,2231.51123,-68.9710083,-576.0014648,1801.155029,-35.80072021,-452.6302795,1915.032593,-219.2133789,-143.9259033,2256.931396,1,1,1,0,0,0,1,0
9.280333333,556.82,27841,2,-104.5175171,-678.1755981,1733.77832,-180.0283813,-493.5913391,1843.241211,-360.5861511,-142.7000122,2237.075928,-219.8587646,-612.6568604,1776.518555,-336.5578003,-523.3452148,1913.06958,-251.8866882,-498.432251,1999.471069,-250.2791138,-497.8671875,1999.74646,-459.1798096,-226.5279541,2227.278564,-69.00134277,-581.3950195,1799.557983,-35.82531738,-457.7471619,1913.918579,-219.9562988,-143.3614502,2252.230957,1,1,1,0,0,0,1,0
9.280666667,556.84,27842,2,-105.1404419,-683.7112427,1733.002563,-177.9483643,-497.1600342,1840.638672,-360.4345093,-148.4467773,2234.227051,-220.0425415,-618.2877197,1773.82605,-332.7693481,-522.118103,1909.606201,-246.8137207,-499.5048523,1995.956909,-245.4841919,-498.8251343,1996.094482,-457.70578,-227.7038574,2224.098877,-67.07806396,-584.0568848,1798.960449,-35.49511719,-462.4162598,1913.804688,-219.6233521,-148.3670654,2244.044434,1,1,1,0,0,0,1,0
9.281,556.86,27843,2,-105.1962891,-691.1477051,1731.77771,-176.9581909,-504.9877319,1843.431641,-359.8861389,-151.8433838,2236.202637,-220.3817139,-624.723877,1773.919189,-335.4443054,-529.616333,1908.992676,-248.507019,-507.0220337,1999.126709,-247.1119995,-506.3135986,1999.213379,-460.8275146,-231.7954102,2227.371094,-66.19091797,-590.7974243,1798.000488,-35.24707031,-467.4728394,1914.905273,-216.1164551,-151.6871338,2247.717041,1,1,1,0,0,0,1,0
9.281333333,556.88,27844,2,-104.041748,-694.305603,1729.161133,-176.9436646,-509.9273987,1842.377197,-364.182373,-154.3811035,2232.113525,-219.6256714,-628.2218018,1773.711548,-334.9411316,-536.8400879,1910.187256,-246.3491821,-505.6522217,1998.204102,-245.1190796,-504.9579163,1998.165649,-462.2583618,-235.0021362,2223.366211,-65.14477539,-596.6171875,1797.905151,-35.58312988,-472.6520996,1917.351074,-220.4777222,-155.1584473,2243.887207,1,1,1,0,0,0,1,0
9.281666667,556.9,27845,2,-105.0301514,-706.8049927,1729.755859,-177.0884399,-517.2468872,1842.356567,-359.2505493,-152.809021,2222.962891,-218.2490845,-635.4602051,1778.432617,-337.6396179,-544.6436768,1911.124512,-244.4408569,-510.3175964,2000.210083,-243.4754639,-510.1194763,2000.492554,-458.3430176,-232.4541626,2214.274902,-67.23675537,-604.3722534,1799.250244,-35.79406738,-475.8443298,1916.893066,-218.8207397,-157.817627,2249.09082,1,1,1,0,0,0,1,0
9.282,556.92,27846,2,-104.425293,-711.7424316,1732.537109,-177.6156006,-518.4537354,1840.72998,-354.5332031,-150.6694336,2216.33252,-219.5855103,-637.6818848,1774.257324,-335.6367188,-558.7268066,1916.488037,-243.7328186,-521.5244751,1998.080444,-242.5210571,-521.1134033,1999.132568,-454.9085693,-233.1951904,2208.689941,-66.07019043,-606.3840942,1798.076782,-33.39550781,-482.3175659,1916.785889,-211.9558105,-160.1777344,2239.106689,1,1,1,0,0,0,1,0
9.282333333,556.94,27847,2,-101.7211914,-721.0187988,1733.144775,-178.1612549,-523.6560059,1839.283203,-355.6800537,-155.3998413,2213.416016,-219.2005005,-643.1060791,1775.395996,-334.0802002,-564.1968994,1915.834717,-242.6479187,-522.0080566,1999.406982,-241.5835571,-521.6801758,2000.382568,-457.7861633,-237.668335,2208.536133,-65.06213379,-613.6832275,1798.981079,-34.28320313,-486.6428223,1916.091553,-216.2145996,-160.9195557,2222.195557,1,1,1,0,0,0,1,0
9.282666667,556.96,27848,2,-97.07843018,-728.3204346,1737.032471,-176.3381348,-527.5164795,1836.659668,-357.7796631,-158.8736572,2207.184082,-215.0578003,-656.2216187,1781.639648,-332.2488403,-565.8549194,1902.351074,-247.3849792,-522.1608887,1993.043213,-245.9743652,-522.0129395,1993.440918,-457.8713379,-240.8257446,2203.589844,-65.51104736,-618.5773315,1804.240967,-35.72399902,-489.8287354,1913.44873,-216.8797607,-162.2282104,2213.429443,1,1,1,0,0,0,1,0
9.283,556.98,27849,2,-95.96069336,-737.2047119,1736.862915,-177.9832764,-532.9390869,1838.180054,-358.3340454,-162.1504517,2205.450195,-212.8520508,-666.3978882,1782.086548,-331.5979004,-570.1702271,1903.094482,-242.2472534,-519.2689209,1988.863525,-240.8876648,-519.0632324,1989.322021,-458.5176392,-243.7879028,2203.156006,-67.55853271,-626.1292725,1808.376953,-36.00421143,-495.9353333,1915.178345,-215.8401489,-163.302124,2213.935303,1,1,1,0,0,0,1,0
9.283333333,557,27850,2,-95.06231689,-743.5455933,1738.538574,-177.460022,-542.7030029,1837.74292,-357.1846924,-162.1173096,2195.121094,-213.3179932,-673.4362793,1782.082886,-335.9346008,-578.9602051,1903.789551,-241.1694641,-517.1854858,1988.994629,-239.834259,-517.1260986,1989.73584,-458.7326355,-244.5737305,2197.97998,-69.29211426,-633.5973511,1813.741211,-35.43121338,-498.1672058,1915.324463,-216.6165771,-165.0682373,2199.802246,1,1,1,0,0,0,1,0
9.283666667,557.02,27851,2,-94.449646,-750.475647,1740.530762,-179.1098633,-553.4146118,1837.53833,-353.3430786,-162.2058105,2184.002686,-213.928833,-678.602417,1781.873901,-341.3745728,-587.6664429,1905.73999,-242.5830383,-518.8809204,1987.282837,-241.039978,-518.7486572,1988.029053,-458.9351807,-245.8126831,2191.915527,-70.32965088,-639.4107666,1814.648682,-36.46112061,-503.1879272,1916.412231,-213.5396729,-168.0388184,2190.705566,1,1,1,0,0,0,1,0
9.284,557.04,27852,2,-95.09375,-753.9050293,1742.543579,-178.4481812,-557.6451416,1836.921753,-353.5670776,-166.5631104,2184.532715,-212.7297974,-683.1309814,1782.160889,-343.1923523,-591.5192871,1908.184937,-237.9755554,-521.6988525,1983.529541,-236.610321,-521.5736084,1984.013672,-460.5604248,-249.7165527,2189.27417,-70.58166504,-644.3511353,1816.935059,-39.1887207,-509.3115845,1916.097778,-215.2699585,-171.9294434,2191.838379,1,1,1,0,0,0,1,0
9.284333333,557.06,27853,2,-94.96594238,-758.4459229,1744.029541,-175.7226563,-562.4165039,1838.293945,-357.2863464,-172.8101807,2189.154785,-210.1340332,-687.15625,1781.308838,-344.6951294,-589.4451904,1906.463623,-235.0410156,-522.0812378,1985.624268,-233.7243042,-521.7252197,1986.042725,-462.9718323,-253.1651611,2193.564697,-68.20141602,-648.6365967,1817.639893,-39.97473145,-512.0412598,1915.485107,-220.1848755,-176.4561157,2194.660156,1,1,1,0,0,0,1,0
9.284666667,557.08,27854,2,-97.6763916,-764.7182007,1741.889648,-172.045166,-563.8427124,1835.512939,-357.2056274,-171.5355225,2186.198242,-207.7832031,-691.8013916,1790.119141,-340.1120911,-586.9781494,1904.058105,-250.6793213,-533.7281494,1975.007813,-249.5612183,-533.0961304,1976.263916,-457.6481934,-248.6599121,2182.935303,-58.6762085,-652.7980347,1806.57373,-39.01940918,-508.4129639,1911.370361,-226.4555054,-177.2803955,2200.883789,1,1,1,0,0,0,1,0
9.285,557.1,27855,2,-97.93139648,-771.810791,1744.260132,-175.7331543,-568.4332275,1834.591309,-353.2838745,-171.8789063,2179.834229,-207.939209,-698.2485352,1791.116699,-340.3486938,-595.6593018,1903.765625,-251.5062256,-542.6958008,1984.412964,-250.329834,-542.2445068,1985.403687,-454.8327332,-249.762085,2178.31543,-59.96362305,-658.1425781,1807.586914,-39.28344727,-511.9679565,1910.606567,-221.5726318,-181.0379639,2194.911377,1,1,1,0,0,0,1,0
9.285333333,557.12,27856,2,-94.8503418,-770.9456787,1740.840698,-174.659729,-566.7915039,1833.073853,-354.6021729,-175.6077881,2182.842041,-206.333252,-697.9619141,1792.132568,-339.7764282,-591.6721802,1900.588257,-246.9127197,-542.3299561,1967.906494,-246.0038452,-541.9104004,1969.329834,-454.6213989,-253.3416138,2177.49585,-57.35998535,-660.8217163,1809.956909,-42.43939209,-515.4622803,1909.970947,-223.3126221,-180.9022217,2199.463623,1,1,1,0,0,0,1,0
9.285666667,557.14,27857,2,-91.40032959,-774.9580078,1742.492188,-176.3959961,-568.8250732,1835.837891,-355.3109131,-176.2508545,2180.105713,-205.9349976,-698.6358643,1792.963745,-342.6478577,-600.2709961,1904.420044,-253.4156494,-549.3612061,1977.843506,-252.4775391,-548.7131348,1979.097046,-455.03302,-253.6512451,2175.44751,-56.50463867,-665.3060303,1808.802734,-38.40136719,-516.0063477,1910.379272,-219.0686646,-184.4702148,2199.927246,1,1,1,0,0,0,1,0
9.286,557.16,27858,2,-91.75219727,-778.2220459,1743.323364,-174.545105,-571.7155151,1835.206055,-355.0307617,-178.2365723,2176.159668,-206.1665039,-701.0273438,1792.528809,-341.6894531,-603.1707153,1903.451904,-252.5802002,-547.951416,1975.643311,-251.6789551,-547.1625977,1976.795044,-454.1585693,-256.5875244,2170.68457,-56.45141602,-667.510376,1808.664795,-39.9230957,-519.9337158,1911.150269,-220.9150391,-185.1702271,2194.799805,1,1,1,0,0,0,1,0
9.286333333,557.18,27859,2,-92.8727417,-787.5736694,1750.76416,-172.7384644,-581.1208496,1838.24939,-347.4573669,-177.395874,2175.416992,-206.7138672,-716.4385986,1797.094116,-331.092865,-603.5892944,1906.326904,-245.5827637,-552.9821777,1969.868896,-244.8128662,-552.2098999,1971.137939,-451.3764038,-255.7387695,2168.851318,-60.61004639,-673.824585,1817.11084,-39.10479736,-529.0467529,1913.880981,-210.8343506,-187.9844971,2189.569824,1,1,1,0,0,0,1,0
9.286666667,557.2,27860,2,-92.86328125,-789.0755615,1750.484375,-169.6481323,-582.5396118,1837.555298,-347.0961304,-179.6560669,2175.514893,-206.6213379,-715.7416992,1795.437256,-332.5496826,-603.2965088,1902.36377,-245.9469604,-553.7526245,1969.121338,-245.0502319,-553.0792236,1970.280396,-453.0591431,-261.2703857,2171.251953,-59.10101318,-675.2549438,1816.695068,-40.16662598,-530.3598022,1913.192383,-209.1671753,-191.1129761,2188.46875,1,1,1,0,0,0,1,0
9.287,557.22,27861,2,-91.37683105,-790.227478,1751.204712,-169.5337524,-582.460083,1834.932373,-345.4326172,-179.5240479,2171.19873,-205.2613525,-715.904541,1795.587524,-332.9987793,-606.4567261,1900.32959,-246.0320435,-554.6956787,1969.229736,-244.9700928,-554.2012329,1970.225586,-450.9962769,-260.3818359,2168.527344,-58.61016846,-678.4216919,1819.766235,-39.88787842,-531.902771,1914.063477,-207.8277588,-191.855957,2182.004883,1,1,1,0,0,0,1,0
9.287333333,557.24,27862,2,-91.79748535,-793.4914551,1752.944336,-169.6963501,-583.9233398,1834.304688,-345.2364502,-179.9285278,2171.13208,-205.2453003,-717.7589722,1796.387451,-334.5540771,-607.4612427,1898.440918,-244.090271,-553.8218384,1969.428711,-243.1300659,-553.4310303,1970.383545,-450.4074707,-262.4929199,2169.660156,-58.31878662,-682.9221191,1822.477539,-39.7376709,-533.1185303,1914.010254,-207.0576172,-194.0285645,2177.171631,1,1,1,0,0,0,1,0
9.287666667,557.26,27863,2,-89.54382324,-795.4788818,1754.24585,-170.6027222,-584.1517334,1833.928345,-343.2945557,-179.1484375,2170.522461,-204.019043,-718.5351563,1796.07373,-336.3554993,-611.0450439,1899.622192,-243.0437622,-551.381897,1967.641602,-242.0892334,-550.9662476,1968.640137,-449.381012,-261.1513672,2169.508545,-57.00378418,-684.7783203,1822.94458,-39.81542969,-534.8900146,1914.402344,-203.5657349,-193.987854,2175.026367,1,1,1,0,0,0,1,0
9.288,557.28,27864,2,-86.32861328,-798.3789063,1757.31958,-170.835144,-587.2384644,1835.216309,-343.6056519,-179.9715576,2168.62915,-203.0245972,-719.8983765,1797.310791,-337.5116577,-613.0627441,1900.35376,-242.2634888,-549.4586182,1968.358887,-241.2611084,-549.079834,1969.237061,-449.0689697,-260.7157593,2167.711426,-56.8203125,-689.5283203,1827.395874,-39.9621582,-537.6700439,1914.429199,-203.6783447,-196.0584717,2174.180664,1,1,1,0,0,0,1,0
9.288333333,557.3,27865,2,-88.01086426,-804.8712158,1761.515381,-167.5024414,-592.3592529,1837.015625,-342.9954834,-182.1398926,2174.120117,-202.8981934,-727.8951416,1800.9104,-331.2721252,-610.9154053,1898.528687,-243.401123,-564.4587402,1972.251709,-242.4105225,-563.8907471,1972.991577,-448.5153809,-259.1522217,2165.998047,-56.52056885,-690.6054077,1822.623779,-39.6640625,-538.9564209,1914.811035,-204.6125488,-201.4613037,2181.452148,1,1,1,0,0,0,1,0
9.288666667,557.32,27866,2,-88.65612793,-807.6845703,1763.557617,-168.361084,-592.1838379,1836.587158,-342.550354,-182.498291,2175.712646,-203.5276489,-728.5136719,1802.05835,-332.4211121,-613.369873,1899.609619,-243.3123169,-565.480896,1972.806641,-242.3348389,-564.9919434,1973.534668,-448.3301086,-260.3348999,2166.992676,-57.66955566,-692.6272583,1824.792725,-40.81561279,-540.9160767,1914.890747,-204.1846924,-200.9560547,2182.230225,1,1,1,0,0,0,1,0
9.289,557.34,27867,2,-87.15948486,-808.8343506,1764.248535,-168.4859009,-591.2706909,1835.463379,-344.3423462,-183.4090576,2177.141357,-202.8666382,-728.8129272,1801.799683,-333.0371704,-615.8413086,1899.555908,-242.9454956,-566.0459595,1973.441895,-241.9882202,-565.56073,1974.115112,-449.6064453,-261.3972778,2168.708008,-55.95166016,-693.3690796,1822.883667,-39.9798584,-542.9949951,1916.250977,-206.1569824,-199.9656982,2182.525391,1,1,1,0,0,0,1,0
9.289333333,557.36,27868,2,-88.51208496,-811.4042969,1763.668457,-168.0618896,-592.7996216,1835.789185,-346.9476929,-184.897522,2177.494141,-203.5084839,-730.0444336,1802.433228,-332.7362976,-615.7568359,1900.129395,-242.3812866,-566.4308472,1969.986084,-241.4868164,-566.081543,1970.682617,-449.6782837,-262.7752686,2166.378418,-56.25744629,-695.8912964,1823.543457,-38.95452881,-545.0166626,1915.894043,-208.4129639,-201.3157959,2186.287598,1,1,1,0,0,0,1,0
9.289666667,557.38,27869,2,-87.92041016,-812.2775879,1764.620605,-169.1401978,-594.0822754,1835.896606,-346.4619751,-184.2700195,2177.774414,-203.7531738,-732.0895996,1802.606445,-335.2078857,-617.625061,1901.609863,-242.2799072,-565.9216309,1969.791016,-241.3724976,-565.5553589,1970.522583,-449.0056763,-261.5325317,2165.903076,-56.70410156,-697.1575317,1824.584106,-38.92260742,-546.242981,1916.109741,-208.4505615,-200.2583008,2186.724609,1,1,1,0,0,0,1,0
9.29,557.4,27870,2,-87.55480957,-814.454834,1767.328979,-169.4777832,-593.2914429,1835.981567,-347.3064575,-185.1221924,2177.878662,-204.1320801,-731.65448,1803.899902,-336.315094,-619.6124878,1902.6521,-241.9049072,-567.1948853,1970.660889,-241.0720215,-566.9180298,1971.451904,-449.3681641,-262.1315308,2166.075439,-58.2623291,-699.0686646,1828.379028,-38.33288574,-545.8028564,1916.565186,-209.4006958,-201.3233643,2187.51416,1,1,1,0,0,0,1,0
9.290333333,557.42,27871,2,-87.90411377,-814.227478,1765.551758,-169.5557861,-594.1191406,1836.182251,-347.6812744,-185.4315186,2179.797852,-203.8104858,-733.1903076,1803.120117,-336.0583801,-620.196167,1902.872559,-243.9039307,-567.3710938,1972.13269,-243.013916,-567.0435791,1972.889893,-449.3253479,-262.798645,2166.782715,-58.29931641,-701.1264648,1829.7323,-37.69165039,-546.8063965,1917.069214,-209.4554443,-202.0888062,2190.21875,1,1,1,0,0,0,1,0
9.290666667,557.44,27872,2,-87.90631104,-809.1795044,1756.936279,-169.9067383,-592.7591553,1833.124756,-345.3937378,-185.727417,2170.953613,-204.0734863,-736.1978149,1797.506958,-335.8810425,-620.3182373,1900.249023,-251.4403687,-565.1246338,1986.330688,-249.9036865,-564.3378906,1986.516357,-446.5079346,-256.8861084,2158.313477,-56.22802734,-700.7515869,1821.837158,-39.25872803,-547.6038208,1914.759399,-207.8604736,-201.8446045,2184.599854,1,1,1,0,0,0,1,0
9.291,557.46,27873,2,-87.71765137,-809.0362549,1756.592407,-171.3727417,-594.5615845,1833.054932,-346.3005371,-187.3044434,2170.471191,-203.3435059,-736.7599487,1796.708374,-337.3577881,-622.791748,1898.961426,-250.6253662,-563.8535767,1983.95459,-249.1918335,-563.0027466,1984.078735,-449.3629456,-259.520813,2162.851563,-55.82049561,-701.1004028,1819.643555,-39.60778809,-548.3527832,1914.763672,-207.6958008,-202.5328979,2182.863281,1,1,1,0,0,0,1,0
9.291333333,557.48,27874,2,-88.09466553,-810.2150269,1757.990234,-172.2625732,-595.1080933,1832.998901,-346.1239014,-186.6940918,2171.875,-203.8620605,-737.7288818,1798.044312,-340.6738281,-627.3314209,1901.914551,-251.3543091,-564.4200439,1984.24939,-249.8948975,-563.5415649,1984.257813,-449.3625488,-258.9279175,2164.724854,-56.58013916,-702.0163574,1821.06958,-40.93682861,-548.8942871,1915.46106,-207.4786377,-201.355835,2183.192871,1,1,1,0,0,0,1,0
9.291666667,557.5,27875,2,-88.77642822,-810.2631836,1757.930054,-172.6716919,-595.7869873,1832.918945,-347.7641602,-188.0358887,2171.452637,-204.3873901,-737.1504517,1798.12793,-340.9286499,-628.131897,1902.425293,-250.3518066,-562.2382813,1984.568359,-248.8970337,-561.4312134,1984.562988,-451.2207031,-262.2125244,2164.730957,-57.47375488,-702.7359009,1822.168213,-41.38391113,-549.8932495,1915.853149,-208.6555176,-202.2075195,2182.151611,1,1,1,0,0,0,1,0
9.292,557.52,27876,2,-88.53540039,-811.3751831,1759.509155,-172.3972168,-598.3912964,1833.73645,-348.8535156,-189.5397949,2169.968262,-205.1563721,-738.4124756,1798.960938,-342.8242798,-633.163208,1904.656982,-251.6546021,-559.5482788,1986.768799,-250.2353516,-558.8624878,1986.657837,-452.3621521,-264.7769775,2164.661865,-58.91607666,-703.4379883,1823.727295,-41.70751953,-550.9899902,1916.812988,-209.8613892,-202.8170166,2181.899902,1,1,1,0,0,0,1,0
9.292333333,557.54,27877,2,-88.90734863,-812.6173096,1760.525879,-173.5631714,-600.4072876,1834.804565,-349.1137085,-190.222168,2168.36377,-204.9306641,-740.6309814,1799.671387,-343.8572998,-634.8768921,1905.603271,-251.7706299,-558.0355225,1984.766602,-250.3166199,-557.4399414,1984.689697,-453.0144958,-266.7432251,2165.45166,-60.58978271,-704.9967651,1826.106445,-41.87835693,-552.307373,1917.694702,-209.8302002,-201.8722534,2178.503174,1,1,1,0,0,0,1,0
9.292666667,557.56,27878,2,-89.43481445,-813.7874756,1760.832886,-173.3994751,-602.4494629,1836.008057,-348.9597168,-190.7612305,2168.416016,-205.4243164,-741.6644897,1800.60144,-344.2133179,-637.8395386,1906.15332,-252.0566711,-559.0811768,1984.913086,-250.6626892,-558.5214844,1984.937378,-453.3622437,-268.4744873,2165.994873,-62.53112793,-705.3837891,1827.500977,-41.47576904,-552.7828369,1918.252075,-209.6372681,-202.2304077,2179.461914,1,1,1,0,0,0,1,0
