id,trial,H_headFront_x,H_headFront_y,H_headFront_z,H_neck_x,H_neck_y,H_neck_z,H_lowerBack_x,H_lowerBack_y,H_lowerBack_z,H_leftWrist_x,H_leftWrist_y,H_leftWrist_z,H_leftShoulder_x,H_leftShoulder_y,H_leftShoulder_z,H_leftElbow_x,H_leftElbow_y,H_leftElbow_z,s_1,s_2,s_3,s_4
24474,1,-367.2298584,-269.3796997,2017.732544,-273.637146,-308.2736816,1806.84668,-356.4725952,-92.20440674,2229.155029,-369.5748901,-270.3302612,2014.220093,-447.3805237,-325.1560669,1870.118652,-364.0645752,-269.2588501,2022.244263,1,1,1,1
24475,1,-362.6619263,-281.2659912,2028.833496,-268.230835,-300.9470825,1806.80127,-360.3908081,-83.11248779,2238.056152,-365.149231,-282.6261597,2026.984863,-440.0656433,-323.3094482,1871.028076,-360.4336548,-282.3728027,2034.74292,1,1,1,1
24476,1,-363.1530762,-278.3082886,2028.376221,-267.7098999,-296.8031616,1807.609497,-356.8366089,-84.93060303,2238.726074,-364.8498535,-279.5245361,2026.329834,-433.5417786,-324.5751953,1870.707031,-361.5239868,-279.1774902,2032.990723,1,1,1,1
24477,1,-360.6836548,-278.9500732,2029.176636,-265.0980225,-299.6343384,1807.910278,-351.2521973,-84.01293945,2233.949219,-362.7894897,-280.5289917,2026.255005,-431.0430908,-325.8590088,1873.222656,-358.8286133,-279.7481079,2033.876953,1,1,1,1
24478,1,-365.7053223,-273.6608887,2031.51416,-260.1461792,-314.6758728,1811.912354,-357.769104,-87.40032959,2242.523682,-367.6691895,-275.7637329,2029.76123,-427.8561096,-329.5402527,1872.57666,-363.2806396,-274.9545288,2038.04895,1,1,1,1
24479,1,-360.0090332,-278.9420776,2040.290283,-255.9186401,-321.6974487,1812.390259,-344.729187,-80.87451172,2231.378174,-360.9730225,-280.750061,2038.930054,-422.9544983,-338.8730164,1877.204346,-357.22052,-279.796875,2047.307129,1,1,1,1
24480,1,-354.6484375,-274.7705078,2044.014893,-250.0736084,-325.2830811,1812.538208,-346.576416,-87.34191895,2232.037842,-355.3422852,-275.9557495,2041.622803,-418.6248169,-340.6536865,1880.212158,-351.4470825,-274.5466309,2049.865723,1,1,1,1
24481,1,-352.9449463,-290.9136963,2053.490723,-237.87146,-323.4167786,1813.666138,-349.1777954,-85.68218994,2253.882813,-354.0488892,-292.2095337,2050.591309,-413.5025024,-350.6082458,1883.563232,-350.8845825,-290.8261108,2060.040527,1,1,1,1
24482,1,-332.4359131,-293.0834961,2054.462402,-227.3018188,-320.8912964,1815.754028,-363.0228271,-99.16485596,2288.601074,-335.1872559,-294.7863159,2051.75,-405.3082581,-357.0471497,1887.049316,-331.1379395,-294.1344604,2060.874268,1,1,1,1
24483,1,-329.0574951,-302.9257813,2039.666504,-220.81073,-324.1980896,1811.44043,-340.1516724,-89.31079102,2254.071533,-331.8284912,-306.78125,2034.809326,-397.5727539,-360.5315247,1880.084473,-327.3178101,-306.0802612,2044.05957,1,1,1,1
24484,1,-297.1323853,-363.9179688,2031.205566,-227.1216431,-323.0401001,1807.396118,-343.152771,-77.58422852,2250.980469,-301.1416016,-363.9121704,2027.96228,-386.5904846,-363.2218018,1878.172119,-296.1609497,-363.7348633,2035.888672,1,1,1,1
24485,1,-297.2940674,-366.4871826,2019.392578,-219.4224854,-328.1195679,1814.380737,-328.3514404,-74.43713379,2220.641357,-301.2659302,-367.4293213,2016.79248,-384.2066345,-370.2985229,1877.679199,-296.7987671,-368.1496582,2023.934937,1,1,1,1
24486,1,-333.1131592,-294.7397461,2069.68335,-220.0609741,-339.5031433,1812.130615,-364.8098755,-96.45220947,2284.711426,-335.4732056,-297.4973145,2065.145508,-384.0974426,-377.489502,1872.767334,-330.6625366,-295.7803955,2075.888184,1,1,1,1
24487,1,-334.1464233,-289.5498047,2068.70874,-216.828125,-344.0454407,1809.862793,-347.2425537,-97.11462402,2275.560547,-335.6186523,-292.4055176,2064.695313,-379.0472717,-389.8578491,1880.876221,-332.7095947,-290.7667847,2073.745605,1,1,1,1
24488,1,-329.5852051,-281.0249634,2064.150879,-210.4625244,-351.9252319,1813.208374,-349.62854,-113.0064087,2291.391357,-330.9995117,-284.8595581,2060.660889,-375.2246094,-399.4440918,1885.225464,-329.0541382,-283.1789551,2068.57251,1,1,1,1
24489,1,-329.8151245,-266.4220581,2039.673218,-207.6886597,-343.0227661,1810.392212,-356.9865112,-117.4506836,2280.740723,-332.4262695,-270.4755249,2037.945313,-371.5816345,-388.0094299,1901.134277,-329.8362427,-268.7476807,2044.276001,1,1,1,1
24490,1,-327.7757568,-276.2372437,2001.503662,-212.2352295,-346.8603821,1801.659668,-349.3814087,-257.4796143,2186.189941,-328.6032715,-282.6704712,1999.899048,-361.8687439,-413.2829285,1902.423584,-326.2110596,-281.5413818,2003.120605,1,1,1,1
24491,1,-311.5960083,-296.8753662,2012.797363,-199.6668701,-372.7373657,1808.692383,-340.0931702,-108.8880615,2216.485352,-313.6068726,-302.1491699,2010.323364,-355.6528015,-423.5589905,1905.177979,-311.1079102,-298.7113037,2016.142334,1,1,1,1
24492,1,-266.4164429,-415.3779907,2052.366211,-190.7263184,-383.0633545,1817.637207,-275.7715454,-97.95019531,2230.061035,-268.8463745,-417.137146,2049.361084,-337.0891418,-445.1192627,1915.947632,-265.7268677,-414.3496094,2056.811035,1,1,1,1
24493,1,-276.2675781,-445.6920166,2011.937134,-177.5333252,-413.8973389,1827.925415,-306.0938721,-123.9298096,2199.374512,-279.0020752,-447.8312378,2011.295166,-330.0268555,-471.5257263,1930.090088,-273.7008667,-445.5672607,2017.120728,1,1,1,1
24494,1,-267.6052246,-443.7528076,1993.952148,-181.9328003,-413.1283569,1825.599243,-292.440918,-134.5229492,2217.769531,-269.3960571,-445.5394287,1994.616333,-331.2400513,-470.6211853,1926.499756,-265.6498413,-443.9766235,1999.93457,1,1,1,1
24495,1,-275.2196045,-429.618103,1993.973022,-178.2097168,-416.0370483,1823.276611,-286.7894897,-121.3944092,2216.769775,-277.7605591,-431.1980591,1993.601318,-339.4614868,-466.2306519,1913.840332,-273.0175781,-429.6700439,2000.029785,1,1,1,1
24496,1,-272.7086182,-458.3800049,2012.689697,-171.6964111,-436.439209,1832.136963,-333.0419006,-110.4512329,2184.094727,-274.7711182,-458.6890259,2013.049561,-323.9818115,-486.6341553,1934.318481,-270.5426636,-458.3571777,2017.775635,1,1,1,1
24497,1,-272.9191895,-452.6903687,2015.457764,-173.4153442,-439.0426025,1832.723633,-325.952301,-110.0717773,2178.32373,-275.5637207,-452.6571045,2015.503418,-327.4859924,-488.1004639,1920.154541,-270.6434326,-452.0302734,2020.36377,1,1,1,1
24498,1,-269.9885254,-453.5888672,2017.165039,-168.4269409,-442.4418335,1832.965088,-323.1822205,-108.1558838,2180.463379,-273.5824585,-453.5244751,2016.428711,-327.4982605,-495.4733887,1920.454834,-268.84021,-452.6964722,2021.588135,1,1,1,1
24499,1,-262.4985352,-461.2096558,2022.667969,-170.8223267,-459.8444824,1835.571289,-334.9553833,-124.4448853,2175.363037,-265.9146729,-460.9956665,2022.237061,-324.8262024,-498.0431519,1919.141113,-261.630127,-460.2086182,2026.979126,1,1,1,1
24500,1,-272.5213013,-452.7097778,2024.456299,-162.1758423,-476.795929,1834.277344,-334.8842773,-142.1627197,2181.492432,-275.2227173,-455.607666,2022.914551,-315.125061,-517.0738525,1917.979004,-271.1134033,-453.3109131,2029.444824,1,1,1,1
24501,1,-274.151123,-447.2263794,2020.737061,-158.3799438,-490.0222473,1841.538818,-330.3954468,-140.5753174,2155.598389,-277.2758789,-449.2967529,2019.360352,-315.5122681,-527.6903076,1918.645386,-273.6797485,-446.1003418,2025.536621,1,1,1,1
24502,1,-276.3695068,-452.1265869,2015.38208,-145.8560791,-497.1597595,1840.618408,-337.1656189,-158.0537109,2129.924805,-280.1760254,-454.8001709,2013.638184,-312.2312317,-526.5136108,1916.099365,-276.1224976,-452.192688,2020.078613,1,1,1,1
24503,1,-274.5545654,-465.3585205,2005.534302,-149.1118774,-495.338623,1833.638916,-334.3659058,-170.0109253,2124.884033,-277.583374,-466.8126221,2004.502075,-310.5249329,-534.3262329,1910.065918,-273.9551392,-465.8661499,2009.829834,1,1,1,1
24504,1,-267.7289429,-467.0739136,1998.243652,-144.4432373,-508.6734619,1824.401367,-323.4300232,-211.5563965,2112.991699,-269.5925903,-470.2564697,1997.170776,-291.8231506,-565.5325317,1906.163818,-266.4644775,-467.6607666,2002.100342,1,1,1,1
24505,1,-266.1210327,-467.7023926,1996.957764,-138.3740234,-517.4497681,1821.177368,-327.8296204,-228.581604,2103.123047,-267.0725098,-472.7564697,1995.082275,-279.6326294,-591.0922852,1911.726807,-264.5971069,-468.5088501,2000.964233,1,1,1,1
24506,1,-268.725769,-486.5418701,1998.565186,-132.6646118,-524.6816406,1825.543213,-331.0180359,-180.5311279,2100.101563,-270.1552124,-490.9712524,1997.174927,-277.5790405,-611.34021,1924.938721,-267.5731201,-485.6230469,2003.618896,1,1,1,1
24507,1,-254.8756104,-481.7661743,1997.156006,-128.2814941,-531.8626709,1822.370483,-332.925415,-201.1314697,2086.154297,-255.574646,-487.3743286,1995.463013,-268.9794312,-618.9189453,1920.983398,-253.005188,-481.6792603,2001.423706,1,1,1,1
24508,1,-268.2730103,-465.5554199,1981.389771,-113.8140259,-539.7164307,1828.8396,-332.1579285,-194.4597168,2108.007324,-268.7557983,-471.8945313,1980.145996,-270.7747192,-615.8956299,1916.277222,-266.8989868,-465.4779053,1985.427979,1,1,1,1
24509,1,-254.1989746,-492.8148804,1994.03064,-114.6395874,-541.3676758,1819.84314,-322.8089294,-200.6971436,2098.841553,-254.7698975,-497.8852539,1992.264526,-261.2192993,-626.5621948,1910.060547,-253.1741333,-492.2001343,1998.848755,1,1,1,1
24510,1,-267.3276978,-478.8198853,1984.69104,-102.9781494,-551.2056274,1825.42041,-326.4546509,-197.4503174,2092.43335,-267.7208252,-484.7834473,1982.628906,-257.809082,-624.7145996,1892.810791,-266.8300781,-479.3272095,1989.523682,1,1,1,0
24511,1,-255.5579834,-517.5474854,1994.591309,-100.2908325,-560.4233398,1820.814209,-325.1031799,-200.083252,2077.961426,-255.5805664,-521.6281128,1993.843384,-244.3153076,-652.3148193,1904.062378,-255.9710083,-516.1357422,1998.789429,1,1,1,0
24512,1,-245.5011597,-544.3928833,1985.962402,-95.50201416,-570.6248779,1819.057129,-335.567688,-225.244873,2078.568604,-245.4074707,-549.5004272,1984.285278,-240.1436157,-674.3546753,1903.710938,-245.0687256,-544.0546265,1989.62793,1,1,1,0
24513,1,-245.180542,-550.6343994,2000.680176,-88.2166748,-573.44104,1810.626465,-334.7701111,-225.359436,2090.25293,-243.887085,-555.4752197,1997.14917,-221.7766724,-674.4838867,1864.442627,-244.5120239,-549.9674683,2004.115723,1,1,1,0
24514,1,-260.5447388,-521.3787231,2000.812256,-86.6809082,-577.1958618,1813.92395,-333.89505,-222.0826416,2094.786865,-259.3999634,-527.0239258,1998.067139,-217.1867676,-671.168335,1882.111084,-261.3317871,-520.1193848,2004.986206,1,1,1,0
24515,1,-255.378479,-502.5247192,1999.431396,-73.87329102,-577.394043,1814.831299,-327.4716187,-227.4384155,2099.942871,-254.543457,-507.1143188,1998.005859,-214.5228271,-669.1125488,1878.950317,-255.5942383,-501.3563843,2003.514526,1,1,1,0
24516,1,-238.3021851,-534.4215698,2000.186279,-69.41052246,-585.9549561,1807.902588,-321.3251343,-232.6965332,2087.422363,-236.8945923,-539.7660522,1996.784058,-197.9153442,-688.4871826,1862.560303,-238.8158569,-533.1340942,2004.835449,1,1,1,0
24517,1,-235.2161255,-545.3682251,2006.576904,-64.22631836,-591.2977295,1808.321045,-321.1126404,-246.8764038,2087.607422,-234.0162354,-550.6281738,2003.043701,-199.4545288,-689.5128174,1863.039063,-236.0097656,-544.0667114,2011.016357,1,1,1,0
24518,1,-222.4352417,-567.4865112,2001.627197,-55.25140381,-603.300415,1812.226196,-318.6817322,-256.739624,2074.808594,-221.137207,-572.5976563,1997.560425,-192.2601318,-698.1381226,1864.2146,-221.6387939,-566.050293,2005.025757,1,1,1,0
24519,1,-203.4971924,-556.5198975,1981.655273,-40.6473999,-602.361084,1813.940186,-323.3903809,-260.6031494,2063.831543,-202.0733643,-562.5061646,1979.120361,-177.5313721,-723.2033691,1877.905762,-202.9084473,-554.9752808,1985.568848,1,1,1,0
24520,1,-191.9682007,-544.8087158,1982.5177,-34.30194092,-601.4453125,1811.870728,-328.9840393,-267.1032104,2061.645996,-190.4535522,-551.0065918,1980.348633,-171.4876709,-718.7258301,1872.709229,-191.4831543,-543.552063,1987.456787,1,1,1,0
24521,1,-188.2573242,-555.9914551,1979.536377,-27.12841797,-609.6453247,1813.575073,-322.4760742,-273.5291748,2057.262207,-186.7720947,-562.2825317,1976.789429,-165.9938965,-729.0255737,1873.551636,-187.6654053,-554.661499,1984.255615,1,1,1,0
24522,1,-171.5880737,-562.2408447,1981.772705,-20.18988037,-614.2636719,1818.946167,-318.6708679,-278.3572998,2037.902344,-170.9500122,-568.9069214,1978.472656,-150.7633667,-735.9586792,1873.221924,-172.3740845,-561.9970703,1985.46936,1,1,1,0
24523,1,-173.4440918,-549.6178589,1970.78125,-12.1362915,-610.6923828,1814.296021,-307.2080078,-289.4800415,2045.45459,-172.553833,-557.2167969,1967.061523,-149.3955688,-735.7131348,1867.634766,-173.7561646,-548.7445068,1974.090088,1,1,1,0
24524,1,-171.6559448,-537.2895508,1963.241699,-7.800537109,-611.477478,1815.935547,-311.0826416,-280.8375244,2041.524292,-170.6376343,-545.3809814,1959.785645,-150.7028809,-731.5899658,1869.450317,-170.7300415,-537.8093262,1966.14502,1,1,1,0
24525,1,-170.3306274,-537.3546753,1958.907471,-3.323181152,-623.1412354,1819.910889,-313.745575,-289.7835693,2047.31665,-169.6298828,-545.4338379,1955.292725,-147.5341187,-737.7442627,1871.318726,-169.7533569,-538.2835693,1960.961548,1,1,1,0
24526,1,-170.8158569,-552.0134277,1969.668945,4.656677246,-625.5926514,1825.963867,-305.7777405,-300.9822388,1999.653564,-170.024231,-558.8728638,1965.754395,-146.723938,-744.7094116,1876.87439,-171.0504761,-551.446167,1971.008301,1,1,1,0
24527,1,-154.1948242,-554.3913574,1974.005249,11.70330811,-629.932373,1825.146973,-305.301239,-317.3568115,2010.671387,-153.0982056,-562.5483398,1970.269775,-138.1153564,-754.9490356,1876.919922,-153.5881348,-554.2632446,1977.044678,1,1,1,0
24528,1,-154.0910645,-559.8781738,1975.188599,16.77105713,-634.4604492,1830.860229,-306.4570313,-333.1566162,2024.159424,-153.1506348,-566.6488647,1971.564819,-142.8900757,-743.9907227,1877.563599,-153.5361938,-560.8521729,1977.512695,1,1,1,0
24529,1,-153.0960083,-552.5753174,1975.232422,19.3762207,-636.7431641,1829.766846,-281.5732117,-395.270874,2029.580322,-151.402771,-560.739563,1971.04126,-132.604187,-752.2302246,1874.251953,-151.6422729,-554.1993408,1978.24585,1,1,1,0
24530,1,-156.0790405,-570.838623,2000.662598,27.19976807,-646.9995728,1841.502441,-288.2537842,-371.9100952,2043.654297,-154.8547363,-578.2123413,1996.373779,-122.244812,-763.2756348,1882.482178,-155.4381104,-570.7006836,2004.398926,1,1,1,0
24531,1,-152.6641235,-572.934021,2001.126709,28.62164307,-646.5412598,1839.375488,-305.1845093,-343.524231,2016.239258,-150.7915649,-580.4851685,1996.8125,-115.90271,-772.6999512,1883.879761,-151.8304443,-573.015564,2004.755615,1,1,1,0
24532,1,-142.2462158,-569.0738525,1980.391113,34.21240234,-650.6304321,1844.092529,-301.2215881,-312.0037231,2000.409668,-141.0021973,-576.7807007,1975.751953,-113.5761719,-774.8231201,1887.636963,-141.2153931,-568.0581665,1982.832397,1,1,1,0
24533,1,-135.8831177,-569.2016602,1977.23291,34.74371338,-653.3759155,1846.381714,-298.8977661,-312.6773682,1989.922852,-134.4667969,-577.2667847,1972.72998,-110.8069458,-777.0411377,1890.722412,-134.159668,-568.1400146,1980.061768,1,1,1,0
24534,1,-122.3690186,-588.5147705,1980.612305,38.18493652,-662.0286865,1849.502319,-325.1438293,-349.4446411,2004.040283,-121.3727417,-595.9274292,1976.480103,-102.2720337,-784.5635986,1894.741943,-121.8440552,-587.7241211,1983.53186,1,1,1,0
24535,1,-116.4403687,-603.8742676,1991.419067,39.98040771,-661.0491333,1847.495605,-299.4836731,-329.1465454,1989.541748,-115.8146973,-611.8027954,1988.179443,-96.24371338,-795.3897705,1902.494019,-116.0112305,-603.1829224,1994.085693,1,1,1,0
24536,1,-115.5848389,-602.4709473,1981.358887,49.0355835,-663.8481445,1855.481934,-284.3991394,-342.9422607,1983.008423,-114.6233521,-609.8554688,1977.960327,-95.0635376,-793.7734985,1900.944336,-114.0015259,-601.3843994,1984.534912,1,1,1,0
24537,1,-113.7387085,-597.6289673,1975.688232,51.06616211,-670.7684326,1860.541016,-281.4874878,-338.8681641,1973.767334,-112.1337891,-605.1295776,1973.300537,-90.83331299,-802.0097656,1911.028076,-111.8278198,-596.8527222,1979.056885,1,1,1,0
24538,1,-105.4920654,-600.6445313,1975.081421,53.99365234,-663.7680054,1855.650635,-265.1555176,-366.1955566,1984.622314,-103.7077026,-608.5753174,1972.354004,-88.07781982,-805.3586426,1908.341064,-103.7073975,-600.1472778,1978.393066,1,1,1,0
24539,1,-95.77532959,-631.4284668,1930.770996,66.32446289,-674.7816772,1852.065796,-278.8371277,-358.4899902,1973.430176,-94.39678955,-639.0848389,1929.517212,-87.63024902,-807.8641968,1904.240234,-94.51623535,-631.9749756,1933.378296,1,1,1,0
24540,1,-95.05786133,-636.4729614,1942.030273,67.01245117,-680.7642822,1860.465942,-278.4658813,-390.7548828,1979.302979,-93.91876221,-644.3439941,1940.190063,-87.48742676,-810.7993164,1902.904053,-94.24804688,-637.1904907,1944.984375,1,1,1,0
24541,1,-94.93701172,-645.822998,1935.575928,71.49621582,-673.6668091,1852.719849,-285.2337341,-373.0189819,1969.945068,-93.29705811,-653.9064941,1934.167236,-82.57562256,-811.421875,1903.481689,-94.28063965,-645.6047974,1938.577271,1,1,1,0
24542,1,-92.43133545,-646.1636353,1938.003906,72.23504639,-676.2165527,1857.873779,-278.8099976,-383.2154541,1970.125977,-90.71307373,-654.4523315,1936.458618,-79.05554199,-817.664917,1908.984741,-91.42120361,-646.6647949,1940.842529,1,1,1,0
24543,1,-122.7027588,-606.1790161,1970.854126,57.20281982,-671.7380371,1859.88623,-269.9452515,-367.5444336,1989.858887,-119.6609497,-613.0605469,1969.252441,-75.31530762,-818.0137939,1914.07251,-120.9099121,-605.6536865,1973.501465,1,1,1,0
24544,1,-143.0088501,-596.6323242,1962.5896,51.31414795,-669.7682495,1858.375977,-276.9401855,-352.5662842,1982.50293,-139.4490967,-605.0408325,1961.054932,-76.99951172,-824.4544678,1913.7146,-141.3834229,-596.6608276,1964.345581,1,1,1,0
24545,1,-150.6658936,-590.5533447,1962.36731,56.3036499,-676.9418945,1858.506104,-280.4347839,-359.9317627,1974.833862,-147.1102295,-600.3360596,1961.074463,-73.2723999,-830.6009521,1922.180908,-149.7375488,-591.6776123,1963.825195,1,1,1,0
24546,1,-152.0606689,-594.5654297,1966.174316,56.01226807,-680.0751953,1858.867432,-289.9753418,-373.2650146,1988.629395,-148.7164917,-604.1293945,1965.122559,-74.61395264,-835.0542603,1923.308838,-151.6636353,-596.1439209,1968.464355,1,1,1,0
24547,1,-152.7815552,-591.2733154,1969.581787,53.13580322,-681.600769,1856.881592,-273.0578308,-411.3777466,1999.742188,-150.0252075,-600.8197021,1968.392944,-77.83251953,-832.8883057,1922.020508,-153.0612183,-593.4825439,1971.194092,1,1,1,0
24548,1,-156.8123169,-588.9067383,1969.194946,50.17907715,-682.4150391,1857.69458,-292.8217163,-384.0541992,1988.890381,-154.2180176,-598.3234253,1967.878906,-78.53894043,-836.7133789,1922.20459,-156.4663696,-590.1175537,1971.010986,1,1,1,0
24549,1,-166.1402588,-587.8717041,1970.463989,51.24615479,-679.2670898,1855.079224,-303.1099548,-367.2332764,1991.209473,-164.1223145,-596.5941162,1968.520508,-82.71386719,-830.8928223,1917.993164,-167.3006592,-588.4887085,1971.72998,1,1,1,0
24550,1,-171.2987671,-588.3852539,1975.833618,49.43939209,-680.5756836,1857.074097,-281.3843079,-343.9138184,1978.982178,-169.0755005,-597.6762695,1974.049683,-83.23669434,-837.178833,1921.155762,-171.8431396,-588.4728394,1977.789307,1,1,1,0
24551,1,-171.5565796,-573.9385986,1983.366699,47.93682861,-682.817749,1857.717773,-277.3922729,-444.2966919,2008.383179,-168.414856,-584.4047852,1982.421875,-91.47137451,-827.395752,1922.474121,-170.1038818,-574.6185303,1986.611572,1,1,1,0
24552,1,-180.5076904,-569.8299561,1982.09668,46.97790527,-688.5933838,1865.080811,-323.0127869,-400.9196777,2010.806641,-175.6831055,-578.1740723,1981.393433,-82.58917236,-821.6463623,1923.709229,-178.6538696,-568.40271,1985.452026,1,1,1,0
24553,1,-179.8181152,-551.4515381,1983.464844,45.91619873,-680.1499634,1863.283447,-269.5357971,-396.6389771,1998.193359,-175.6030273,-562.9173584,1981.412842,-74.79034424,-847.5666504,1922.37146,-179.8360596,-551.4939575,1986.036865,1,1,1,0
24554,1,-177.7531128,-540.7912598,1979.71875,48.27697754,-678.8214111,1861.680908,-270.5483093,-409.2878418,2004.011719,-174.3929443,-552.1625366,1977.647461,-77.699646,-835.0247192,1921.172852,-177.9210205,-541.567749,1982.444946,1,1,1,0
24555,1,-178.8471069,-540.1293945,1979.32959,44.86682129,-682.6038818,1862.636475,-281.7929688,-378.4672241,1993.050293,-175.1340332,-551.1702271,1976.315918,-78.07208252,-828.1490479,1917.769775,-178.473877,-541.0171509,1981.72937,1,1,1,0
24556,1,-183.6019287,-528.6658936,1973.549805,43.74578857,-688.0982056,1861.941895,-284.9999695,-354.9923096,1983.27417,-180.7039795,-538.4066162,1970.762695,-95.60150146,-783.5911255,1931.935547,-183.4837646,-528.5596924,1975.48999,1,1,1,0
24557,1,-191.5168457,-526.8173828,1986.406616,36.45324707,-683.6507568,1858.444458,-283.0137024,-390.635498,2007.707764,-187.5682373,-536.6382446,1982.733032,-79.88928223,-827.519043,1901.792847,-191.2269287,-528.2774658,1986.752686,1,1,1,0
24558,1,-194.1019287,-518.8895874,1987.529175,32.1552124,-688.1047363,1857.825562,-262.2716064,-415.5783081,2010.514282,-189.4749146,-529.7094727,1983.802246,-81.1005249,-821.6757813,1896.698486,-193.6782227,-520.6174316,1988.204956,1,1,1,0
24559,1,-195.5025635,-519.0853882,1989.442139,30.85632324,-685.5605469,1858.178345,-230.8979492,-474.2904053,2041.943848,-191.0645752,-529.6920776,1986.598022,-88.50842285,-821.1895752,1902.641357,-194.2927856,-521.227417,1990.605713,1,1,1,0
24560,1,-193.9360962,-507.4136353,2013.531738,34.65087891,-682.1997681,1867.304932,12.3918457,-859.0029907,2275.612793,-189.3919067,-518.3551025,2010.437988,-90.80743408,-817.1154785,1918.887207,-192.7102661,-512.4401855,2012.997437,1,1,1,0
24561,1,-189.3895874,-504.6712036,2012.370728,32.32836914,-678.9378662,1866.955444,-32.49182129,-836.142334,2240.308105,-184.5893555,-516.7195435,2008.101074,-88.59289551,-813.249939,1917.939331,-188.7094727,-509.9931641,2011.259888,1,1,1,0
24562,1,-189.3946533,-515.0859375,2017.854614,32.94195557,-684.90271,1868.750977,-160.2243652,-597.9249878,2123.296875,-184.8257446,-525.3237915,2015.134766,-82.36248779,-837.0283203,1921.290771,-189.5196533,-520.1976318,2018.251709,1,1,1,0
24563,1,-192.3397827,-539.7178955,2006.325684,41.56726074,-686.717041,1867.385254,-151.9312744,-610.8647461,2125.491211,-188.4101563,-551.8813477,2003.858521,-104.4638062,-805.1965332,1914.043335,-191.4058838,-542.8144531,2009.435913,1,1,1,0
24564,1,-188.4642334,-540.6048584,2011.629639,41.85461426,-685.322876,1868.687866,-156.6723633,-602.0998535,2123.899658,-184.1190186,-553.8735962,2007.876709,-104.2842407,-804.2913818,1911.652466,-187.5147095,-544.2595215,2014.841309,1,1,1,0
24565,1,-195.0266724,-555.482666,2017.356689,37.83630371,-679.5217285,1863.390137,-272.2598267,-407.0748901,2026.641357,-190.9460449,-565.37677,2013.986816,-79.74981689,-866.6152344,1920.186768,-195.2537231,-558.3064575,2018.32959,1,1,1,0
24566,1,-187.7595215,-561.6514282,2018.710327,39.27258301,-683.2403564,1864.88562,-228.4481201,-492.0751343,2069.097412,-183.3005981,-571.7757568,2015.168823,-83.24865723,-858.5633545,1917.530762,-187.6452637,-565.0733643,2019.645752,1,1,1,0
24567,1,-186.9710083,-559.1741943,2012.047974,39.46960449,-685.2017822,1864.681641,-236.7647095,-482.7042847,2062.73584,-182.614502,-569.5740356,2007.655396,-85.54321289,-852.4852295,1913.210571,-187.6069946,-562.4342651,2012.621338,1,1,1,0
24568,1,-188.0192261,-562.1065063,2016.807861,39.44622803,-685.7954712,1865.317627,-211.2023315,-523.7354736,2089.541504,-183.928894,-572.6289673,2013.008789,-84.55560303,-858.9366455,1916.205322,-188.3757324,-565.8820801,2017.860107,1,1,1,0
24569,1,-186.4113159,-567.4443359,2019.29834,39.92211914,-687.144165,1865.53479,-179.7451782,-565.4395752,2114.60791,-182.1022949,-578.6241455,2015.17627,-89.09838867,-848.1450195,1912.421509,-186.8609619,-571.2837524,2020.134033,1,1,1,0
24570,1,-185.225769,-569.2236328,2019.69873,39.82476807,-686.5844727,1865.646851,-163.0306396,-589.6625977,2125.978516,-180.5366821,-580.3108521,2015.387451,-88.44378662,-848.7206421,1912.116699,-185.1473999,-573.0283813,2020.475098,1,1,1,0
24571,1,-185.2595825,-555.6921387,2018.440186,41.71862793,-684.6621094,1867.134521,-199.2134399,-535.9110718,2090.189453,-180.7706299,-564.9736328,2015.727539,-76.01617432,-866.862915,1921.154907,-185.0014648,-559.1809082,2019.706299,1,1,1,0
24572,1,-180.6947021,-559.0042725,2016.556274,41.11358643,-683.7747192,1867.160278,-140.3565674,-637.6633301,2141.379639,-175.9854126,-569.1880493,2013.334229,-77.39007568,-858.0072021,1916.757324,-180.9928589,-563.1213379,2017.77063,1,1,1,0
24573,1,-188.4033813,-560.1444092,2022.708008,42.43823242,-685.5330811,1869.075195,-222.1383057,-503.7988281,2078.339355,-183.4893188,-569.9127197,2018.979736,-79.60119629,-862.9887695,1920.037109,-187.8392334,-563.6903687,2023.156982,1,1,1,0
24574,1,-189.401001,-559.7196655,2020.517456,42.12030029,-684.3723145,1869.353149,-218.8856201,-499.5258179,2074.767334,-184.6577759,-570.0024414,2016.764038,-84.45343018,-856.0127563,1919.800659,-188.4882202,-562.8787842,2021.740479,1,1,1,0
24575,1,-186.7802734,-551.3826294,2018.557251,41.8026123,-689.538269,1874.058594,-198.6433716,-538.0053101,2100.203613,-181.809021,-562.3747559,2015.880371,-83.30822754,-854.4595947,1921.324707,-186.378479,-555.3288574,2020.223145,1,1,1,0
24576,1,-188.939209,-554.1906128,2013.170166,43.96392822,-686.5039063,1867.960693,-275.3081055,-393.9168091,2025.415771,-184.1827393,-563.6320801,2010.084351,-76.59936523,-867.6270752,1918.474121,-189.1403809,-556.1737061,2014.250244,1,1,1,0
24577,1,-184.8703003,-549.4535522,2015.887817,43.72546387,-690.2181396,1872.343262,-226.7045288,-487.7027588,2072.329346,-179.9725342,-561.1596069,2012.892822,-86.46380615,-844.2595215,1919.148438,-184.6486816,-553.1165771,2017.934448,1,1,1,0
24578,1,-183.5944824,-548.3165894,2017.538818,44.63946533,-689.6518555,1872.834473,-228.9371948,-482.3287354,2067.427246,-178.7175293,-559.0542603,2015.22937,-76.41821289,-858.6335449,1925.711548,-183.5822144,-551.7094116,2019.356934,1,1,1,0
