id,trial,nose_x,nose_y,nose_z,nose_confidence,headTop_x,headTop_y,headTop_z,headTop_confidence,neck_x,neck_y,neck_z,neck_confidence,tailBase_x,tailBase_y,tailBase_z,tailBase_confidence,lEar_x,lEar_y,lEar_z,lEar_confidence,lShoulder_x,lShoulder_y,lShoulder_z,lShoulder_confidence,lElbow_x,lElbow_y,lElbow_z,lElbow_confidence,lWrist_x,lWrist_y,lWrist_z,lWrist_confidence,lHip_x,lHip_y,lHip_z,lHip_confidence,lKnee_x,lKnee_y,lKnee_z,lKnee_confidence,lAnkle_x,lAnkle_y,lAnkle_z,lAnkle_confidence,rEar_x,rEar_y,rEar_z,rEar_confidence,rShoulder_x,rShoulder_y,rShoulder_z,rShoulder_confidence,rElbow_x,rElbow_y,rElbow_z,rElbow_confidence,rWrist_x,rWrist_y,rWrist_z,rWrist_confidence,rHip_x,rHip_y,rHip_z,rHip_confidence,rKnee_x,rKnee_y,rKnee_z,rKnee_confidence,rAnkle_x,rAnkle_y,rAnkle_z,rAnkle_confidence
98305,16,938.755249,-394.4636841,1949.672607,0.9289808,937.7275391,-382.7718506,1903.134155,0.9662591,1045.174561,-326.1330566,1919.489014,0.894634,1282.250244,-571.6025391,2096.1604,0.8547485,,,,0.8281131,1050.750977,-296.3416138,1981.271606,0.9482035,1089.642212,-312.3120728,2149.363281,0.72906333,955.3271484,-304.1345215,2105.883057,0.75411683,1323.741211,-521.496582,2115.689453,0.908285,1310.560547,-447.2874756,2274.067871,0.62729275,1175.188721,-477.3166199,2229.873779,0.027284155,1039.607788,-388.8398743,1887.844116,0.93857455,1040.24585,-401.7893066,1990.553711,0.79359007,1056.799927,-423.1931763,2139.279541,0.82579243,981.8572388,-363.1186523,2298.908936,0.6695207,1224.922119,-586.3099365,2118.685303,0.9190364,1106.690918,-493.2081909,2180.938477,0.7986154,1114.545654,-461.7264099,2348.807617,0.8957141
98306,16,911.0026245,-387.8015442,1969.877808,0.9165538,907.84198,-373.3060913,1921.766602,0.9401677,1016.291809,-319.50177,1944.639771,0.9021892,1262.759155,-562.3171387,2095.234375,0.76876813,,,,0.84699076,1019.392456,-281.1034546,2000.898193,0.95792395,1064.166992,-298.0401001,2158.3479,0.8063315,924.1395874,-282.5786133,2130.53418,0.661616,1302.600586,-509.3239441,2116.776855,0.85910106,1291.936768,-432.7289124,2282.624512,0.75276613,1270.618408,-535.7810669,2260.393066,0.025232097,1015.014404,-379.9979248,1916.620728,0.8748793,1008.630432,-398.7136841,2010.337158,0.84459066,1025.568115,-419.0245056,2146.711426,0.82866305,983.5775757,-358.5014954,2342.933105,0.72170526,1211.108643,-577.6887817,2119.538574,0.7716849,1083.822876,-491.7491455,2181.717285,0.86232084,1101.465698,-459.8533325,2351.227051,0.94021094
98307,16,887.3356323,-385.3132629,1991.088867,0.9483452,885.4126587,-370.2734985,1940.61731,0.91536325,987.9345703,-313.0578613,1955.571655,0.82711756,1249.515503,-550.6260986,2090.727539,0.7734032,918.5169067,-286.7491455,1937.579224,0.92047656,992.012146,-268.5889282,2020.394287,0.9308948,1007.677979,-295.1451416,2160.53125,0.7370286,890.4748535,-248.0601196,2146.405518,0.70785934,1297.968506,-499.8414612,2120.283447,0.8432267,1251.239502,-428.4222107,2277.769531,0.49605882,1258.056885,-464.0459595,2302.090332,0.05806159,984.4437256,-373.0187988,1934.518066,0.8636872,969.5658569,-394.5731812,2018.292236,0.76735836,998.7971191,-415.8745728,2162.815918,0.84946203,958.9557495,-349.129425,2341.498047,0.74626726,1190.602173,-565.9067383,2111.395752,0.7588807,1069.060913,-485.3120117,2176.458252,0.77578145,1088.918579,-455.4212036,2357.813965,0.7882232
98308,16,857.5447388,-377.2920532,2006.768921,0.9752479,856.9050903,-362.4530029,1957.840088,0.9414362,958.7035522,-302.0336304,1976.334351,0.9167724,1235.176025,-537.4755859,2089.686035,0.8933312,,,,0.84595156,959.4172363,-271.3672485,2049.198975,0.9044479,977.6407471,-289.4545593,2166.020996,0.65067977,,,,0.09098115,1260.895508,-487.3530273,2111.877686,0.84591115,1233.171387,-405.6108398,2294.196289,0.13883306,1089.557739,-467.1843872,2243.996094,0.07119226,959.0206909,-358.3164673,1949.046997,0.92446953,946.7640381,-391.9196167,2037.215942,0.83950657,964.7815552,-393.2018433,2182.406006,0.80135006,914.6829224,-352.6235657,2315.569092,0.78184134,1172.284424,-552.7772217,2113.523926,0.8729974,1045.91687,-473.5312805,2180.208984,0.9366732,1102.127686,-463.0419312,2356.056152,0.90492374
98309,16,831.9396362,-372.5554504,2027.260742,0.95395315,829.9384155,-356.5139771,1977.786377,0.9721042,924.8175049,-289.1451416,1991.551758,0.92017204,1212.718994,-520.9923096,2085.832031,0.9135475,847.4450073,-276.3115845,1981.230957,0.86425394,927.9747314,-256.270874,2065.114258,0.96852446,,,,0.36114988,,,,0.3494802,1231.744141,-464.3653564,2105.769287,0.87381625,1222.790894,-400.0889587,2292.815186,0.120087415,1088.889282,-540.8322144,2242.671631,0.033892814,927.637207,-343.1915588,1965.080322,0.9310373,921.5678711,-381.9447327,2047.500977,0.912592,,,,0.50738364,930.1049805,-352.6025391,2333.440918,0.8198368,1150.861328,-541.7873535,2112.252441,0.9147696,1036.597412,-462.9042358,2201.330078,0.9022069,1104.885742,-465.1771545,2351.14209,0.9407454
98310,16,801.8550415,-365.931366,2042.564697,0.9290462,798.8924561,-347.5924683,1993.359375,0.9712897,890.5893555,-280.4838867,2008.456299,0.82612956,1194.84668,-501.9733582,2079.208252,0.8832863,804.0636597,-264.475708,1999.898682,0.8626626,883.7940674,-237.5274048,2077.249268,0.9811193,,,,0.13383313,,,,0.5797007,1210.321045,-450.9923706,2098.195801,0.8814339,1201.592529,-409.572937,2270.644775,0.2026342,1303.84668,-535.803894,2284.018555,0.16752794,889.3845215,-328.5119629,1982.243408,0.99171937,897.7817383,-367.75177,2069.447754,0.9438244,,,,0.6960502,,,,0.07305018,1133.025269,-531.8956299,2108.446777,0.95680636,1045.330811,-457.7973938,2214.654297,0.41058344,1101.318115,-459.291687,2351.620361,1.0
98311,16,767.1028442,-353.3909302,2056.867676,0.98403984,761.5686035,-335.6824951,2008.538818,0.9573784,,,,0.71952087,1155.713501,-490.329895,2072.577881,0.7668336,742.0725098,-264.8219604,2011.035767,0.86287564,856.0142822,-226.347168,2088.963379,0.8488703,,,,0.07509954,,,,0.11681451,1175.136719,-436.8779297,2092.722168,0.8964147,1208.008545,-423.1158447,2241.200439,0.9020707,1342.092041,-523.796814,2282.967285,0.74013233,851.2816162,-313.2243958,1993.312622,0.9297056,862.1964111,-354.770752,2059.976807,0.84440273,,,,0.60548246,,,,0.020914339,1107.501221,-517.4475098,2100.705811,0.969763,1014.741028,-439.5653381,2212.709229,0.80306184,1094.779053,-459.7521057,2349.788086,0.9717437
98312,16,734.6311646,-338.2297974,2064.876465,0.94071966,728.4689941,-320.3557739,2016.623901,0.91550833,814.1119385,-250.796936,2027.382568,0.76680076,1129.609619,-476.7362366,2072.124268,0.6829474,722.342041,-241.3864746,2019.260742,0.8992992,828.6096191,-205.5949707,2110.524414,0.89947236,,,,0.4535257,,,,0.08763016,1167.371094,-422.1496887,2104.078125,0.81732965,1184.671387,-416.0837402,2239.23291,0.79610676,1312.152466,-501.0378418,2252.501465,0.76397175,821.5097046,-292.2500305,2004.104614,0.96290123,836.5401611,-336.3016663,2061.548828,0.8329847,,,,0.37643063,,,,0.03279968,1088.133179,-506.4636536,2109.571045,1.0,984.208252,-429.7855835,2222.041992,0.7813639,1083.210815,-455.0136108,2354.647705,0.9302059
98313,16,708.0266724,-324.1228027,2073.46875,0.8891611,702.4677734,-305.8487244,2025.876831,0.93985146,,,,0.6768551,1098.698853,-452.5570984,2066.950195,0.79905015,,,,0.8307035,805.1699219,-188.7024231,2118.183594,0.88383955,798.2000732,-155.3312378,2286.963623,0.82589376,657.4028931,-102.0250244,2350.187988,0.8634031,1118.842651,-397.6429443,2093.891846,0.72549325,1156.016602,-397.3510742,2228.306152,0.66213113,1273.112061,-484.5839844,2226.781494,0.8140977,790.4693604,-277.9176636,2013.017212,0.8909707,812.9717407,-322.8964233,2068.992432,0.8331706,,,,0.18021406,,,,0.037548307,1063.037964,-491.9553223,2110.794678,0.8991039,971.5844727,-411.3295593,2223.846191,0.8389204,1067.835815,-442.6074524,2356.854004,0.6779537
98314,16,683.0114746,-307.9125061,2079.72998,0.95739025,677.3022461,-290.6996765,2032.024902,0.9750896,,,,0.5503065,1060.599121,-430.7137146,2061.617188,0.82815325,,,,0.82878405,767.5214844,-177.2434692,2121.872803,0.95540285,747.9487305,-126.1973877,2264.290039,0.9021475,618.5228882,-89.86553955,2366.938721,0.9405312,1087.952881,-379.4175415,2087.093018,0.8184082,1107.12085,-342.8235474,2246.497559,0.7380125,1233.930298,-464.7053223,2223.050293,0.78546417,760.1932373,-258.4727783,2016.276733,0.88094044,778.2714844,-302.9858704,2071.683105,0.84978276,,,,0.6405871,,,,0.08957009,1031.106201,-473.0093994,2098.24707,0.8211131,954.1865234,-403.2816162,2229.202393,0.58833665,1066.276245,-436.3648987,2350.317627,0.34490177
