id,trial,nose_x,nose_y,nose_z,nose_confidence,headTop_x,headTop_y,headTop_z,headTop_confidence,neck_x,neck_y,neck_z,neck_confidence,tailBase_x,tailBase_y,tailBase_z,tailBase_confidence,lEar_x,lEar_y,lEar_z,lEar_confidence,lShoulder_x,lShoulder_y,lShoulder_z,lShoulder_confidence,lElbow_x,lElbow_y,lElbow_z,lElbow_confidence,lWrist_x,lWrist_y,lWrist_z,lWrist_confidence,lHip_x,lHip_y,lHip_z,lHip_confidence,lKnee_x,lKnee_y,lKnee_z,lKnee_confidence,lAnkle_x,lAnkle_y,lAnkle_z,lAnkle_confidence,rEar_x,rEar_y,rEar_z,rEar_confidence,rShoulder_x,rShoulder_y,rShoulder_z,rShoulder_confidence,rElbow_x,rElbow_y,rElbow_z,rElbow_confidence,rWrist_x,rWrist_y,rWrist_z,rWrist_confidence,rHip_x,rHip_y,rHip_z,rHip_confidence,rKnee_x,rKnee_y,rKnee_z,rKnee_confidence,rAnkle_x,rAnkle_y,rAnkle_z,rAnkle_confidence
111393,18,-313.6951294,-512.7391357,2075.393799,0.8167339,-323.0725098,-503.1640015,2037.236816,0.8680175,-419.348999,-447.8301697,2057.667969,0.8803938,-650.0827637,-188.7450562,2164.205811,0.88713825,-420.0898438,-502.4754028,2025.09436,0.9523518,-463.1409302,-492.7971191,2125.266357,0.8912898,-571.6916504,-503.8786316,2262.102783,0.9385232,-557.2754517,-608.6938477,2399.583984,0.9317485,-669.9423218,-238.5668335,2191.239746,0.94374526,-603.0211182,-362.1040039,2253.967041,0.9043413,-645.590271,-370.5514221,2433.967773,0.8154585,-352.7766113,-420.7944946,2019.856812,0.9367541,-372.4036865,-400.5585327,2141.094727,0.9111294,-392.3483887,-344.1790161,2263.207031,0.9121723,-269.7238159,-443.0529785,2303.886719,0.7812558,-566.7433472,-174.6431885,2183.577148,0.8102846,-470.5726929,-263.725769,2268.755859,0.92530733,-438.6281128,-206.8630981,2420.481689,0.9256272
111394,18,,,,0.78489137,-320.6367188,-501.6380615,2040.662598,0.80833215,-410.406189,-443.0808105,2057.370605,0.92014617,-649.5860596,-190.4369507,2165.950439,0.87084806,-413.0869141,-499.1188965,2026.223999,0.932827,-457.3034973,-485.2119751,2125.658691,0.8580015,-564.3711548,-491.8608398,2263.07373,0.9024131,-536.2075195,-608.5649414,2392.798828,0.975009,-663.0563965,-239.213562,2200.513916,0.90027297,-601.4494629,-365.0076904,2251.536377,0.7936403,-646.178833,-380.2713623,2426.487549,0.7913149,-343.5933228,-419.7610779,2020.132568,0.96172106,-365.4309082,-400.9707947,2148.777344,0.9249881,-378.1896362,-333.3010254,2264.872559,0.8214471,-253.2039185,-426.180542,2337.71167,0.9859271,-566.28479,-174.4949341,2186.193848,0.7818108,-460.7242432,-260.4362793,2266.242676,0.90023416,-436.2840881,-207.6080933,2418.712402,0.9424905
111395,18,-305.2055054,-507.142395,2081.532715,0.80185086,-313.4842529,-498.250824,2044.403564,0.8428566,-400.0473328,-437.3602905,2060.01123,0.894581,-642.5273438,-192.7227173,2165.647461,0.855133,-401.4343262,-494.585907,2027.809326,0.91037834,-445.6781006,-482.0788879,2127.983398,0.84710705,-549.6102295,-491.8504333,2261.804199,0.92064726,-511.9009399,-609.3657837,2393.943115,0.9843096,-653.940918,-242.8060913,2199.415527,0.9174934,-596.5450439,-374.7203064,2247.301025,0.9038133,-637.5010986,-387.5674438,2421.691895,0.7712628,-336.8410034,-413.361969,2024.553101,0.9626843,-355.6744385,-396.3078918,2147.274414,0.9302708,-368.2226563,-331.578186,2267.584229,0.877519,-246.9171143,-412.8790283,2369.176025,0.927132,-560.0640869,-172.4087524,2183.027832,0.78644776,-454.9214783,-261.7128906,2263.025391,0.90337485,-436.5497131,-208.0653076,2420.155273,0.93824756
111396,18,-292.6860962,-504.2444153,2083.101807,0.81920683,-301.2021484,-495.8856812,2045.638428,0.8312257,-386.4280396,-431.0078125,2063.20459,0.91173023,-634.7960815,-190.7649536,2157.181152,0.8474869,-386.1473389,-493.0292969,2032.985352,0.9182745,-426.98349,-482.0206909,2129.895508,0.8821825,-529.6234741,-482.5592041,2265.366211,0.9245943,-489.4945679,-606.9516602,2389.804688,1.0,-650.8544922,-237.4772949,2193.441895,0.929778,-601.8623047,-365.4904785,2250.839355,0.97866994,-652.4477539,-383.0672607,2419.916016,0.8818784,-329.8625488,-407.6511536,2029.0979,1.0,-352.7128296,-387.0293579,2146.474365,0.8830532,-364.6401978,-332.3049622,2266.514404,0.9453443,-251.9855957,-398.285614,2395.4021,0.9349836,-549.6477051,-170.6784668,2179.301025,0.8274918,-448.7684326,-263.7380981,2261.889404,0.90897554,-438.2303162,-208.5854492,2419.575684,0.92921877
111397,18,-285.8494263,-504.2236633,2085.662842,0.8256205,-294.0443726,-494.9690857,2047.87085,0.83013505,-381.3201904,-429.2756958,2065.685059,0.88591194,-625.9604492,-193.100647,2148.189941,0.90589297,-382.0491943,-488.8340149,2037.045288,0.8768804,-419.2739868,-482.1523743,2134.153809,0.8585871,-506.7930298,-480.884491,2271.629395,0.8872406,-459.2926331,-608.4594727,2388.437988,0.97099024,-645.8765259,-239.762146,2187.317383,0.9193131,-597.3945923,-361.3536987,2250.76123,0.9410882,-657.2441406,-380.4482117,2418.250732,0.89724386,-320.5420532,-407.2303467,2030.650879,0.96351683,-342.8995361,-388.0830994,2146.149902,0.91372997,-361.6437378,-329.3183594,2269.663574,0.9196307,-256.5740967,-387.0063171,2404.811035,0.9632113,-544.362915,-170.2006836,2172.949951,0.8301819,-449.8600464,-265.1287842,2260.204102,0.9252957,-433.8415833,-212.5183105,2417.9021,0.96492565
111398,18,,,,0.78332525,-284.2496948,-494.4677734,2049.995361,0.8466922,-373.1416016,-427.7320251,2069.89209,0.87878233,-620.8997803,-191.3028564,2148.425781,0.9191607,-370.6799316,-488.2416992,2040.567261,0.88080835,-411.2211914,-483.2683105,2138.162109,0.88394344,-483.1196899,-478.9212646,2279.787354,0.8914696,-432.5150146,-606.479126,2386.360107,0.99577856,-635.4892578,-240.1304932,2188.872559,0.8796591,-594.5142822,-360.6590576,2252.58374,0.94275385,-655.1168823,-379.5380249,2417.926758,0.89861566,-310.9338989,-405.4688416,2035.838257,0.9482904,-334.1008911,-390.7178955,2153.078613,0.9400493,-360.9142456,-323.2789917,2273.275146,0.89196986,-256.4465942,-382.059082,2400.123535,0.86660635,-537.8447266,-169.9606323,2172.004395,0.8293125,-443.0275879,-264.3243408,2258.119873,0.8828094,-431.3301086,-213.1472778,2417.885742,0.9526108
111399,18,-262.8903198,-505.3276672,2092.983887,0.9055481,-271.7629395,-495.7661133,2055.067139,0.9261507,-358.3451233,-426.0248108,2073.355713,0.84413624,-610.4845581,-192.9684448,2140.098145,0.8557783,-358.6962891,-482.0704346,2044.0448,0.8535177,-402.609375,-480.8841553,2142.690918,0.8806364,-462.5448303,-484.9066467,2282.336914,0.87734157,-407.1090088,-607.8251953,2384.297363,0.9634812,-627.3822632,-242.7987061,2184.211426,0.87838835,-591.6081543,-358.3453674,2252.236572,0.98603123,-655.1408081,-379.1946411,2417.624023,0.88733244,-293.5540161,-406.508606,2038.067139,0.9341004,-323.0949097,-385.9367065,2156.168457,0.90649974,-358.5785828,-319.4816284,2276.335449,0.85446346,-246.8843384,-383.7955627,2398.874512,0.7997855,-527.112915,-172.3024292,2165.310547,0.84084016,-436.616394,-265.0843506,2254.704102,0.83915335,-429.0369263,-212.9797363,2417.967773,0.93448263
111400,18,-248.9759521,-506.6893311,2100.174072,0.84377605,-258.196167,-496.5358887,2062.003174,0.8682324,-345.7493896,-428.3947449,2077.78418,0.8550123,-603.3909302,-196.730957,2135.752686,0.87681586,-346.4199219,-484.3092957,2052.544678,0.8860048,-391.7581177,-482.6071472,2147.587891,0.9003353,-431.0369263,-491.5416565,2283.852783,0.8783902,-383.5383301,-617.3642578,2388.894043,0.999059,-621.4430542,-243.3947754,2186.002441,0.87772727,-587.934082,-357.5574951,2252.544434,0.99716395,-653.607666,-376.6985168,2418.744629,0.89153636,-274.3419189,-411.0040894,2044.957031,0.9209443,-309.7409668,-387.9637451,2155.758789,0.9451929,-354.9718323,-321.9346008,2276.560547,0.8320853,-243.8869019,-384.445282,2399.692627,0.72947925,-521.2401123,-173.4257813,2160.125488,0.81990093,-431.6183167,-264.2784424,2253.596191,0.8849434,-427.285675,-214.7138672,2418.093506,0.9365107
111401,18,-237.9119873,-511.5330505,2103.273438,0.83661765,-247.2935791,-501.7120972,2065.29834,0.8507547,-335.0567017,-433.4934692,2079.451904,0.86696976,-599.0357666,-197.8640137,2134.170898,0.8970179,-339.6715088,-488.1127319,2056.664551,0.8649631,-379.3004761,-486.4988403,2149.860352,0.8877273,-411.1166077,-499.0604248,2291.734131,0.8730949,-358.1647949,-622.777832,2388.008789,0.9601456,-617.1135254,-243.9961548,2189.733887,0.8810947,-584.2592773,-356.8600769,2253.753662,1.0,-652.8300781,-378.2376709,2419.343506,0.9080518,-264.6929932,-415.4734802,2046.10022,0.9548983,-300.3217773,-388.5203247,2154.550781,0.9438778,-351.8189087,-321.6642761,2273.96875,0.86385185,-243.8173218,-382.5914307,2400.142578,0.6966389,-517.2816162,-174.328125,2164.421387,0.8077224,-426.2341919,-263.1569824,2253.974854,0.900844,-425.6503296,-217.5474243,2420.936035,0.91708225
111402,18,-229.918335,-517.3909912,2113.647461,0.9358305,-238.1312866,-507.9986572,2075.181641,0.86942744,-324.4504395,-438.0176392,2081.159424,0.88796735,-589.5992432,-199.8391724,2128.843506,0.8656906,-328.6627808,-493.1154785,2058.889404,0.89439017,-366.7368774,-489.2601624,2152.179199,0.879948,-386.1277466,-512.5705566,2291.442139,0.89336795,-340.0906982,-631.1674805,2392.527832,0.9768231,-610.1030273,-245.3748779,2184.78833,0.84018373,-583.4192505,-356.5443726,2254.72583,1.0,-651.8400879,-378.8695068,2421.623291,0.8954147,-254.0348511,-421.0867615,2048.747314,0.90403783,-287.9480591,-390.6596375,2151.206055,0.9200411,-350.4152222,-320.9106445,2273.731934,0.8699971,-255.3809204,-381.4354858,2411.155273,0.9860448,-510.9577942,-174.578186,2162.886475,0.78689295,-421.292572,-263.8766479,2252.783936,0.8757144,-425.0524292,-218.2696533,2420.641602,0.91804975
111403,18,-220.6918945,-523.8526611,2115.841553,0.92411184,-228.350708,-514.7026367,2077.320801,0.87822,-312.9224854,-442.2521362,2082.496582,0.8482275,-582.8534546,-202.2634888,2124.155762,0.85851145,-320.2393799,-498.231781,2061.633545,0.87382424,-357.3130493,-494.2286377,2156.561035,0.88449943,-372.9888916,-523.0039063,2298.223389,0.87788033,-322.8695068,-638.9971924,2394.045898,0.9996099,-601.9908447,-245.9075928,2179.38916,0.8314397,-581.124939,-355.4776001,2253.867676,1.0,-651.3360596,-377.4916992,2421.689453,0.906695,-241.1831055,-428.8115234,2051.167969,0.9157403,-278.4393311,-393.5065002,2153.25708,0.9418586,-342.4129639,-320.5951538,2273.578613,0.91161674,-251.2098389,-381.8135376,2408.767578,0.9747667,-501.94104,-175.8115845,2153.608643,0.8398461,-418.7085571,-266.208374,2252.429688,0.86577636,-420.9151917,-219.6031494,2417.370605,0.93711597
111404,18,-206.8048706,-527.1313477,2116.934082,0.8484535,-215.5188599,-518.8292236,2078.432129,0.8496891,-305.2732544,-446.7174072,2082.594238,0.8705105,-571.5674438,-203.7983398,2120.696777,0.8480865,,,,0.8450241,-349.9259033,-499.6807556,2157.958496,0.89834505,-354.5302429,-534.692627,2300.097656,0.8541357,-308.3546143,-650.6115723,2398.832764,0.9584237,-592.1688232,-248.1461182,2173.40625,0.8567931,-577.5008545,-354.8067627,2250.786377,0.98209465,-652.3536987,-382.5759888,2420.454102,0.8954466,-231.9880981,-435.7255554,2049.958008,0.9466986,-270.2572632,-394.4956665,2150.804199,0.9535689,-338.2906494,-319.8058777,2274.796875,0.87949085,-245.4934692,-383.0865479,2408.501953,0.9834949,-489.6881104,-182.2033081,2152.483154,0.8308634,-405.7885742,-267.9918213,2251.115723,0.8315973,-424.6593018,-215.5330811,2415.0625,0.93765426
111405,18,-201.3974609,-535.1959229,2116.781006,0.8115696,-209.7440796,-527.0506592,2078.840576,0.8367639,-297.1099243,-456.1044312,2084.894043,0.87869555,-558.7005615,-203.4752197,2117.58374,0.82296175,-300.862793,-515.3863525,2064.061523,0.90110594,-343.8768616,-505.5304565,2157.398438,0.85677683,-342.4994812,-544.8734131,2302.348145,0.8712483,-292.7526245,-663.1685791,2400.962402,0.946425,-581.5199585,-248.7628784,2172.685059,0.88069546,-575.6789551,-357.8762207,2249.512939,0.97209203,-652.5409546,-385.4901733,2415.719238,0.8906109,-225.8157959,-444.4556274,2052.005615,0.92229235,-257.197998,-403.9736938,2151.495605,0.9268856,-335.5483704,-321.9015198,2271.831543,0.8708289,-244.4917603,-383.5150146,2408.02417,0.9708012,-477.4670105,-183.3283691,2149.570801,0.81901515,-399.9992676,-271.6340332,2251.457031,0.81129885,-422.7878723,-216.8894653,2414.623291,0.93307626
111406,18,,,,0.76708245,,,,0.79614604,-290.1171875,-465.1979675,2085.593506,0.89199597,-547.6399536,-203.3548584,2114.334473,0.9061281,-295.1401367,-525.3341064,2065.939209,0.89147425,-338.3824768,-512.7022705,2156.786621,0.88308024,-325.9250488,-560.8079834,2296.71875,0.89996886,-273.4977417,-674.5281982,2404.655029,0.93717533,-575.052002,-250.7686157,2170.66333,0.85226023,-573.1467896,-360.7827148,2251.909912,0.9444223,-656.6936035,-390.0556335,2413.641113,0.9234384,-217.4053345,-454.5876465,2054.509277,0.91919816,-251.6699219,-412.0397949,2154.505615,0.9644854,-331.9845581,-328.2651367,2267.631104,0.88238776,-248.2677612,-384.8476563,2403.823242,0.9948053,-473.0179443,-184.7543335,2146.972412,0.82104284,-392.4836426,-274.5493774,2250.96875,0.8114633,-422.0683899,-220.7699585,2417.221191,0.92154014
111407,18,-195.8297729,-555.6984863,2126.487549,0.8594756,-201.7816772,-548.6729736,2086.829102,0.82251066,-284.6239014,-472.6060181,2083.002686,0.86822236,-542.0548706,-206.1569824,2112.298584,0.8728404,-288.7579956,-533.2799072,2065.252441,0.9206003,-332.2239685,-523.704834,2159.682373,0.8779246,-312.7990723,-577.8673096,2292.939453,0.90118307,-263.0333252,-681.4440918,2402.250732,0.9561318,-561.1853638,-253.8247681,2161.162354,0.7643823,-567.2058105,-359.885437,2253.123291,0.99875855,-659.6906738,-385.9923401,2408.428223,0.88086635,-210.7961426,-465.2182617,2056.329102,0.8716322,-240.739563,-416.0592346,2149.839844,0.94142497,-331.1268005,-331.7824707,2265.9375,0.8524556,-250.1157837,-386.2143555,2402.573242,0.9526093,-465.47052,-185.3518677,2146.054688,0.8195539,-387.0750732,-277.6106567,2253.77002,0.81137604,-427.9855347,-216.4425049,2419.491699,0.9395253
111408,18,-193.4609375,-570.2755737,2131.972168,0.9039814,-199.5933838,-562.9611206,2092.282959,0.8554795,-278.3808594,-485.0613403,2085.885254,0.88154984,-534.9347534,-208.3452148,2109.293457,0.8971072,-287.1921387,-541.3768921,2067.25293,0.8874222,-326.3987732,-533.8865356,2157.796875,0.8820502,-306.302002,-590.8046875,2291.31958,0.8473314,-249.9851074,-692.7247925,2405.541016,0.91286093,-556.9099121,-254.0803833,2144.823242,0.8137524,-556.0487061,-365.3029785,2248.508301,0.9092746,-656.7433472,-388.7633362,2405.236328,0.90447205,-203.2770996,-479.5404663,2056.828125,0.8931871,-237.0621948,-425.6791687,2151.151611,0.94540805,-330.9215393,-339.4031982,2261.808594,0.92099357,-253.6350098,-389.8306274,2401.300537,0.96903646,-463.4522095,-185.8050537,2145.700684,0.87816346,-383.651123,-282.6151123,2257.320557,0.79627144,-428.2588196,-217.8361816,2421.94458,0.8886617
111409,18,-193.020874,-581.9259644,2134.40332,0.9342815,-198.3868408,-574.8637085,2094.851074,0.8496812,-274.1669312,-498.1942749,2087.333984,0.8796245,-524.5817871,-213.1925049,2105.447998,0.8617167,-283.4453125,-552.8752441,2069.189209,0.8905426,-321.0947266,-544.9920654,2161.519531,0.92417437,-302.1739502,-603.8174438,2295.700928,0.89673716,-239.0822754,-699.6364746,2406.54541,0.9888562,-547.1921387,-259.3620605,2148.908447,0.70395106,-547.6846313,-366.8422546,2252.358398,0.9201848,-654.5133057,-387.6988525,2403.21582,0.932255,-199.3552246,-493.6260071,2057.32373,0.83549535,-229.6080322,-438.2901917,2151.521973,0.92677945,-326.4007263,-346.6149292,2254.592529,0.8984121,-251.3452148,-393.0897217,2400.802002,0.9457973,-457.7808838,-192.229126,2143.589844,0.89190644,-380.6298218,-287.3912354,2259.134277,0.81655943,-427.0212402,-217.9507446,2419.916016,0.89654374
111410,18,-189.6436768,-593.7450562,2142.44458,0.92774105,-194.1003418,-588.1777954,2102.314941,0.8821628,-272.6799927,-513.1466675,2088.239502,0.8423098,-518.4287109,-217.5927734,2105.696289,0.90491015,-283.059082,-568.161377,2071.353027,0.9103366,-315.803772,-558.3242188,2160.140625,0.8649434,-296.537323,-613.9550781,2299.964355,0.9031485,-228.774292,-707.135376,2406.95752,0.95503086,-534.8386841,-266.3304443,2138.392822,0.797881,-536.9494019,-369.2445068,2246.302734,0.927394,-651.9830322,-384.3385315,2402.544434,0.95629996,-197.8352661,-509.5827942,2058.741943,0.9104433,-231.786438,-448.2150879,2145.949951,0.96330756,-327.5935669,-353.1795654,2251.515137,0.8819738,-252.2741699,-396.788269,2400.149902,0.9601375,-447.8311768,-200.371582,2141.172852,0.8916343,-376.2167664,-290.0950317,2255.947998,0.83517504,-431.3140869,-220.5645752,2421.63208,0.91694105
111411,18,-185.6730957,-610.9455566,2146.27002,0.9322541,-191.0032959,-605.3765259,2105.582764,0.89577544,-268.0914917,-524.5780029,2094.155762,0.85792464,-505.7139587,-226.7633057,2102.416748,0.8922591,-281.0326538,-577.4953003,2072.936035,0.92081803,-317.8865356,-569.1175537,2173.831787,0.9033366,-295.9653931,-613.3419189,2301.679688,0.8970556,-228.6716309,-710.43396,2407.575684,0.9496038,-527.0811157,-278.3572388,2150.717041,0.77369845,-528.1549072,-374.3203735,2243.473145,0.6986157,-645.979248,-384.6212158,2401.380371,0.93033075,-190.6428223,-521.9979248,2061.313965,0.9016481,-218.6934204,-465.2757874,2152.934814,0.95407206,-319.1172485,-358.8301697,2250.044922,0.8632171,-241.2711182,-398.9099731,2398.977051,0.97821796,-439.7732544,-205.8959961,2139.978516,0.902893,-376.1642151,-294.4758911,2258.659424,0.8560049,-427.4792175,-223.9296875,2420.576172,0.91218126
111412,18,-184.3413086,-627.111084,2151.572021,0.9288454,-189.6575317,-622.4187012,2111.30249,0.8732384,-259.2392578,-540.4017334,2098.522461,0.8545798,-497.3980713,-234.0915527,2101.420898,0.9199371,-277.1210938,-594.831543,2079.30542,0.9523084,-309.3997803,-585.3341675,2175.049805,0.8895823,-292.8036194,-615.430542,2305.92041,0.8378262,-228.5998535,-710.1175537,2408.876953,0.9631569,-519.6898193,-283.46698,2143.504395,0.8484541,-516.8726807,-378.5852661,2246.513672,0.8271173,-640.2416382,-374.4476013,2390.698242,0.8976734,-179.5050659,-541.2547607,2071.223877,0.88044256,-211.8010254,-478.5192261,2154.431396,0.91219926,-315.6292419,-371.1922302,2246.638672,0.9008332,-241.071228,-406.5236816,2394.237793,0.9339698,-433.1638794,-214.1750488,2137.445801,0.88534635,-370.4188843,-295.6827393,2262.021484,0.8785421,-436.2341919,-222.800415,2419.874512,0.8700204
111413,18,-183.7906494,-645.1253052,2155.942871,0.9190786,-188.569458,-638.9398804,2115.32666,0.8724264,-251.0041504,-552.9350586,2103.458496,0.86618423,-481.4277954,-244.7139282,2096.625488,0.84482974,-274.1978149,-604.4371338,2082.888916,0.9655747,-309.2980652,-595.2619019,2179.213379,0.91469735,-301.1967773,-604.8295898,2312.909912,0.79345316,-232.5518799,-710.869873,2407.243164,1.0,-507.6917419,-291.4484253,2136.485107,0.8764682,-495.9360352,-383.4403687,2247.69458,0.6042884,-633.3554688,-370.802124,2386.246338,0.8997948,-173.7904663,-558.2215576,2077.668213,0.9447018,-204.7340698,-489.974823,2159.292725,0.96791846,-302.9319153,-387.2406921,2247.685547,0.9001194,-214.8347168,-411.8326721,2385.297607,0.963582,-419.7914429,-223.364502,2136.644775,0.790043,-370.6166992,-298.5210571,2269.581787,0.77448344,-434.1339722,-218.5136719,2419.159668,0.8353207
111414,18,-179.4969482,-657.9245605,2163.180908,0.89162016,-184.3272705,-651.8671265,2122.610107,0.85885596,-250.1975708,-567.991394,2109.76123,0.8106919,-473.7289429,-249.4054565,2097.235107,0.9033555,-269.8268433,-622.4165039,2089.680908,0.9612285,-305.0681763,-608.8476563,2181.329834,0.86799556,-306.9893799,-602.135437,2316.518555,0.8693323,-240.5274658,-714.1634521,2408.635986,0.972531,-501.6138611,-298.3925781,2138.949463,0.9115792,-470.9598083,-388.4536743,2260.079346,0.8002938,-619.3892822,-361.6641235,2381.855225,0.8379659,-172.6083374,-572.0907593,2084.358398,0.9571183,-200.6565552,-505.151123,2165.228027,0.95001054,-299.6254883,-404.5823364,2250.771729,0.93199056,-211.6881714,-434.7153625,2374.651611,0.8811314,-414.4246826,-227.6866455,2136.305908,0.86513525,-359.539093,-306.6468506,2264.171143,0.6005429,-423.6873169,-222.7366333,2408.946045,0.87209773
111415,18,-186.2018433,-671.7573853,2168.457764,0.92366296,-189.0637817,-667.1646118,2127.86084,0.8873674,-243.0095825,-580.9025879,2111.427002,0.86787486,-468.2399292,-257.1052246,2096.929932,0.8823857,-269.1904907,-636.2944336,2094.338867,0.9472338,-303.2760925,-617.1906738,2182.443359,0.9064833,-308.0198669,-598.0315552,2319.682617,0.86684024,-236.9447021,-706.1181641,2411.311523,0.9197123,-496.7107544,-306.4761353,2139.650391,0.93122417,-452.0635681,-397.8121338,2263.855713,0.6923655,-590.4302979,-342.8344727,2390.799316,0.7918273,-165.2456055,-585.847168,2087.986084,0.9354477,-194.5256348,-521.1282959,2174.593018,0.99952906,-284.324707,-411.878479,2254.083008,0.8989098,-191.5882568,-468.691803,2359.32251,0.8573249,-406.2861328,-232.2640381,2137.341797,0.8304936,-354.7166748,-311.3428955,2265.48999,0.57162917,-422.9320068,-217.7573853,2398.849854,0.857036
111416,18,-179.5157471,-684.8221436,2178.216797,0.94349384,-183.5006104,-682.3080444,2137.721436,0.92958117,-237.7401733,-596.0198975,2115.647705,0.8679756,-461.7643433,-271.3060303,2095.569092,0.8402472,-267.1249695,-653.2463379,2100.433594,0.9167148,-302.7557373,-628.5783691,2187.317871,0.8944093,-307.4911804,-598.8369141,2321.482422,0.8739923,-238.2895508,-699.5205078,2412.998779,0.939199,-495.3374634,-315.5131226,2142.987305,0.91500795,-436.3607178,-415.6633911,2264.600098,0.61012816,-546.479248,-350.3553467,2364.185547,0.15599473,-161.3172607,-605.6555176,2092.101807,0.9662762,-188.1231079,-534.3560791,2185.061523,0.9444501,-266.3686218,-421.9898376,2255.701416,0.9467286,-195.4232178,-503.3827515,2349.07251,0.9608903,-397.8435669,-244.793396,2135.286621,0.8939363,-350.0497742,-317.1069336,2264.57373,0.5922561,-436.2288818,-210.1038208,2407.392578,0.92760026
111417,18,-176.8595581,-696.9024658,2180.393555,0.93315417,-180.331604,-695.074646,2141.128662,0.90182775,-232.5645752,-608.114624,2115.005371,0.8642558,-456.6559448,-279.8413086,2100.08374,0.88202834,-263.0585632,-666.6282349,2103.794922,0.942635,-296.6439819,-636.749939,2186.625,0.9064414,-305.700592,-603.4238281,2316.650635,0.86508656,-232.1171875,-700.5461426,2410.453857,0.941111,-489.7522278,-321.383728,2145.857666,0.94314504,-416.5621033,-430.6390076,2263.468018,0.33881342,-527.0994873,-351.9916992,2380.78125,0.8045186,-158.3806152,-617.6320801,2094.725098,0.9551045,-182.3670044,-545.1049194,2180.678711,0.9328601,-262.0570679,-442.6864624,2266.995605,0.9739335,-189.9937744,-537.0143433,2350.172119,0.9443018,-392.4176025,-255.9765625,2136.689697,0.8654594,-349.4537659,-318.6714478,2271.699219,0.58951306,-440.2183228,-211.8240356,2414.667236,0.96224606
111418,18,-174.2030029,-710.7861938,2186.836914,0.94342977,-177.447937,-710.1489868,2145.878174,0.9105823,-227.4747314,-616.6744995,2117.644043,0.87614864,-453.0865479,-281.8764648,2109.416992,0.8967602,-260.4822693,-677.0546875,2106.218994,0.9196319,-292.8612976,-642.6339111,2189.809326,0.83102554,-311.3680725,-599.9050903,2315.612061,0.8627693,-225.4401855,-700.8763428,2411.501709,0.79892063,-483.8195801,-329.0773926,2147.489502,0.9198648,-386.4369507,-429.1170654,2266.756836,0.23198393,-485.9371643,-369.9899902,2367.058594,0.67977214,-152.5928345,-636.342041,2097.709473,0.93941903,-180.8554077,-565.8925171,2195.178711,0.94261914,-243.1901245,-459.5551147,2277.413818,0.9299922,-184.2285156,-572.0705566,2356.442139,0.81781787,-390.6723938,-267.3002319,2145.865723,0.8854434,-358.1954346,-319.1040039,2282.770264,0.7552833,-430.0678101,-216.0148926,2409.295166,0.94135976
111419,18,-176.1691895,-723.9619751,2188.495117,0.9190324,-179.6167603,-722.9040527,2148.020508,0.892632,-228.2070313,-633.3421631,2118.417969,0.91459036,-446.8897705,-293.730835,2110.541992,0.9190859,-260.4786682,-690.6939697,2110.230713,0.9373203,-292.2684326,-655.932251,2193.144531,0.8513842,-309.5404358,-604.3321533,2313.5625,0.86748546,-239.0171509,-709.4160767,2412.468262,0.9102139,-480.1303101,-337.8114624,2153.394287,0.9021475,-315.7614136,-517.2351074,2285.489746,0.010327624,-484.8704834,-370.1146851,2359.195313,0.6022733,-152.8638306,-646.0275879,2094.116211,0.9205893,-179.5565796,-586.7402344,2203.01001,0.898694,-218.6734009,-486.3347473,2306.184814,0.9528037,-181.4299316,-610.3477173,2358.952637,0.78855854,-384.3539429,-278.3290405,2143.796387,0.90848076,-341.2484741,-331.4336548,2281.377197,0.7458776,-433.2169189,-215.1407471,2407.362793,0.96034104
111420,18,-168.5601807,-731.9720459,2190.921631,0.9142819,-171.741333,-732.2051392,2150.150879,0.8716707,-224.7547607,-643.5119629,2121.462891,0.92697823,-442.9699707,-306.0918579,2112.341309,0.95124406,-256.2320862,-703.2896729,2112.715332,0.93015325,-288.2313843,-664.09729,2194.09668,0.92972946,-297.2629089,-605.5911865,2317.942139,0.82828677,-241.6374817,-705.5056763,2411.606934,0.70702857,-474.0552368,-349.8912964,2157.314941,0.8468351,-366.7734985,-457.7134399,2260.740967,0.28837037,-448.8071899,-366.4440308,2372.950195,0.8595125,-149.9216919,-658.2382202,2094.85083,0.93407923,-168.1359863,-607.87854,2201.814697,0.90270054,-191.0177002,-515.9750366,2323.343018,0.96192217,-138.1710205,-656.8538818,2353.885742,0.85386705,-379.5397034,-285.8314209,2146.696777,0.9487259,-354.9927368,-330.9457397,2293.523438,0.92323905,-433.8973389,-211.9400024,2405.608398,0.96379286
111421,18,-163.5957642,-742.1741333,2191.82666,0.87545216,-167.4367065,-742.201416,2150.818848,0.8480936,-221.0436401,-651.6739502,2121.9646,0.9229608,-439.5697327,-311.4449463,2113.017822,0.9243351,-250.6853027,-711.8193359,2111.59082,0.90668225,-286.8656311,-672.9584961,2194.864258,0.894602,-305.782196,-609.2998047,2313.194092,0.606482,-246.166626,-715.1251831,2414.748047,0.8631952,-468.8894958,-356.0637817,2152.921143,0.8657196,-346.9541321,-453.9910889,2261.619385,0.7459284,-409.256897,-360.5721436,2381.821777,0.9467229,-142.7202759,-670.8006592,2099.210693,0.9721254,-162.00354,-611.2199097,2186.81543,0.9276065,,,,0.6977474,-110.6193848,-700.1920776,2342.777832,0.9248468,-376.1585388,-294.3042603,2148.443604,0.8941325,-349.3389893,-333.5214233,2288.753418,0.86666435,-431.9520264,-213.2523193,2401.881348,0.99272925
