id,trial,s_1,s_2,s_3,s_4,tag
36623,3,1,1,1,0,0
36624,3,1,1,1,0,0
36625,3,1,1,1,0,0
36626,3,1,1,1,0,0
36627,3,1,1,1,0,0
36628,3,1,1,1,0,0
36629,3,1,1,1,0,0
36630,3,1,1,1,0,0
36631,3,1,1,1,0,0
36632,3,1,1,1,0,0
36633,3,1,1,1,0,0
36634,3,1,1,1,0,0
36635,3,1,1,1,0,0
36636,3,1,1,1,0,0
36637,3,1,1,1,0,0
36638,3,1,1,1,0,0
36639,3,1,1,1,0,0
36640,3,1,1,1,0,0
36641,3,1,1,1,0,0
36642,3,1,1,1,0,0
36643,3,1,1,1,0,0
36644,3,1,1,1,0,0
36645,3,1,1,1,0,0
36646,3,1,1,1,0,0
36647,3,1,1,1,0,0
36648,3,1,1,1,0,0
36649,3,1,1,1,0,0
36650,3,1,1,1,0,0
36651,3,1,1,1,0,0
36652,3,1,1,1,0,0
36653,3,1,1,1,0,0
36654,3,1,1,1,0,0
36655,3,1,1,1,0,0
36656,3,1,1,1,0,0
36657,3,1,1,1,0,0
36658,3,1,1,1,0,0
36659,3,1,1,1,0,0
36660,3,1,1,1,0,0
36661,3,1,1,1,0,0
36662,3,1,1,1,0,0
36663,3,1,1,1,0,0
36664,3,1,1,1,0,0
36665,3,1,1,1,0,0
36666,3,1,1,1,0,0
36667,3,1,1,1,0,0
36668,3,1,1,1,0,0
36669,3,1,1,1,0,0
36670,3,1,1,1,0,0
36671,3,1,1,1,0,0
36672,3,1,1,1,0,0
36673,3,1,1,1,0,0
36674,3,1,1,1,0,0
36675,3,1,1,1,0,0
36676,3,1,1,1,0,0
36677,3,1,1,1,0,0
36678,3,1,1,1,0,0
36679,3,1,1,1,0,0
36680,3,1,1,1,0,0
36681,3,1,1,1,0,0
36682,3,1,1,1,0,0
36683,3,1,1,1,0,0
36684,3,1,1,1,0,0
36685,3,1,1,1,0,0
36686,3,1,1,1,0,0
36687,3,1,1,1,0,0
36688,3,1,1,1,0,0
36689,3,1,1,1,0,0
36690,3,1,1,1,0,0
36691,3,1,1,1,0,0
36692,3,1,1,1,0,0
36693,3,1,1,1,0,0
36694,3,1,1,1,0,0
36695,3,1,1,1,0,0
36696,3,1,1,1,0,0
36697,3,1,1,1,0,0
36698,3,1,1,1,0,0
36699,3,1,1,1,0,0
36700,3,1,1,1,0,0
36701,3,1,1,1,0,0
36702,3,1,1,1,0,0
36703,3,1,1,1,0,0
36704,3,1,1,1,0,0
36705,3,1,1,1,0,0
36706,3,1,1,1,0,0
36707,3,1,1,1,0,0
36708,3,1,1,1,0,0
36709,3,1,1,1,0,0
36710,3,1,1,1,0,0
36711,3,1,1,1,0,0
36712,3,1,1,1,0,0
36713,3,1,1,1,0,0
36714,3,1,1,1,0,0
36715,3,1,1,1,0,0
36716,3,1,1,1,0,0
36717,3,1,1,1,0,0
36718,3,1,1,1,0,0
36719,3,1,1,1,0,0
36720,3,1,1,1,0,0
36721,3,1,1,1,0,0
36722,3,1,1,1,0,0
36723,3,1,1,1,0,0
36724,3,1,1,1,0,0
36725,3,1,1,1,0,0
36726,3,1,1,1,0,0
36727,3,1,1,1,0,0
36728,3,1,1,1,0,0
36729,3,1,1,1,0,0
36730,3,1,1,1,0,0
36731,3,1,1,1,0,0
36732,3,1,1,1,0,0
36733,3,1,1,1,0,0
36734,3,1,1,1,0,0
36735,3,1,1,1,0,0
36736,3,1,1,1,0,0
36737,3,1,1,1,0,0
36738,3,1,1,1,0,0
36739,3,1,1,1,0,0
36740,3,1,1,1,0,0
36741,3,1,1,1,0,0
36742,3,1,1,1,0,0
36743,3,1,1,1,0,0
36744,3,1,1,1,0,0
36745,3,1,1,1,0,0
36746,3,1,1,1,0,0
36747,3,1,1,1,0,0
36748,3,1,1,1,0,0
36749,3,1,1,1,0,0
36750,3,1,1,1,0,0
36751,3,1,1,1,0,0
36752,3,1,1,1,0,0
36753,3,1,1,1,0,0
36754,3,1,1,1,0,0
36755,3,1,1,1,0,0
36756,3,1,1,1,0,0
36757,3,1,1,1,0,0
36758,3,1,1,1,0,0
36759,3,1,1,1,0,0
36760,3,1,1,1,0,0
36761,3,1,1,1,0,0
36762,3,1,1,1,0,0
36763,3,1,1,1,0,0
36764,3,1,1,1,0,0
36765,3,1,1,1,0,0
36766,3,1,1,1,0,0
36767,3,1,1,1,0,0
36768,3,1,1,1,0,0
36769,3,1,1,1,0,0
36770,3,1,1,1,0,0
36771,3,1,1,1,0,0
36772,3,1,1,1,0,0
36773,3,1,1,1,0,0
36774,3,1,1,1,0,0
36775,3,1,1,1,0,0
36776,3,1,1,1,0,0
36777,3,1,1,1,0,0
36778,3,1,1,1,0,0
36779,3,1,1,1,0,0
36780,3,1,1,1,0,0
36781,3,1,1,1,0,0
36782,3,1,1,1,0,0
36783,3,1,1,1,0,0
36784,3,1,1,1,0,0
36785,3,1,1,1,0,0
36786,3,1,1,1,0,0
36787,3,1,1,1,0,0
36788,3,1,1,1,0,0
36789,3,1,1,1,0,0
36790,3,1,1,1,0,0
36791,3,1,1,1,0,0
36792,3,1,1,1,0,0
36793,3,1,1,1,0,0
36794,3,1,1,1,0,0
36795,3,1,1,1,0,0
36796,3,1,1,1,0,0
36797,3,1,1,1,0,0
36798,3,1,1,1,0,0
36799,3,1,1,1,0,0
36800,3,1,1,1,0,0
36801,3,1,1,1,0,0
36802,3,1,1,1,0,0
36803,3,1,1,1,0,0
36804,3,1,1,1,0,0
36805,3,1,1,1,0,0
36806,3,1,1,1,0,0
36807,3,1,1,1,0,0
36808,3,1,1,1,0,0
36809,3,1,1,1,0,0
36810,3,1,1,1,0,0
36811,3,1,0,1,0,1
36812,3,1,0,1,0,0
36813,3,1,0,1,0,0
36814,3,1,0,1,0,0
36815,3,1,0,1,0,0
36816,3,1,0,1,0,0
36817,3,1,0,1,0,0
36818,3,1,0,1,0,0
36819,3,1,0,1,0,0
36820,3,1,0,1,0,0
36821,3,1,0,1,0,0
36822,3,1,0,1,0,0
36823,3,1,0,1,0,0
36824,3,1,0,1,0,0
36825,3,1,0,1,0,0
36826,3,1,0,1,0,0
36827,3,1,0,1,0,0
36828,3,1,0,1,0,0
36829,3,1,0,1,0,0
36830,3,1,0,1,0,0
36831,3,1,0,1,0,0
36832,3,1,0,1,0,0
36833,3,1,0,1,0,0
36834,3,1,0,1,0,0
36835,3,1,0,1,0,0
36836,3,1,0,1,0,0
36837,3,1,0,1,0,0
36838,3,1,0,1,0,0
36839,3,1,0,1,0,0
36840,3,1,0,1,0,0
36841,3,1,0,1,0,0
36842,3,1,0,1,0,0
36843,3,1,0,1,0,0
36844,3,1,0,1,0,0
36845,3,1,0,1,0,0
36846,3,1,0,1,0,0
36847,3,1,0,1,0,0
36848,3,1,0,1,0,0
36849,3,1,0,1,0,0
36850,3,1,0,1,0,0
36851,3,1,0,1,0,0
36852,3,1,0,1,0,0
36853,3,1,0,1,0,0
36854,3,1,0,1,0,0
36855,3,1,0,1,0,0
36856,3,1,0,1,0,0
36857,3,1,0,1,0,0
36858,3,1,0,1,0,0
36859,3,1,0,1,0,0
36860,3,1,0,1,0,0
36861,3,1,0,1,0,0
36862,3,1,0,1,0,0
36863,3,1,0,1,0,0
36864,3,1,0,1,0,0
36865,3,1,0,1,0,0
36866,3,1,0,1,0,0
36867,3,1,0,1,0,0
36868,3,1,0,1,0,0
36869,3,1,0,1,0,0
36870,3,1,0,1,0,0
36871,3,1,0,1,0,0
36872,3,1,0,1,0,0
36873,3,1,0,1,0,0
36874,3,1,0,1,0,0
36875,3,1,0,1,0,0
36876,3,1,0,1,0,0
36877,3,1,0,1,0,0
36878,3,1,0,1,0,0
36879,3,1,0,1,0,0
36880,3,1,0,1,0,0
36881,3,1,0,1,0,0
36882,3,1,0,1,0,0
36883,3,1,0,1,0,0
36884,3,1,0,1,0,0
36885,3,1,0,1,0,0
36886,3,1,0,1,0,0
36887,3,1,0,1,0,0
36888,3,1,0,1,0,0
36889,3,1,0,1,0,0
36890,3,1,0,1,0,0
36891,3,1,0,1,0,0
36892,3,1,0,1,0,0
36893,3,1,0,1,0,0
36894,3,1,0,1,0,0
36895,3,1,0,1,0,0
36896,3,1,0,1,0,0
36897,3,1,0,0,0,1
36898,3,1,0,0,0,0
36899,3,1,0,0,0,0
36900,3,1,0,0,0,0
36901,3,1,0,0,0,0
36902,3,1,0,0,0,0
36903,3,1,0,0,0,0
36904,3,1,0,0,0,0
36905,3,1,0,0,0,0
36906,3,1,0,0,0,0
36907,3,1,0,0,0,0
36908,3,1,0,0,0,0
36909,3,1,0,0,0,0
36910,3,1,0,0,0,0
36911,3,1,0,0,0,0
36912,3,1,0,0,0,0
36913,3,1,0,0,0,0
36914,3,1,0,0,0,0
36915,3,1,0,0,0,0
36916,3,1,0,0,0,0
36917,3,1,0,0,0,0
36918,3,1,0,0,0,0
36919,3,1,0,0,0,0
36920,3,1,0,0,0,0
36921,3,1,0,0,0,0
36922,3,1,0,0,0,0
36923,3,1,0,0,0,0
36924,3,1,0,0,0,0
36925,3,1,0,0,0,0
36926,3,1,0,0,0,0
36927,3,1,0,0,0,0
36928,3,1,0,0,0,0
36929,3,1,0,0,0,0
36930,3,1,0,0,0,0
36931,3,1,0,0,0,0
36932,3,1,0,0,0,0
36933,3,1,0,0,0,0
36934,3,1,0,0,0,0
36935,3,1,0,0,0,0
36936,3,1,0,0,0,0
36937,3,1,0,0,0,0
36938,3,1,0,0,0,0
36939,3,1,0,0,0,0
36940,3,1,0,0,0,0
36941,3,1,0,0,0,0
36942,3,1,0,0,0,0
36943,3,1,0,0,0,0
36944,3,1,0,0,0,0
36945,3,1,0,0,0,0
36946,3,1,0,0,0,0
36947,3,1,0,0,0,0
36948,3,1,0,0,0,0
36949,3,1,0,0,0,0
36950,3,1,0,0,0,0
40811,4,1,1,1,1,0
40812,4,1,1,1,1,0
40813,4,1,1,1,1,0
40814,4,1,1,1,1,0
40815,4,1,1,1,1,0
40816,4,1,1,1,1,0
40817,4,1,1,1,1,0
40818,4,1,1,1,1,0
40819,4,1,1,1,1,0
40820,4,1,1,1,1,0
40821,4,1,1,1,1,0
40822,4,1,1,1,1,0
40823,4,1,1,1,1,0
40824,4,1,1,1,1,0
40825,4,1,1,1,1,0
40826,4,1,1,1,1,0
40827,4,1,1,1,1,0
40828,4,1,1,1,1,0
40829,4,1,1,1,1,0
40830,4,1,1,1,1,0
40831,4,1,1,1,1,0
40832,4,1,1,1,1,0
40833,4,1,1,1,1,0
40834,4,1,1,1,1,0
40835,4,1,1,1,1,0
40836,4,1,1,1,1,0
40837,4,1,1,1,1,0
40838,4,1,1,1,1,0
40839,4,1,1,1,1,0
40840,4,0,1,1,1,1
40841,4,0,1,1,1,0
40842,4,0,1,1,1,0
40843,4,0,1,1,1,0
40844,4,0,1,1,1,0
40845,4,0,1,1,1,0
40846,4,0,1,1,1,0
40847,4,0,1,1,1,0
40848,4,0,1,1,1,0
40849,4,0,1,1,1,0
40850,4,0,1,1,1,0
40851,4,0,1,1,1,0
40852,4,0,1,1,1,0
40853,4,0,1,1,1,0
40854,4,0,1,1,1,0
40855,4,0,1,1,1,0
40856,4,0,1,1,1,0
40857,4,0,1,1,1,0
40858,4,0,1,1,1,0
40859,4,0,1,1,1,0
40860,4,0,1,1,1,0
40861,4,0,1,1,1,0
40862,4,0,1,1,1,0
40863,4,0,1,1,1,0
40864,4,0,1,1,1,0
40865,4,0,1,1,1,0
40866,4,0,1,1,1,0
40867,4,0,1,1,1,0
40868,4,0,1,1,1,0
40869,4,0,1,1,1,0
40870,4,0,1,1,1,0
40871,4,0,1,1,1,0
40872,4,0,1,1,1,0
40873,4,0,1,1,1,0
40874,4,0,1,1,1,0
40875,4,0,1,1,1,0
40876,4,0,1,1,1,0
40877,4,0,1,1,1,0
40878,4,0,1,1,1,0
40879,4,0,1,1,1,0
40880,4,0,1,1,1,0
40881,4,0,1,1,1,0
40882,4,0,1,1,1,0
40883,4,0,1,1,1,0
40884,4,0,1,1,1,0
40885,4,0,1,1,1,0
40886,4,0,1,1,1,0
40887,4,0,1,1,1,0
40888,4,0,1,1,1,0
40889,4,0,1,1,1,0
40890,4,0,1,1,1,0
40891,4,0,1,1,1,0
40892,4,0,1,1,1,0
40893,4,0,1,1,1,0
40894,4,0,1,1,1,0
40895,4,0,1,1,1,0
40896,4,0,1,1,1,0
40897,4,0,1,1,1,0
40898,4,0,1,1,1,0
40899,4,0,1,1,1,0
40900,4,0,1,1,1,0
40901,4,0,1,1,1,0
40902,4,0,1,1,1,0
40903,4,0,1,1,1,0
40904,4,0,1,1,1,0
40905,4,0,1,1,1,0
40906,4,0,1,1,1,0
40907,4,0,1,1,1,0
40908,4,0,1,1,1,0
40909,4,0,1,1,1,0
40910,4,0,1,1,1,0
40911,4,0,1,1,1,0
40912,4,0,1,1,1,0
40913,4,0,1,1,1,0
40914,4,0,1,1,1,0
40915,4,0,1,1,1,0
40916,4,0,1,1,1,0
40917,4,0,1,1,1,0
40918,4,0,1,1,1,0
40919,4,0,1,1,1,0
40920,4,0,1,1,1,0
40921,4,0,1,1,1,0
40922,4,0,1,1,1,0
40923,4,0,1,1,1,0
40924,4,0,1,1,1,0
40925,4,0,1,1,1,0
40926,4,0,1,1,1,0
40927,4,0,1,1,1,0
40928,4,0,1,1,1,0
40929,4,0,1,1,1,0
40930,4,0,1,1,1,0
40931,4,0,1,1,1,0
40932,4,0,1,1,1,0
40933,4,0,1,1,1,0
40934,4,0,1,1,1,0
40935,4,0,1,1,1,0
40936,4,0,1,1,1,0
40937,4,0,1,1,1,0
40938,4,0,1,1,1,0
40939,4,0,1,1,1,0
40940,4,0,1,1,1,0
40941,4,0,1,1,1,0
40942,4,0,1,1,1,0
40943,4,0,1,1,1,0
40944,4,0,1,1,1,0
40945,4,0,1,1,1,0
40946,4,0,1,1,1,0
40947,4,0,1,1,1,0
40948,4,0,1,1,1,0
40949,4,0,1,1,1,0
40950,4,0,1,1,1,0
40951,4,0,1,1,1,0
40952,4,0,1,1,1,0
40953,4,0,1,1,1,0
40954,4,0,1,1,1,0
40955,4,0,1,1,1,0
40956,4,0,1,1,1,0
40957,4,0,1,1,1,0
40958,4,0,1,1,1,0
40959,4,0,1,1,1,0
40960,4,0,1,1,1,0
40961,4,0,1,1,1,0
40962,4,0,1,1,1,0
40963,4,0,1,1,1,0
40964,4,0,1,1,1,0
40965,4,0,1,1,1,0
40966,4,0,1,1,1,0
40967,4,0,1,1,1,0
40968,4,0,1,1,1,0
40969,4,0,1,1,1,0
40970,4,0,1,1,1,0
40971,4,0,1,1,1,0
40972,4,0,1,1,1,0
40973,4,0,1,1,1,0
40974,4,0,1,1,1,0
40975,4,0,1,1,1,0
40976,4,0,1,1,1,0
40977,4,0,1,1,1,0
40978,4,0,1,1,1,0
40979,4,0,1,1,1,0
40980,4,0,1,1,1,0
40981,4,0,1,1,1,0
40982,4,0,1,1,1,0
40983,4,0,1,1,1,0
40984,4,0,1,1,1,0
40985,4,0,1,1,1,0
40986,4,0,1,1,1,0
40987,4,0,1,1,1,0
40988,4,0,1,1,1,0
40989,4,0,1,1,1,0
40990,4,0,1,1,1,0
40991,4,0,1,1,1,0
40992,4,0,1,1,1,0
40993,4,0,1,1,1,0
40994,4,0,1,1,1,0
40995,4,0,1,1,1,0
40996,4,0,1,1,1,0
40997,4,0,1,1,1,0
40998,4,0,1,1,1,0
40999,4,0,1,1,1,0
41000,4,0,1,1,1,0
41001,4,0,1,1,1,0
41002,4,0,1,1,1,0
41003,4,0,1,1,1,0
41004,4,0,1,1,1,0
41005,4,0,1,1,1,0
41006,4,0,1,1,1,0
41007,4,0,1,1,1,0
41008,4,0,1,1,1,0
41009,4,0,1,1,1,0
41010,4,0,1,1,1,0
41011,4,0,1,1,1,0
41012,4,0,1,1,1,0
41013,4,0,1,1,1,0
41014,4,0,1,1,1,0
41015,4,0,1,1,1,0
41016,4,0,1,1,1,0
41017,4,0,1,1,1,0
41018,4,0,1,1,1,0
41019,4,0,1,1,1,0
41020,4,0,1,1,1,0
41021,4,0,1,1,1,0
41022,4,0,1,1,1,0
41023,4,0,1,1,1,0
41024,4,0,1,1,1,0
41025,4,0,1,1,1,0
41026,4,0,1,1,1,0
41027,4,0,1,1,1,0
41028,4,0,1,1,1,0
41029,4,0,1,1,1,0
41030,4,0,1,1,1,0
41031,4,0,1,1,1,0
41032,4,0,1,1,1,0
41033,4,0,1,1,1,0
41034,4,0,1,1,1,0
41035,4,0,1,1,1,0
41036,4,0,1,1,1,0
41037,4,0,1,1,1,0
41038,4,0,1,1,1,0
41039,4,0,1,1,1,0
41040,4,0,1,1,1,0
41041,4,0,1,1,1,0
41042,4,0,1,1,1,0
41043,4,0,1,1,1,0
41044,4,0,1,1,1,0
41045,4,0,1,1,1,0
41046,4,0,1,1,1,0
41047,4,0,1,1,1,0
41048,4,0,1,1,1,0
41049,4,0,1,1,1,0
41050,4,0,1,1,1,0
41051,4,0,1,1,1,0
41052,4,0,1,1,1,0
41053,4,0,1,1,1,0
41054,4,0,1,1,0,1
41055,4,0,1,1,0,0
41056,4,0,1,1,0,0
41057,4,0,1,1,0,0
41058,4,0,1,1,0,0
41059,4,0,1,1,0,0
41060,4,0,1,1,0,0
41061,4,0,1,1,0,0
41062,4,0,1,1,0,0
41063,4,0,1,1,0,0
41064,4,0,1,1,0,0
41065,4,0,1,1,0,0
41066,4,0,1,1,0,0
41067,4,0,1,1,0,0
41068,4,0,1,1,0,0
41069,4,0,1,1,0,0
41070,4,0,1,1,0,0
41071,4,0,1,1,0,0
41072,4,0,1,1,0,0
41073,4,0,1,1,0,0
41074,4,0,1,1,0,0
41075,4,0,1,1,0,0
41076,4,0,1,1,0,0
41077,4,0,1,1,0,0
41078,4,0,1,1,0,0
41079,4,0,1,1,0,0
41080,4,0,1,1,0,0
41081,4,0,1,1,0,0
41082,4,0,1,1,0,0
41083,4,0,1,1,0,0
41084,4,0,1,1,0,0
41085,4,0,1,1,0,0
41086,4,0,1,1,0,0
41087,4,0,1,1,0,0
41088,4,0,1,1,0,0
41089,4,0,1,1,0,0
41090,4,0,1,1,0,0
41091,4,0,1,1,0,0
41092,4,0,1,1,0,0
41093,4,0,1,1,0,0
41094,4,0,1,1,0,0
41095,4,0,1,1,0,0
41096,4,0,1,1,0,0
41097,4,0,1,1,0,0
41098,4,0,1,1,0,0
41099,4,0,1,1,0,0
41100,4,0,1,1,0,0
41101,4,0,1,1,0,0
41102,4,0,1,1,0,0
41103,4,0,1,1,0,0
41104,4,0,1,1,0,0
41105,4,0,1,1,0,0
41106,4,0,1,1,0,0
41107,4,0,1,1,0,0
41108,4,0,1,1,0,0
41109,4,0,1,1,0,0
41110,4,0,1,1,0,0
41111,4,0,1,1,0,0
41112,4,0,1,1,0,0
41113,4,0,1,1,0,0
41114,4,0,1,1,0,0
41115,4,0,1,1,0,0
41116,4,0,1,1,0,0
41117,4,0,1,1,0,0
41118,4,0,1,1,0,0
41119,4,0,1,1,0,0
41120,4,0,1,1,0,0
41121,4,0,1,1,0,0
41122,4,0,1,1,0,0
41123,4,0,1,1,0,0
41124,4,0,1,1,0,0
41125,4,0,1,1,0,0
41126,4,0,1,1,0,0
41127,4,0,1,1,0,0
41128,4,0,1,1,0,0
41129,4,0,1,1,0,0
41130,4,0,1,1,0,0
41131,4,0,1,1,0,0
41132,4,0,1,1,0,0
41133,4,0,1,1,0,0
41134,4,0,1,1,0,0
41135,4,0,1,1,0,0
41136,4,0,1,1,0,0
41137,4,0,1,1,0,0
41138,4,0,1,1,0,0
41139,4,0,1,1,0,0
41140,4,0,1,1,0,0
41141,4,0,1,1,0,0
41142,4,0,1,1,0,0
41143,4,0,1,1,0,0
41144,4,0,1,1,0,0
41145,4,0,1,1,0,0
41146,4,0,1,1,0,0
41147,4,0,1,1,0,0
41148,4,0,1,1,0,0
41149,4,0,1,1,0,0
41150,4,0,1,1,0,0
41151,4,0,1,1,0,0
41152,4,0,1,1,0,0
41153,4,0,1,1,0,0
41154,4,0,1,1,0,0
41155,4,0,1,1,0,0
41156,4,0,1,1,0,0
41157,4,0,1,1,0,0
41158,4,0,1,1,0,0
41159,4,0,1,1,0,0
41160,4,0,1,1,0,0
41161,4,0,1,1,0,0
41162,4,0,1,1,0,0
41163,4,0,1,1,0,0
41164,4,0,1,1,0,0
41165,4,0,1,1,0,0
41166,4,0,1,1,0,0
41167,4,0,1,1,0,0
41168,4,0,1,1,0,0
41169,4,0,1,1,0,0
41170,4,0,1,1,0,0
41171,4,0,1,1,0,0
41172,4,0,1,1,0,0
41173,4,0,1,1,0,0
41174,4,0,1,1,0,0
41175,4,0,1,1,0,0
41176,4,0,1,1,0,0
41177,4,0,1,1,0,0
41178,4,0,1,1,0,0
41179,4,0,1,1,0,0
41180,4,0,1,1,0,0
41181,4,0,1,1,0,0
41182,4,0,1,1,0,0
41183,4,0,1,1,0,0
41184,4,0,1,0,0,1
41185,4,0,1,0,0,0
41186,4,0,1,0,0,0
41187,4,0,1,0,0,0
41188,4,0,1,0,0,0
41189,4,0,1,0,0,0
41190,4,0,1,0,0,0
41191,4,0,1,0,0,0
41192,4,0,1,0,0,0
41193,4,0,1,0,0,0
41194,4,0,1,0,0,0
41195,4,0,1,0,0,0
41196,4,0,1,0,0,0
41197,4,0,1,0,0,0
41198,4,0,1,0,0,0
41199,4,0,1,0,0,0
41200,4,0,1,0,0,0
41201,4,0,1,0,0,0
41202,4,0,1,0,0,0
41203,4,0,1,0,0,0
41204,4,0,1,0,0,0
41205,4,0,1,0,0,0
41206,4,0,1,0,0,0
41207,4,0,1,0,0,0
41208,4,0,1,0,0,0
41209,4,0,1,0,0,0
41210,4,0,1,0,0,0
41211,4,0,1,0,0,0
41212,4,0,1,0,0,0
41213,4,0,1,0,0,0
41214,4,0,1,0,0,0
41215,4,0,1,0,0,0
41216,4,0,1,0,0,0
41217,4,0,1,0,0,0
41218,4,0,1,0,0,0
41219,4,0,1,0,0,0
41220,4,0,1,0,0,0
41221,4,0,1,0,0,0
41222,4,0,1,0,0,0
41223,4,0,1,0,0,0
41224,4,0,1,0,0,0
41225,4,0,1,0,0,0
41226,4,0,1,0,0,0
41227,4,0,1,0,0,0
41228,4,0,1,0,0,0
41229,4,0,1,0,0,0
41230,4,0,1,0,0,0
41231,4,0,1,0,0,0
41232,4,0,1,0,0,0
41233,4,0,1,0,0,0
41234,4,0,1,0,0,0
41235,4,0,1,0,0,0
41236,4,0,1,0,0,0
41237,4,0,1,0,0,0
41238,4,0,1,0,0,0
41239,4,0,1,0,0,0
41240,4,0,1,0,0,0
41241,4,0,1,0,0,0
41242,4,0,1,0,0,0
41243,4,0,1,0,0,0
41244,4,0,1,0,0,0
41245,4,0,1,0,0,0
41246,4,0,1,0,0,0
41247,4,0,1,0,0,0
41248,4,0,1,0,0,0
41249,4,0,1,0,0,0
41250,4,0,1,0,0,0
41251,4,0,1,0,0,0
47374,5,1,1,1,1,0
47375,5,1,1,1,1,0
47376,5,1,1,1,1,0
47377,5,1,1,1,1,0
47378,5,1,1,1,1,0
47379,5,1,1,1,1,0
47380,5,1,1,1,1,0
47381,5,1,1,1,1,0
47382,5,1,1,1,1,0
47383,5,1,1,1,1,0
47384,5,1,1,1,1,0
47385,5,1,1,1,1,0
47386,5,1,1,1,1,0
47387,5,1,1,1,1,0
47388,5,1,1,1,1,0
47389,5,1,1,1,1,0
47390,5,1,1,1,1,0
47391,5,1,1,1,1,0
47392,5,1,1,1,1,0
47393,5,1,1,1,1,0
47394,5,1,1,1,1,0
47395,5,1,1,1,1,0
47396,5,1,1,1,1,0
47397,5,1,1,1,1,0
47398,5,1,1,1,1,0
47399,5,1,1,1,1,0
47400,5,1,1,1,1,0
47401,5,1,1,1,1,0
47402,5,1,1,1,1,0
47403,5,1,1,1,1,0
47404,5,1,1,1,1,0
47405,5,0,1,1,1,1
47406,5,0,1,1,1,0
47407,5,0,1,1,1,0
47408,5,0,1,1,1,0
47409,5,0,1,1,1,0
47410,5,0,1,1,1,0
47411,5,0,1,1,1,0
47412,5,0,1,1,1,0
47413,5,0,1,1,1,0
47414,5,0,1,1,1,0
47415,5,0,1,1,1,0
47416,5,0,1,1,1,0
47417,5,0,1,1,1,0
47418,5,0,1,1,1,0
47419,5,0,1,1,1,0
47420,5,0,1,1,1,0
47421,5,0,1,1,1,0
47422,5,0,1,1,1,0
47423,5,0,1,1,1,0
47424,5,0,1,1,1,0
47425,5,0,1,1,1,0
47426,5,0,1,1,1,0
47427,5,0,1,1,1,0
47428,5,0,1,1,1,0
47429,5,0,1,1,1,0
47430,5,0,1,1,1,0
47431,5,0,1,1,1,0
47432,5,0,1,1,1,0
47433,5,0,1,1,1,0
47434,5,0,1,1,1,0
47435,5,0,1,1,1,0
47436,5,0,1,1,1,0
47437,5,0,1,1,1,0
47438,5,0,1,1,1,0
47439,5,0,1,1,1,0
47440,5,0,1,1,1,0
47441,5,0,1,1,1,0
47442,5,0,1,1,1,0
47443,5,0,1,1,1,0
47444,5,0,1,1,1,0
47445,5,0,1,1,1,0
47446,5,0,1,1,1,0
47447,5,0,1,1,1,0
47448,5,0,1,1,1,0
47449,5,0,1,1,1,0
47450,5,0,1,1,1,0
47451,5,0,1,1,1,0
47452,5,0,1,1,1,0
47453,5,0,1,1,1,0
47454,5,0,1,1,1,0
47455,5,0,1,1,1,0
47456,5,0,1,1,1,0
47457,5,0,1,1,1,0
47458,5,0,1,1,1,0
47459,5,0,1,1,1,0
47460,5,0,1,1,1,0
47461,5,0,1,1,1,0
47462,5,0,1,1,1,0
47463,5,0,1,1,1,0
47464,5,0,1,1,1,0
47465,5,0,1,1,1,0
47466,5,0,1,1,1,0
47467,5,0,1,1,1,0
47468,5,0,1,1,1,0
47469,5,0,1,1,1,0
47470,5,0,1,1,1,0
47471,5,0,1,1,1,0
47472,5,0,1,1,1,0
47473,5,0,1,1,1,0
47474,5,0,1,1,1,0
47475,5,0,1,1,1,0
47476,5,0,1,1,1,0
47477,5,0,1,1,1,0
47478,5,0,1,1,1,0
47479,5,0,1,1,1,0
47480,5,0,1,1,1,0
47481,5,0,1,1,1,0
47482,5,0,1,1,1,0
47483,5,0,1,1,1,0
47484,5,0,1,1,1,0
47485,5,0,1,1,1,0
47486,5,0,1,1,1,0
47487,5,0,1,1,1,0
47488,5,0,1,1,1,0
47489,5,0,1,1,1,0
47490,5,0,0,1,1,1
47491,5,0,0,1,1,0
47492,5,0,0,1,1,0
47493,5,0,0,1,1,0
47494,5,0,0,1,1,0
47495,5,0,0,1,1,0
47496,5,0,0,1,1,0
47497,5,0,0,1,1,0
47498,5,0,0,1,1,0
47499,5,0,0,1,1,0
47500,5,0,0,1,1,0
47501,5,0,0,1,1,0
47502,5,0,0,1,1,0
47503,5,0,0,1,1,0
47504,5,0,0,1,1,0
47505,5,0,0,1,1,0
47506,5,0,0,1,1,0
47507,5,0,0,1,1,0
47508,5,0,0,1,1,0
47509,5,0,0,1,1,0
47510,5,0,0,1,1,0
47511,5,0,0,1,1,0
47512,5,0,0,1,1,0
47513,5,0,0,1,1,0
47514,5,0,0,1,1,0
47515,5,0,0,1,1,0
47516,5,0,0,1,1,0
47517,5,0,0,1,1,0
47518,5,0,0,1,1,0
47519,5,0,0,1,1,0
47520,5,0,0,1,1,0
47521,5,0,0,1,1,0
47522,5,0,0,1,1,0
47523,5,0,0,1,1,0
47524,5,0,0,1,1,0
47525,5,0,0,1,1,0
47526,5,0,0,1,1,0
47527,5,0,0,1,1,0
47528,5,0,0,1,1,0
47529,5,0,0,1,1,0
47530,5,0,0,1,1,0
47531,5,0,0,1,1,0
47532,5,0,0,1,1,0
47533,5,0,0,1,1,0
47534,5,0,0,1,1,0
47535,5,0,0,1,1,0
