id,trial,s_1,s_2,s_3,s_4,tag
24627,1,0,1,1,1,0
24628,1,0,1,1,1,0
24629,1,0,1,1,1,0
24630,1,0,1,1,1,0
24631,1,0,1,1,1,0
24632,1,0,1,1,1,0
24633,1,0,1,1,1,0
24634,1,0,1,1,1,0
27790,2,1,1,1,1,0
27791,2,1,1,1,1,0
27792,2,1,1,1,1,0
27793,2,1,1,1,1,0
27794,2,1,1,1,1,0
27795,2,1,1,1,1,0
27796,2,1,1,1,1,0
27797,2,1,1,1,1,0
27798,2,1,1,1,1,0
27799,2,1,1,1,1,0
27800,2,1,1,1,1,0
27801,2,1,1,1,1,0
27802,2,1,1,1,1,0
27803,2,1,1,1,1,0
27804,2,1,1,1,1,0
27805,2,1,1,1,1,0
27806,2,1,1,1,1,0
27807,2,1,1,1,1,0
27808,2,1,1,1,1,0
27809,2,1,1,1,1,0
27810,2,1,1,1,1,0
27811,2,1,1,1,1,0
27812,2,1,1,1,1,0
27813,2,1,1,1,1,0
27814,2,1,1,1,1,0
27815,2,1,1,1,1,0
27816,2,1,1,1,1,0
27817,2,1,1,1,1,0
27818,2,1,1,1,1,0
27819,2,1,1,1,1,0
27820,2,0,1,1,1,1
27821,2,0,1,1,1,0
27822,2,0,1,1,1,0
27823,2,0,1,1,1,0
27824,2,0,1,1,1,0
27825,2,0,1,1,1,0
27826,2,0,1,1,1,0
27827,2,0,1,1,1,0
27828,2,0,1,1,1,0
27829,2,0,1,1,1,0
27830,2,0,1,1,1,0
27831,2,0,1,1,1,0
27832,2,0,1,1,1,0
27833,2,0,1,1,1,0
27834,2,0,1,1,1,0
27835,2,0,1,1,1,0
27836,2,0,1,1,1,0
27837,2,0,1,1,1,0
27838,2,0,1,1,1,0
27839,2,0,1,1,1,0
27840,2,0,1,1,1,0
27841,2,0,1,1,1,0
27842,2,0,1,1,1,0
27843,2,0,1,1,1,0
27844,2,0,1,1,1,0
27845,2,0,1,1,1,0
27846,2,0,1,1,1,0
27847,2,0,1,1,1,0
27848,2,0,1,1,1,0
27849,2,0,1,1,1,0
27850,2,0,1,1,1,0
27851,2,0,1,1,1,0
27852,2,0,1,1,1,0
27853,2,0,1,1,1,0
27854,2,0,1,1,1,0
27855,2,0,1,1,1,0
27856,2,0,1,1,1,0
27857,2,0,1,1,1,0
27858,2,0,1,1,1,0
27859,2,0,1,1,1,0
27860,2,0,1,1,1,0
27861,2,0,1,1,1,0
27862,2,0,1,1,1,0
27863,2,0,1,1,1,0
27864,2,0,1,1,1,0
27865,2,0,1,1,1,0
27866,2,0,1,1,1,0
27867,2,0,1,1,1,0
27868,2,0,1,1,1,0
27869,2,0,1,1,1,0
27870,2,0,1,1,1,0
27871,2,0,1,1,1,0
27872,2,0,1,1,1,0
27873,2,0,1,1,1,0
27874,2,0,1,1,1,0
27875,2,0,1,1,1,0
27876,2,0,1,1,1,0
27877,2,0,1,1,1,0
27878,2,0,1,1,1,0
27879,2,0,1,1,1,0
27880,2,0,1,1,1,0
27881,2,0,1,1,1,0
27882,2,0,1,1,1,0
27883,2,0,1,1,1,0
27884,2,0,1,1,1,0
27885,2,0,1,1,1,0
27886,2,0,1,1,1,0
27887,2,0,1,1,1,0
27888,2,0,1,1,1,0
27889,2,0,1,1,1,0
27890,2,0,1,1,1,0
27891,2,0,1,1,1,0
27892,2,0,1,1,1,0
27893,2,0,1,1,1,0
27894,2,0,1,1,1,0
27895,2,0,1,1,1,0
27896,2,0,1,1,1,0
27897,2,0,1,1,1,0
27898,2,0,1,1,1,0
27899,2,0,1,1,1,0
27900,2,0,1,1,1,0
27901,2,0,1,1,1,0
27902,2,0,1,1,1,0
27903,2,0,1,1,1,0
27904,2,0,1,1,1,0
27905,2,0,1,1,1,0
27906,2,0,1,1,1,0
27907,2,0,1,1,1,0
27908,2,0,1,1,1,0
27909,2,0,1,1,1,0
27910,2,0,1,1,1,0
27911,2,0,1,1,1,0
27912,2,0,1,1,1,0
27913,2,0,1,1,1,0
27914,2,0,1,1,1,0
27915,2,0,1,1,1,0
27916,2,0,1,1,1,0
27917,2,0,1,1,1,0
27918,2,0,1,1,1,0
27919,2,0,1,1,1,0
27920,2,0,1,1,1,0
27921,2,0,1,1,1,0
27922,2,0,1,1,1,0
27923,2,0,1,1,1,0
27924,2,0,1,1,1,0
27925,2,0,1,1,1,0
27926,2,0,1,1,1,0
27927,2,0,1,1,1,0
27928,2,0,1,1,1,0
27929,2,0,1,1,1,0
27930,2,0,1,1,1,0
27931,2,0,1,1,1,0
27932,2,0,1,1,1,0
27933,2,0,1,1,1,0
27934,2,0,1,1,1,0
27935,2,0,1,1,1,0
27936,2,0,1,1,1,0
27937,2,0,1,1,1,0
27938,2,0,1,1,1,0
27939,2,0,1,1,1,0
27940,2,0,1,1,1,0
27941,2,0,1,1,1,0
27942,2,0,1,1,1,0
27943,2,0,1,1,1,0
27944,2,0,1,1,1,0
27945,2,0,1,1,1,0
27946,2,0,1,1,1,0
27947,2,0,1,1,1,0
27948,2,0,1,1,1,0
27949,2,0,1,1,1,0
27950,2,0,1,1,1,0
27951,2,0,1,1,1,0
27952,2,0,1,1,1,0
27953,2,0,1,1,1,0
27954,2,0,1,1,1,0
27955,2,0,1,1,1,0
27956,2,0,1,1,1,0
27957,2,0,1,1,1,0
27958,2,0,1,1,1,0
27959,2,0,1,1,1,0
27960,2,0,1,1,1,0
27961,2,0,1,1,1,0
27962,2,0,1,1,1,0
27963,2,0,1,1,1,0
27964,2,0,1,1,1,0
27965,2,0,1,1,1,0
27966,2,0,1,1,1,0
27967,2,0,1,1,1,0
27968,2,0,1,1,1,0
27969,2,0,1,1,1,0
27970,2,0,1,1,1,0
27971,2,0,1,1,1,0
27972,2,0,1,1,1,0
27973,2,0,1,1,1,0
27974,2,0,1,1,1,0
27975,2,0,1,1,1,0
27976,2,0,1,1,1,0
27977,2,0,1,1,1,0
27978,2,0,1,1,1,0
27979,2,0,1,1,1,0
27980,2,0,1,1,1,0
27981,2,0,1,1,1,0
27982,2,0,1,1,1,0
27983,2,0,1,1,1,0
27984,2,0,1,1,1,0
27985,2,0,1,1,1,0
27986,2,0,1,1,1,0
27987,2,0,1,1,1,0
27988,2,0,1,1,1,0
27989,2,0,1,1,1,0
27990,2,0,1,1,1,0
27991,2,0,1,1,1,0
27992,2,0,1,1,1,0
27993,2,0,1,1,1,0
27994,2,0,1,1,1,0
27995,2,0,1,1,1,0
27996,2,0,1,1,1,0
27997,2,0,1,1,1,0
27998,2,0,1,1,1,0
27999,2,0,1,1,1,0
28000,2,0,1,1,1,0
28001,2,0,1,1,1,0
28002,2,0,1,1,1,0
28003,2,0,1,1,1,0
28004,2,0,1,1,1,0
28005,2,0,1,1,1,0
28006,2,0,1,1,1,0
28007,2,0,1,1,1,0
28008,2,0,1,1,1,0
28009,2,0,1,1,1,0
28010,2,0,1,1,1,0
28011,2,0,1,1,1,0
28012,2,0,1,1,1,0
28013,2,0,1,1,1,0
28014,2,0,1,1,1,0
28015,2,0,1,1,1,0
28016,2,0,1,1,1,0
28017,2,0,1,1,1,0
28018,2,0,1,1,1,0
28019,2,0,1,1,1,0
28020,2,0,1,1,1,0
28021,2,0,1,1,1,0
28022,2,0,1,1,1,0
28023,2,0,1,1,1,0
28024,2,0,1,1,1,0
28025,2,0,1,1,1,0
28026,2,0,1,1,1,0
28027,2,0,1,1,1,0
28028,2,0,1,1,1,0
28029,2,0,1,1,1,0
28030,2,0,1,1,1,0
28031,2,0,1,1,1,0
28032,2,0,1,1,1,0
28033,2,0,1,1,1,0
28034,2,0,1,1,1,0
28035,2,0,1,1,1,0
28036,2,0,1,1,1,0
28037,2,0,1,1,1,0
28038,2,0,1,1,1,0
28039,2,0,1,1,1,0
28040,2,0,1,1,1,0
28041,2,0,1,1,1,0
28042,2,0,1,1,1,0
28043,2,0,1,1,1,0
28044,2,0,1,1,1,0
28045,2,0,1,1,1,0
28046,2,0,1,1,1,0
28047,2,0,1,1,1,0
28048,2,0,1,1,1,0
28049,2,0,1,1,1,0
28050,2,0,1,1,1,0
28051,2,0,1,1,1,0
28052,2,0,1,1,1,0
28053,2,0,1,1,1,0
28054,2,0,1,1,1,0
28055,2,0,1,1,1,0
28056,2,0,1,1,1,0
28057,2,0,1,1,1,0
28058,2,0,1,1,1,0
28059,2,0,1,1,1,0
28060,2,0,1,1,1,0
28061,2,0,1,1,1,0
28062,2,0,1,1,1,0
28063,2,0,1,1,1,0
28064,2,0,1,1,1,0
28065,2,0,1,1,1,0
28066,2,0,1,1,1,0
28067,2,0,1,1,1,0
28068,2,0,1,1,1,0
28069,2,0,1,1,1,0
28070,2,0,1,1,1,0
28071,2,0,1,1,1,0
28072,2,0,1,1,1,0
28073,2,0,1,1,1,0
28074,2,0,1,1,1,0
28075,2,0,1,1,0,1
28076,2,0,1,1,0,0
28077,2,0,1,1,0,0
28078,2,0,1,1,0,0
28079,2,0,1,1,0,0
28080,2,0,1,1,0,0
28081,2,0,1,1,0,0
28082,2,0,1,1,0,0
28083,2,0,1,1,0,0
28084,2,0,1,1,0,0
28085,2,0,1,1,0,0
28086,2,0,1,1,0,0
28087,2,0,1,1,0,0
28088,2,0,1,1,0,0
28089,2,0,1,1,0,0
28090,2,0,1,1,0,0
28091,2,0,1,1,0,0
28092,2,0,1,1,0,0
28093,2,0,1,1,0,0
28094,2,0,1,1,0,0
28095,2,0,1,1,0,0
28096,2,0,1,1,0,0
28097,2,0,1,1,0,0
28098,2,0,1,1,0,0
28099,2,0,1,1,0,0
28100,2,0,1,1,0,0
28101,2,0,1,1,0,0
28102,2,0,1,1,0,0
28103,2,0,1,1,0,0
28104,2,0,1,1,0,0
28105,2,0,1,1,0,0
28106,2,0,1,1,0,0
28107,2,0,1,1,0,0
28108,2,0,1,1,0,0
28109,2,0,1,1,0,0
28110,2,0,1,1,0,0
28111,2,0,1,1,0,0
28112,2,0,1,1,0,0
28113,2,0,1,1,0,0
28114,2,0,1,1,0,0
28115,2,0,1,1,0,0
28116,2,0,1,1,0,0
28117,2,0,1,1,0,0
28118,2,0,1,1,0,0
28119,2,0,1,1,0,0
28120,2,0,1,1,0,0
28121,2,0,1,1,0,0
28122,2,0,1,1,0,0
28123,2,0,1,1,0,0
28124,2,0,1,1,0,0
28125,2,0,1,1,0,0
28126,2,0,1,1,0,0
28127,2,0,1,1,0,0
28128,2,0,1,1,0,0
28129,2,0,1,1,0,0
28130,2,0,1,1,0,0
28131,2,0,1,1,0,0
28132,2,0,1,1,0,0
28133,2,0,1,1,0,0
28134,2,0,1,1,0,0
28135,2,0,1,1,0,0
28136,2,0,1,1,0,0
28137,2,0,1,1,0,0
28138,2,0,1,1,0,0
28139,2,0,1,1,0,0
28140,2,0,1,1,0,0
28141,2,0,1,1,0,0
28142,2,0,1,1,0,0
28143,2,0,1,1,0,0
28144,2,0,1,1,0,0
28145,2,0,1,1,0,0
28146,2,0,1,1,0,0
28147,2,0,1,1,0,0
28148,2,0,1,1,0,0
28149,2,0,1,1,0,0
28150,2,0,1,1,0,0
28151,2,0,1,1,0,0
28152,2,0,1,1,0,0
28153,2,0,1,1,0,0
28154,2,0,1,1,0,0
28155,2,0,1,1,0,0
28156,2,0,1,1,0,0
28157,2,0,1,1,0,0
28158,2,0,1,1,0,0
28159,2,0,1,1,0,0
28160,2,0,1,1,0,0
28161,2,0,1,1,0,0
28162,2,0,1,1,0,0
28163,2,0,1,1,0,0
28164,2,0,1,1,0,0
28165,2,0,1,1,0,0
28166,2,0,1,1,0,0
28167,2,0,1,1,0,0
28168,2,0,1,1,0,0
28169,2,0,1,1,0,0
28170,2,0,1,1,0,0
28171,2,0,1,1,0,0
28172,2,0,1,1,0,0
28173,2,0,1,1,0,0
28174,2,0,1,1,0,0
28175,2,0,1,1,0,0
28176,2,0,1,1,0,0
28177,2,0,1,1,0,0
28178,2,0,1,1,0,0
28179,2,0,1,1,0,0
28180,2,0,1,1,0,0
28181,2,0,1,1,0,0
28182,2,0,1,1,0,0
28183,2,0,1,1,0,0
28184,2,0,1,1,0,0
28185,2,0,1,1,0,0
28186,2,0,1,1,0,0
28187,2,0,1,1,0,0
28188,2,0,1,1,0,0
28189,2,0,1,1,0,0
28190,2,0,1,1,0,0
28191,2,0,1,1,0,0
28192,2,0,1,1,0,0
28193,2,0,1,1,0,0
28194,2,0,1,1,0,0
28195,2,0,1,1,0,0
28196,2,0,1,1,0,0
28197,2,0,1,1,0,0
28198,2,0,1,1,0,0
28199,2,0,1,1,0,0
28200,2,0,1,1,0,0
28201,2,0,1,1,0,0
28202,2,0,1,1,0,0
28203,2,0,1,1,0,0
28204,2,0,1,1,0,0
28205,2,0,1,1,0,0
28206,2,0,1,1,0,0
28207,2,0,1,1,0,0
28208,2,0,1,1,0,0
28209,2,0,1,1,0,0
28210,2,0,1,1,0,0
28211,2,0,1,1,0,0
28212,2,0,1,1,0,0
28213,2,0,1,1,0,0
28214,2,0,1,1,0,0
28215,2,0,1,1,0,0
28216,2,0,1,1,0,0
28217,2,0,1,1,0,0
28218,2,0,1,1,0,0
28219,2,0,1,1,0,0
28220,2,0,1,1,0,0
28221,2,0,1,1,0,0
28222,2,0,1,1,0,0
28223,2,0,1,1,0,0
28224,2,0,1,1,0,0
28225,2,0,1,1,0,0
28226,2,0,1,1,0,0
28227,2,0,1,1,0,0
28228,2,0,1,1,0,0
28229,2,0,1,1,0,0
28230,2,0,1,1,0,0
28231,2,0,1,1,0,0
28232,2,0,1,1,0,0
28233,2,0,1,1,0,0
28234,2,0,1,1,0,0
28235,2,0,1,1,0,0
28236,2,0,1,1,0,0
28237,2,0,1,1,0,0
28238,2,0,1,1,0,0
28239,2,0,1,1,0,0
28240,2,0,1,1,0,0
28241,2,0,1,1,0,0
28242,2,0,1,1,0,0
28243,2,0,1,1,0,0
28244,2,0,1,1,0,0
28245,2,0,1,1,0,0
28246,2,0,1,1,0,0
28247,2,0,1,1,0,0
28248,2,0,1,1,0,0
28249,2,0,1,1,0,0
28250,2,0,1,1,0,0
28251,2,0,1,1,0,0
28252,2,0,1,1,0,0
28253,2,0,1,1,0,0
28254,2,0,1,1,0,0
28255,2,0,1,1,0,0
28256,2,0,1,1,0,0
28257,2,0,1,1,0,0
28258,2,0,1,1,0,0
28259,2,0,1,1,0,0
28260,2,0,1,1,0,0
28261,2,0,1,1,0,0
28262,2,0,1,1,0,0
28263,2,0,1,1,0,0
28264,2,0,1,1,0,0
28265,2,0,1,1,0,0
28266,2,0,1,1,0,0
28267,2,0,1,1,0,0
28268,2,0,1,1,0,0
28269,2,0,1,1,0,0
28270,2,0,1,1,0,0
28271,2,0,1,1,0,0
28272,2,0,1,1,0,0
28273,2,0,1,1,0,0
28274,2,0,1,1,0,0
28275,2,0,1,1,0,0
28276,2,0,1,1,0,0
28277,2,0,1,1,0,0
28278,2,0,1,1,0,0
28279,2,0,1,1,0,0
28280,2,0,1,1,0,0
28281,2,0,1,1,0,0
28282,2,0,1,1,0,0
28283,2,0,1,1,0,0
28284,2,0,1,1,0,0
28285,2,0,1,1,0,0
28286,2,0,1,1,0,0
28287,2,0,1,1,0,0
28288,2,0,1,1,0,0
28289,2,0,1,1,0,0
28290,2,0,1,1,0,0
28291,2,0,1,1,0,0
28292,2,0,1,1,0,0
28293,2,0,1,1,0,0
28294,2,0,1,1,0,0
28295,2,0,1,1,0,0
28296,2,0,1,1,0,0
28297,2,0,1,1,0,0
28298,2,0,1,1,0,0
28299,2,0,1,1,0,0
28300,2,0,0,1,0,1
28301,2,0,0,1,0,0
28302,2,0,0,1,0,0
28303,2,0,0,1,0,0
28304,2,0,0,1,0,0
28305,2,0,0,1,0,0
28306,2,0,0,1,0,0
28307,2,0,0,1,0,0
28308,2,0,0,1,0,0
28309,2,0,0,1,0,0
28310,2,0,0,1,0,0
28311,2,0,0,1,0,0
28312,2,0,0,1,0,0
28313,2,0,0,1,0,0
28314,2,0,0,1,0,0
28315,2,0,0,1,0,0
28316,2,0,0,1,0,0
28317,2,0,0,1,0,0
28318,2,0,0,1,0,0
28319,2,0,0,1,0,0
28320,2,0,0,1,0,0
28321,2,0,0,1,0,0
28322,2,0,0,1,0,0
28323,2,0,0,1,0,0
28324,2,0,0,1,0,0
28325,2,0,0,1,0,0
28326,2,0,0,1,0,0
28327,2,0,0,1,0,0
28328,2,0,0,1,0,0
28329,2,0,0,1,0,0
28330,2,0,0,1,0,0
28331,2,0,0,1,0,0
28332,2,0,0,1,0,0
28333,2,0,0,1,0,0
28334,2,0,0,1,0,0
28335,2,0,0,1,0,0
28336,2,0,0,1,0,0
28337,2,0,0,1,0,0
28338,2,0,0,1,0,0
28339,2,0,0,1,0,0
28340,2,0,0,1,0,0
28341,2,0,0,1,0,0
28342,2,0,0,1,0,0
28343,2,0,0,1,0,0
28344,2,0,0,1,0,0
28345,2,0,0,1,0,0
28346,2,0,0,1,0,0
28347,2,0,0,1,0,0
28348,2,0,0,1,0,0
28349,2,0,0,1,0,0
28350,2,0,0,1,0,0
28351,2,0,0,1,0,0
28352,2,0,0,1,0,0
28353,2,0,0,1,0,0
28354,2,0,0,1,0,0
28355,2,0,0,1,0,0
28356,2,0,0,1,0,0
28357,2,0,0,1,0,0
28358,2,0,0,1,0,0
28359,2,0,0,1,0,0
28360,2,0,0,1,0,0
28361,2,0,0,1,0,0
28362,2,0,0,1,0,0
28363,2,0,0,1,0,0
28364,2,0,0,1,0,0
28365,2,0,0,1,0,0
28366,2,0,0,1,0,0
28367,2,0,0,1,0,0
28368,2,0,0,1,0,0
28369,2,0,0,1,0,0
28370,2,0,0,1,0,0
28371,2,0,0,1,0,0
28372,2,0,0,1,0,0
28373,2,0,0,1,0,0
28374,2,0,0,1,0,0
28375,2,0,0,1,0,0
28376,2,0,0,1,0,0
28377,2,0,0,1,0,0
28378,2,0,0,1,0,0
28379,2,0,0,1,0,0
28380,2,0,0,1,0,0
28381,2,0,0,1,0,0
28382,2,0,0,1,0,0
28383,2,0,0,1,0,0
28384,2,0,0,1,0,0
28385,2,0,0,1,0,0
28386,2,0,0,1,0,0
28387,2,0,0,1,0,0
28388,2,0,0,1,0,0
28389,2,0,0,1,0,0
28390,2,0,0,1,0,0
28391,2,0,0,1,0,0
28392,2,0,0,1,0,0
28393,2,0,0,1,0,0
28394,2,0,0,1,0,0
28395,2,0,0,1,0,0
28396,2,0,0,1,0,0
28397,2,0,0,1,0,0
28398,2,0,0,1,0,0
28399,2,0,0,1,0,0
28400,2,0,0,1,0,0
28401,2,0,0,1,0,0
28402,2,0,0,1,0,0
28403,2,0,0,1,0,0
28404,2,0,0,1,0,0
28405,2,0,0,1,0,0
28406,2,0,0,1,0,0
28407,2,0,0,1,0,0
28408,2,0,0,1,0,0
28409,2,0,0,1,0,0
28410,2,0,0,1,0,0
28411,2,0,0,1,0,0
28412,2,0,0,1,0,0
28413,2,0,0,1,0,0
28414,2,0,0,1,0,0
28415,2,0,0,1,0,0
28416,2,0,0,1,0,0
28417,2,0,0,1,0,0
28418,2,0,0,1,0,0
28419,2,0,0,1,0,0
28420,2,0,0,1,0,0
28421,2,0,0,1,0,0
28422,2,0,0,1,0,0
28423,2,0,0,1,0,0
28424,2,0,0,1,0,0
28425,2,0,0,1,0,0
28426,2,0,0,1,0,0
28427,2,0,0,1,0,0
28428,2,0,0,1,0,0
28429,2,0,0,1,0,0
28430,2,0,0,1,0,0
28431,2,0,0,1,0,0
28432,2,0,0,1,0,0
28433,2,0,0,1,0,0
28434,2,0,0,1,0,0
28435,2,0,0,1,0,0
28436,2,0,0,1,0,0
28437,2,0,0,1,0,0
28438,2,0,0,1,0,0
28439,2,0,0,1,0,0
28440,2,0,0,1,0,0
28441,2,0,0,1,0,0
28442,2,0,0,1,0,0
28443,2,0,0,1,0,0
28444,2,0,0,1,0,0
28445,2,0,0,1,0,0
28446,2,0,0,1,0,0
28447,2,0,0,1,0,0
28448,2,0,0,1,0,0
28449,2,0,0,1,0,0
36516,3,1,1,1,1,0
36517,3,1,1,1,1,0
36518,3,1,1,1,1,0
36519,3,1,1,1,1,0
36520,3,1,1,1,1,0
36521,3,1,1,1,1,0
36522,3,1,1,1,1,0
36523,3,1,1,1,1,0
36524,3,1,1,1,1,0
36525,3,1,1,1,1,0
36526,3,1,1,1,1,0
36527,3,1,1,1,1,0
36528,3,1,1,1,1,0
36529,3,1,1,1,1,0
36530,3,1,1,1,1,0
36531,3,1,1,1,1,0
36532,3,1,1,1,1,0
36533,3,1,1,1,1,0
36534,3,1,1,1,1,0
36535,3,1,1,1,1,0
36536,3,1,1,1,1,0
36537,3,1,1,1,1,0
36538,3,1,1,1,1,0
36539,3,1,1,1,1,0
36540,3,1,1,1,1,0
36541,3,1,1,1,1,0
36542,3,1,1,1,1,0
36543,3,1,1,1,1,0
36544,3,1,1,1,1,0
36545,3,1,1,1,1,0
36546,3,1,1,1,1,0
36547,3,1,1,1,1,0
36548,3,1,1,1,1,0
36549,3,1,1,1,1,0
36550,3,1,1,1,1,0
36551,3,1,1,1,1,0
36552,3,1,1,1,1,0
36553,3,1,1,1,1,0
36554,3,1,1,1,1,0
36555,3,1,1,1,1,0
36556,3,1,1,1,1,0
36557,3,1,1,1,1,0
36558,3,1,1,1,1,0
36559,3,1,1,1,1,0
36560,3,1,1,1,1,0
36561,3,1,1,1,1,0
36562,3,1,1,1,1,0
36563,3,1,1,1,1,0
36564,3,1,1,1,1,0
36565,3,1,1,1,1,0
36566,3,1,1,1,1,0
36567,3,1,1,1,1,0
36568,3,1,1,1,1,0
36569,3,1,1,1,1,0
36570,3,1,1,1,1,0
36571,3,1,1,1,1,0
36572,3,1,1,1,1,0
36573,3,1,1,1,1,0
36574,3,1,1,1,1,0
36575,3,1,1,1,1,0
36576,3,1,1,1,1,0
36577,3,1,1,1,1,0
36578,3,1,1,1,1,0
36579,3,1,1,1,1,0
36580,3,1,1,1,1,0
36581,3,1,1,1,1,0
36582,3,1,1,1,1,0
36583,3,1,1,1,1,0
36584,3,1,1,1,1,0
36585,3,1,1,1,1,0
36586,3,1,1,1,1,0
36587,3,1,1,1,1,0
36588,3,1,1,1,1,0
36589,3,1,1,1,1,0
36590,3,1,1,1,1,0
36591,3,1,1,1,1,0
36592,3,1,1,1,1,0
36593,3,1,1,1,1,0
36594,3,1,1,1,1,0
36595,3,1,1,1,1,0
36596,3,1,1,1,1,0
36597,3,1,1,1,1,0
36598,3,1,1,1,1,0
36599,3,1,1,1,1,0
36600,3,1,1,1,1,0
36601,3,1,1,1,1,0
36602,3,1,1,1,1,0
36603,3,1,1,1,1,0
36604,3,1,1,1,1,0
36605,3,1,1,1,1,0
36606,3,1,1,1,1,0
36607,3,1,1,1,1,0
36608,3,1,1,1,1,0
36609,3,1,1,1,1,0
36610,3,1,1,1,1,0
36611,3,1,1,1,1,0
36612,3,1,1,1,1,0
36613,3,1,1,1,1,0
36614,3,1,1,1,1,0
36615,3,1,1,1,1,0
36616,3,1,1,1,1,0
36617,3,1,1,1,1,0
36618,3,1,1,1,1,0
36619,3,1,1,1,1,0
36620,3,1,1,1,0,1
36621,3,1,1,1,0,0
36622,3,1,1,1,0,0
