H_id,H_trial,H_headFront_x,H_headFront_y,H_headFront_z,H_neck_x,H_neck_y,H_neck_z,H_lowerBack_x,H_lowerBack_y,H_lowerBack_z,H_leftWrist_x,H_leftWrist_y,H_leftWrist_z,H_leftShoulder_x,H_leftShoulder_y,H_leftShoulder_z,H_leftElbow_x,H_leftElbow_y,H_leftElbow_z
28225,2,-49.78283691,-610.2173462,1982.443604,75.83679199,-663.763916,1884.626709,-268.5404663,-358.7405396,2038.92395,-72.93029785,-617.18396,1978.603271,-72.48278809,-808.7410889,1965.929443,-54.71826172,-894.6097412,2137.008301
28226,2,-49.86315918,-609.7619629,1977.605713,75.08892822,-662.8432007,1884.276367,-264.1852417,-358.2365723,2040.200195,-73.91577148,-615.7832031,1975.848755,-74.94000244,-808.3814697,1963.374268,-55.44354248,-894.5377197,2139.133301
28227,2,-49.06195068,-607.9234619,1978.649414,75.12695313,-663.2977295,1884.220825,-262.1212769,-371.9190063,2045.677002,-75.01300049,-613.6114502,1976.509033,-75.46594238,-805.9134521,1960.622314,-56.83227539,-896.3746338,2143.755859
28228,2,-46.8046875,-609.6653442,1976.074707,75.50378418,-664.4077759,1885.178955,-261.5432129,-375.9285278,2047.215332,-73.10803223,-615.5377197,1975.149048,-74.36859131,-810.1563721,1965.265503,-51.22583008,-906.663208,2147.524902
28229,2,-53.33404541,-613.0979614,1981.826172,75.30181885,-673.0994263,1888.072998,-296.1640625,-351.7182007,2029.240234,-74.43444824,-618.2483521,1978.810547,-66.66436768,-809.4173584,1965.70459,-60.47076416,-904.1728516,2153.845215
28230,2,-52.41107178,-614.2331543,1978.882813,74.35424805,-673.8728027,1887.866455,-292.4345703,-353.081604,2029.166382,-74.27276611,-617.74646,1977.234375,-66.68481445,-807.7270508,1961.572266,-60.90075684,-899.145813,2144.104492
28231,2,-53.44213867,-630.6524048,1983.659668,76.4664917,-663.9302368,1882.082275,-264.9584045,-358.3146362,2036.831055,-76.95904541,-635.6176147,1982.209595,-73.9119873,-801.1121216,1970.339844,-54.28289795,-913.5004883,2156.068604
28232,2,-48.09851074,-638.6831055,1986.263916,76.79620361,-672.2537842,1885.554688,-268.7710876,-362.3275757,2034.486328,-74.10455322,-640.1362305,1980.063477,-64.91552734,-804.0085449,1972.814453,-51.8649292,-921.4685059,2142.346191
28233,2,-53.50292969,-628.8399048,1979.888428,75.38708496,-663.2106934,1881.458008,-268.6029663,-362.4985962,2038.249634,-77.52624512,-632.5847168,1979.614502,-76.38555908,-798.4406738,1965.981445,-53.25054932,-909.0936279,2147.784668
28234,2,-54.49749756,-629.8703613,1979.280273,75.19232178,-661.9799194,1882.091675,-276.3659058,-354.1912842,2032.910889,-78.3527832,-632.2908936,1979.129395,-77.03973389,-796.0671997,1965.838379,-52.50439453,-905.3164063,2160.371582
28235,2,-52.45446777,-633.4561157,1985.242798,76.78887939,-661.5200195,1882.297852,-278.806366,-350.5964355,2031.720337,-76.90319824,-635.2114868,1982.170654,-75.28326416,-793.4698486,1967.512329,-51.53430176,-908.6142578,2153.686035
28236,2,-51.29968262,-633.2337036,1984.258789,76.72283936,-660.8261719,1882.129028,-275.5349426,-354.0942383,2035.258789,-76.70379639,-634.9331055,1981.66333,-76.7288208,-789.5664063,1965.708496,-51.7769165,-907.5966797,2151.987793
28237,2,-45.1451416,-605.1831055,1980.399048,73.77978516,-663.8168945,1884.674561,-270.4387512,-365.5116577,2044.051636,-71.48535156,-612.7924194,1977.390015,-77.51940918,-803.8840332,1954.168457,-55.88317871,-895.749939,2136.17041
28238,2,-45.48510742,-604.906189,1978.771973,73.30865479,-663.8079224,1884.53418,-265.4915466,-370.534729,2047.45166,-71.97192383,-613.0439453,1977.029541,-77.43737793,-804.4176025,1952.807129,-58.04748535,-901.2098389,2134.887695
28239,2,-44.97119141,-604.7131348,1979.954834,72.82818604,-665.1697388,1884.682617,-266.5000305,-371.3912964,2045.47998,-71.92443848,-613.5105591,1978.530762,-78.41943359,-801.6498413,1949.253906,-69.96240234,-880.4051514,2141.234619
28240,2,-44.72070313,-604.2269287,1979.585449,72.10717773,-665.0150757,1884.55896,-267.5068359,-370.4249268,2043.857544,-71.74249268,-613.0492554,1978.335327,-78.44763184,-800.8218994,1949.526855,-66.82330322,-885.3892822,2140.549316
28241,2,-46.53747559,-606.7875977,1977.634888,72.17419434,-664.3890991,1884.614502,-262.3847656,-379.4987183,2049.22168,-72.44677734,-614.8024902,1977.449219,-78.03918457,-803.0410156,1952.606079,-62.21728516,-899.8310547,2146.329834
28242,2,-49.28759766,-617.2094727,1978.740723,74.222229,-672.8895874,1887.71875,-309.0523987,-343.2279663,2020.407471,-68.44647217,-623.5600586,1975.935181,-63.31555176,-815.1953125,1960.040527,-54.45581055,-924.3886719,2168.972412
28243,2,-49.3223877,-610.6351318,1984.88147,73.16461182,-670.4970093,1887.791504,-304.6752014,-340.9558105,2026.793091,-71.22845459,-616.0682373,1980.814941,-65.72332764,-813.0141602,1960.983887,-51.87677002,-917.8493652,2157.159424
28244,2,-46.34222412,-613.166626,1986.415527,73.15313721,-670.9962158,1887.538086,-299.3445129,-340.541626,2022.945801,-67.97845459,-618.7566528,1980.849365,-64.70306396,-814.2467041,1959.659424,-52.91082764,-917.7261963,2160.314209
28245,2,-50.27386475,-604.2032471,1979.655518,72.9230957,-663.3374634,1884.160767,-263.8365479,-374.7124023,2047.136475,-74.4675293,-611.9596558,1979.834961,-79.40045166,-803.4793701,1952.767334,-62.49407959,-901.2380371,2154.050049
28246,2,-48.54711914,-605.3098145,1979.907959,72.78796387,-663.5547485,1883.941406,-267.9932251,-366.4463501,2042.036377,-73.70587158,-613.5075073,1979.864014,-78.76580811,-802.5432129,1952.722656,-64.71087646,-898.5908203,2154.575195
28247,2,-48.84197998,-615.0994263,1984.171631,74.76660156,-672.0142822,1887.974854,-306.6233521,-340.8445435,2023.208008,-67.75543213,-622.0809937,1980.175293,-63.73846436,-812.8896484,1960.152832,-51.90606689,-921.8901978,2168.515869
28248,2,-54.00524902,-614.0456543,1984.049194,73.80993652,-672.8833008,1887.8396,-317.3192139,-348.499939,2028.065552,-70.81695557,-621.3598633,1979.840332,-63.95837402,-812.8032837,1960.842651,-51.17706299,-918.3973389,2166.2146
28249,2,-53.80895996,-610.9608765,1985.625854,75.34051514,-672.079834,1888.381348,-314.8062134,-347.7996826,2029.204468,-71.12670898,-619.2248535,1982.574829,-68.84912109,-807.2057495,1958.456421,-55.79199219,-914.4592896,2167.640625
28250,2,-50.82177734,-610.0099487,1984.333496,74.65893555,-672.4628906,1888.447266,-312.0241089,-344.7640381,2029.179199,-70.95239258,-617.0252075,1982.432861,-67.31616211,-811.118103,1959.821533,-55.70581055,-912.7915649,2165.649414
28251,2,-50.01611328,-617.9078369,1978.209106,77.46435547,-671.4890137,1889.497559,-310.093689,-344.6490479,2023.902344,-71.65649414,-623.465332,1978.665527,-55.6640625,-821.1033936,1968.969482,-60.42034912,-926.199707,2187.947998
28252,2,-52.43988037,-614.0656128,1980.650146,78.25231934,-672.2937012,1890.816162,-313.7864685,-346.8905029,2026.096924,-72.90490723,-620.3756104,1982.233154,-54.68963623,-823.8173828,1964.668579,-62.33966064,-913.5344238,2175.520996
28253,2,-53.02032471,-615.2915649,1981.385742,78.76330566,-671.6420898,1890.733398,-312.6638794,-347.8869019,2027.189209,-73.3114624,-620.9221191,1982.630371,-55.89550781,-821.0571899,1964.808838,-60.47296143,-914.18396,2175.589355
28254,2,-53.07592773,-613.2862549,1981.97876,78.72473145,-671.3797607,1890.650879,-307.1852722,-337.892334,2024.884888,-73.77368164,-619.4172363,1983.196289,-57.09063721,-820.312561,1964.777954,-59.26202393,-911.911499,2168.930664
28255,2,-52.46020508,-614.1947632,1983.000732,78.15594482,-671.7043457,1890.632813,-303.6551819,-335.9138794,2022,-73.40966797,-618.9338989,1982.424683,-55.70635986,-820.9107666,1964.999023,-54.04388428,-909.9359131,2158.244873
28256,2,-51.43261719,-619.2640991,1982.99292,78.55932617,-672.3137817,1890.393066,-314.7821045,-347.0005493,2026.234497,-72.88464355,-623.1679077,1983.410034,-65.80065918,-805.0820923,1960.683472,-52.51599121,-904.526001,2139.389893
28257,2,-49.64190674,-620.5239868,1979.969727,77.96313477,-672.4429932,1890.119873,-315.9685059,-346.0153809,2022.127075,-72.09332275,-623.7919922,1980.359863,-66.31378174,-806.0705566,1962.701416,-52.78131104,-903.8867188,2152.310059
28258,2,-50.49963379,-620.9577637,1979.044922,78.30969238,-672.7695313,1890.182373,-316.4751892,-345.6376343,2023.099365,-72.46484375,-624.2039185,1979.027588,-62.90368652,-810.9205322,1964.375244,-52.73052979,-901.0706177,2143.101074
28259,2,-50.15368652,-620.0301514,1977.866943,77.99871826,-673.3466797,1890.258301,-309.2694092,-343.7462158,2021.876953,-72.51171875,-623.1005859,1979.150269,-58.01617432,-818.9709473,1964.788086,-50.26477051,-906.0696411,2147.589355
28260,2,-45.57012939,-624.6460571,1978.066528,79.23516846,-673.4406738,1889.656738,-305.0839844,-343.1031494,2022.128418,-70.77374268,-626.9025269,1976.293457,-50.29669189,-820.0620117,1972.251953,-45.65789795,-915.7671509,2143.048096
28261,2,-44.99328613,-622.6533813,1975.707275,77.99493408,-667.0571899,1887.053223,-280.0925903,-367.4047852,2034.29895,-71.72558594,-626.6095581,1979.51416,-74.09753418,-808.7062378,1960.930542,-62.88043213,-888.6209717,2157.232178
28262,2,-43.75024414,-628.2869263,1973.583252,80.19171143,-671.9365234,1888.810547,-303.3833618,-349.6363525,2020.901855,-67.87182617,-631.875061,1971.748657,-48.76049805,-820.4943237,1969.039063,-43.39868164,-910.9127808,2131.050293
28263,2,-43.26251221,-622.1914673,1975.453979,78.80810547,-665.2823486,1886.627075,-275.3060913,-373.496521,2037.810425,-71.034729,-626.3804932,1976.981445,-75.46221924,-805.8535767,1958.303467,-68.18572998,-857.2862549,2144.842285
28264,2,-44.35681152,-623.1275635,1977.001953,79.07116699,-665.4494019,1886.666626,-286.2862549,-365.0227661,2030.922852,-70.91467285,-627.8624268,1976.819946,-72.20239258,-811.3885498,1964.541016,-64.49243164,-867.5083008,2147.799316
28265,2,-45.0524292,-623.0935059,1979.055908,79.91363525,-665.21875,1886.747314,-283.0737915,-368.3319702,2033.580688,-71.55413818,-629.1146851,1977.95813,-72.82965088,-808.8668213,1965.698242,-61.14776611,-878.5713501,2155.273682
28266,2,-43.45819092,-624.6155396,1974.498535,79.76068115,-665.414917,1887.029419,-278.3830872,-367.84021,2035.237671,-71.52453613,-630.2236328,1976.281738,-76.9140625,-805.9655762,1966.098755,-60.13342285,-870.7415771,2150.921387
28267,2,-42.76348877,-622.6401367,1979.729248,80.50622559,-665.2818604,1887.342163,-283.2774658,-363.9072876,2032.575439,-70.13012695,-628.7318726,1977.827515,-72.54693604,-809.9407959,1970.347168,-60.86767578,-884.2481689,2155.277588
28268,2,-43.69787598,-624.1079102,1981.959229,77.80096436,-666.1885986,1885.776123,-282.3345337,-362.4252319,2036.160889,-69.82080078,-630.5626831,1983.050171,-74.22961426,-811.0281372,1966.039795,-48.32128906,-887.2491455,2160.996094
28269,2,-44.61297607,-622.0463257,1978.811768,80.97650146,-665.8672485,1887.780518,-301.3359985,-348.5280151,2024.284302,-71.86083984,-628.2281494,1979.911133,-74.24816895,-806.0776367,1969.435181,-54.68505859,-886.8995361,2155.300049
28270,2,-42.43713379,-627.6295166,1982.161377,79.09259033,-666.1271973,1885.849731,-287.996521,-356.9736328,2031.621826,-69.03979492,-634.3101196,1983.7854,-73.99822998,-809.607666,1965.122803,-51.81994629,-893.7891235,2163.867432
28271,2,-43.52648926,-625.5450439,1975.002075,80.5612793,-665.8204956,1887.525879,-291.4819336,-355.1956177,2030.573975,-70.71575928,-630.7268677,1976.708008,-72.5055542,-811.5912476,1964.701172,-55.75500488,-892.3948975,2154.572754
28272,2,-44.11602783,-625.2272949,1975.718384,80.35345459,-665.4154663,1887.707397,-293.9925537,-355.8146362,2030.338135,-71.20928955,-629.569397,1977.654663,-71.078125,-812.1853638,1962.069702,-59.12200928,-878.8301392,2150.358887
28273,2,-44.02844238,-623.7958374,1976.808105,80.1685791,-665.5534668,1888.049072,-293.1898499,-356.2233276,2029.880127,-71.26446533,-628.565918,1978.398804,-69.91760254,-813.8666992,1964.533691,-56.74560547,-894.9422607,2162.772949
28274,2,-44.67327881,-622.663269,1978.041992,80.49511719,-664.6083984,1888.115967,-292.5333252,-357.0065918,2030.320435,-70.96362305,-627.5718994,1980.002686,-70.09375,-809.5857544,1963.234741,-56.99597168,-892.6001587,2163.19873
28275,2,-48.46777344,-609.604248,1983.154053,78.53833008,-661.4569702,1886.7677,-256.9681396,-386.0932007,2064.782227,-73.24139404,-618.519165,1984.986694,-77.6920166,-797.6303711,1958.21875,-71.45513916,-857.8460083,2148.401367
28276,2,-48.27355957,-610.7161865,1983.557495,78.12762451,-661.5437012,1886.190674,-257.9630127,-383.9190674,2063.309082,-74.14422607,-618.512146,1985.689453,-77.88458252,-797.0449219,1957.001953,-72.48413086,-851.0097656,2146.994873
28277,2,-48.38726807,-607.7914429,1983.719238,77.5425415,-661.9919434,1886.55249,-255.8123779,-380.3433228,2063.73584,-74.61077881,-616.5543823,1985.479858,-77.37042236,-797.0286865,1957.036621,-76.878479,-842.6265869,2145.022705
28278,2,-48.67266846,-606.9078369,1983.697876,77.48620605,-661.8688354,1886.326172,-254.8951111,-383.7435303,2065.224121,-74.83410645,-616.2460938,1985.519043,-78.37164307,-795.65979,1956.735352,-70.02612305,-859.1016846,2149.77002
28279,2,-49.44006348,-606.0379639,1984.073608,77.14782715,-661.8466797,1886.236938,-256.4389038,-380.5925903,2064.216064,-75.35375977,-614.8640137,1985.569092,-78.52850342,-796.1800537,1956.450562,-70.12316895,-853.010376,2146.439209
28280,2,-50.81317139,-607.6939087,1984.064575,77.05566406,-662.7120361,1886.898682,-257.5086365,-383.5506592,2065.56958,-76.25201416,-615.6218262,1986.288208,-77.45928955,-795.3978271,1954.051514,-76.93395996,-835.9591675,2141.543701
28281,2,-49.77740479,-608.0911255,1983.626709,77.24298096,-661.8864136,1886.978882,-259.8746948,-375.1444702,2060.409668,-75.58007813,-615.9299927,1985.366699,-77.56469727,-794.1200562,1955.012207,-81.07659912,-823.203125,2135.891602
28282,2,-47.57470703,-609.1276855,1982.46936,77.19720459,-662.5281372,1886.956177,-264.1972351,-371.4819336,2057.613525,-73.78948975,-616.9505615,1985.040039,-77.35736084,-795.1536865,1954.685059,-83.08728027,-820.2893066,2136.776855
28283,2,-46.91491699,-611.2116699,1982.368408,76.862854,-663.2822876,1886.860596,-264.6602173,-365.9320068,2053.412842,-73.08752441,-618.6920166,1984.108398,-76.67840576,-795.1844482,1955.747437,-77.80841064,-832.0936279,2141.162842
28284,2,-42.62371826,-622.0852051,1982.650879,76.58660889,-665.9078369,1887.009399,-273.1963501,-378.2714233,2051.988281,-70.10961914,-627.4784546,1986.511108,-75.35479736,-806.9589844,1961.622314,-56.96948242,-886.4569092,2167.850098
28285,2,-42.46124268,-619.8587036,1984.420288,76.66656494,-666.5817261,1887.587646,-272.7821655,-377.1375122,2052.191895,-69.81689453,-626.2676392,1988.375732,-75.99078369,-802.6516724,1960.579346,-57.51849365,-882.815918,2167.32666
28286,2,-43.2288208,-620.1535645,1985.873413,77.54760742,-665.1431885,1886.876587,-273.5727539,-377.2393188,2051.532471,-69.53674316,-625.9620361,1988.512939,-74.66973877,-803.9922485,1960.810303,-55.11981201,-882.5803223,2162.938965
28287,2,-45.63647461,-618.3944092,1982.626709,79.65203857,-663.7092896,1887.732422,-291.1653442,-357.5126953,2034.836426,-72.06646729,-623.0289307,1983.264648,-79.19311523,-796.5695801,1954.810059,-67.4876709,-850.6057739,2145.7229
28288,2,-48.71063232,-618.598938,1983.614014,79.68280029,-663.5379028,1887.902466,-298.3376465,-357.8383179,2034.286621,-72.14343262,-623.2692261,1983.552246,-77.25799561,-798.9594727,1954.458984,-63.03613281,-850.822998,2140.968994
28289,2,-48.80169678,-617.0649414,1981.776123,80.37481689,-663.50177,1888.414551,-302.222229,-351.605835,2030.762939,-72.22540283,-621.6428833,1983.097046,-78.67126465,-794.9727173,1956.97168,-56.67687988,-861.2930908,2146.609619
28290,2,-48.1048584,-616.9333496,1981.26416,80.0645752,-663.7706909,1888.267334,-307.4121704,-349.7285767,2030.87085,-72.51586914,-622.3566284,1983.466309,-79.2300415,-794.8466187,1958.912354,-56.28582764,-867.5509033,2150.85791
28291,2,-49.22784424,-618.2869873,1985.282349,80.7477417,-664.1820679,1889.305908,-309.1652832,-350.366333,2032.781006,-73.13415527,-623.5338135,1985.61499,-74.74719238,-800.8153076,1962.176025,-55.359375,-869.7628784,2146.04248
28292,2,-47.98376465,-620.687439,1982.345337,80.76269531,-665.1817017,1888.624756,-305.2410583,-350.7119751,2026.872314,-71.23736572,-625.7477417,1983.094238,-66.54614258,-811.3209839,1969.241943,-48.40557861,-899.7683105,2153.34668
28293,2,-45.09069824,-620.6789551,1980.32019,81.55029297,-664.689209,1888.3302,-294.6774597,-347.519104,2022.843262,-68.75146484,-625.1988525,1981.025146,-64.10498047,-807.5438843,1966.744385,-38.43103027,-909.3937378,2152.191406
28294,2,-46.29956055,-620.7327271,1978.894165,81.69927979,-664.0964966,1887.231689,-296.5682373,-350.0765991,2024.873901,-68.62207031,-625.7409058,1980.552124,-63.85290527,-804.6888428,1963.081299,-35.63568115,-911.9522705,2151.330566
28295,2,-49.14990234,-619.8357544,1977.980835,79.81744385,-662.8740234,1885.545532,-278.6856995,-357.2661133,2034.381592,-72.26745605,-624.1610718,1980.605469,-72.20135498,-797.6793213,1956.237427,-50.27709961,-880.3807373,2146.723877
28296,2,-47.54559326,-621.0214233,1978.008789,80.61602783,-663.2910767,1884.907471,-287.9219971,-360.4421387,2030.732178,-70.56738281,-627.7957764,1981.06665,-71.88616943,-793.3443604,1955.786865,-41.86578369,-897.6633301,2152.612549
28297,2,-48.574646,-622.036499,1987.449463,80.33184814,-659.774353,1884.842285,-256.4495544,-400.6062012,2060.112793,-70.79821777,-628.522644,1989.774902,-70.86047363,-800.0955811,1956.994751,-42.37200928,-897.5471802,2157.825928
28298,2,-44.76080322,-625.6879883,1985.95752,82.11254883,-663.1815796,1887.162354,-300.5393372,-347.5202637,2021.862061,-68.92895508,-630.2982178,1985.38916,-71.75518799,-795.7523804,1958.662109,-41.8416748,-901.1660767,2145.081787
28299,2,-47.10003662,-622.5039063,1980.565796,82.19573975,-661.7896729,1884.961792,-296.0671997,-352.1138916,2026.369141,-69.19207764,-627.7991943,1982.367432,-68.52703857,-796.9028931,1955.388794,-39.74078369,-896.1804199,2150.859131
28300,2,-49.04205322,-630.1362915,1992.931396,84.28289795,-673.6931763,1890.166748,-312.317688,-353.432373,2017.703857,-66.418396,-634.8587036,1988.444824,-41.06866455,-817.2600098,1964.405273,-39.85552979,-904.2214355,2157.95459
28301,2,-48.38092041,-630.8937378,1992.922363,83.7442627,-673.406189,1889.864746,-317.4924622,-359.519043,2022.403564,-65.86633301,-635.3858643,1987.046631,-44.637146,-814.8470459,1966.091553,-38.72125244,-908.807373,2158.585205
28302,2,-47.48272705,-631.9403687,1991.98291,83.95556641,-673.8881226,1889.888184,-310.2003784,-354.8126831,2019.287354,-65.64044189,-635.9528809,1986.571777,-40.14959717,-813.9383545,1965.298218,-39.22021484,-911.0808105,2159.800781
28303,2,-46.18811035,-639.3895264,1996.550049,83.43365479,-668.2323608,1888.056152,-310.6753845,-356.4313965,2022.475464,-66.79412842,-641.6340942,1993.760986,-62.64990234,-798.1001587,1969.602417,-39.76312256,-901.8258057,2151.462402
28304,2,-46.1348877,-631.4411011,1989.472656,86.02490234,-672.7844849,1890.186035,-312.8542175,-358.1395264,2021.549683,-65.65808105,-636.0844116,1985.050171,-36.90887451,-815.9138794,1966.056274,-44.03948975,-910.3528442,2163.965088
28305,2,-44.22174072,-638.6050415,1995.86853,83.98754883,-668.8606567,1889.811279,-312.6947937,-356.6322632,2022.601074,-65.28546143,-641.8112183,1993.57373,-60.32531738,-796.4337158,1972.456299,-38.29626465,-903.7913818,2153.23877
28306,2,-44.99023438,-638.1176758,1995.349365,84.4777832,-668.2000122,1890.178833,-312.6056824,-357.0004272,2022.171631,-65.75305176,-641.348877,1993.398804,-60.8793335,-799.9890137,1971.187378,-37.86480713,-905.2689819,2153.500488
28307,2,-43.53723145,-639.4352417,1994.278564,85.49023438,-667.6109009,1889.888184,-311.0970764,-355.871521,2021.927734,-64.16619873,-643.0797729,1992.764648,-60.42877197,-797.2576904,1972.020264,-39.31762695,-907.0440674,2156.820801
28308,2,-48.65783691,-632.5581055,1993.490479,87.60546875,-672.1855469,1889.440308,-318.3253174,-359.6785889,2023.616943,-65.33178711,-639.0504761,1986.144531,-31.64642334,-802.2115479,1961.91748,-42.3458252,-908.8493652,2157.788086
28309,2,-42.54138184,-634.5582275,2001.887085,84.86853027,-667.694458,1891.305176,-310.5647278,-347.0146484,2019.824585,-64.43914795,-638.168457,1997.274902,-57.80682373,-800.3782959,1976.171631,-38.44287109,-911.7977905,2161.524902
28310,2,-43.49597168,-633.9365845,1999.994629,84.93829346,-667.6945801,1890.532227,-311.5271606,-346.7956543,2017.228149,-64.62402344,-638.5386963,1996.385132,-59.20068359,-796.7363892,1972.271362,-39.69293213,-907.6827393,2160.937012
28311,2,-43.16210938,-638.7744141,1999.762939,85.62670898,-667.7680054,1889.540649,-320.450531,-354.3173828,2012.895996,-63.86785889,-643.1296387,1995.592529,-56.77990723,-794.4724121,1970.217529,-40.00286865,-906.6705322,2158.030518
28312,2,-39.90142822,-641.4797974,1990.973389,86.66680908,-667.0637817,1888.829712,-313.141571,-349.4786377,2008.837402,-61.96350098,-645.5556641,1990.412964,-55.8651123,-794.7902832,1970.725464,-41.04003906,-908.5322266,2157.243408
28313,2,-42.04608154,-638.8671265,1993.196655,87.13586426,-666.3787842,1889.596558,-306.2727661,-344.3601685,2010.842285,-63.19439697,-641.5969849,1991.973389,-57.42858887,-791.0582886,1968.197754,-43.44677734,-902.4593506,2156.967529
28314,2,-40.15783691,-627.8777466,1994.310669,83.70068359,-660.9695435,1886.735718,-299.8699341,-336.4503174,2013.094238,-66.56573486,-630.0308838,1991.419922,-62.0491333,-787.2773438,1966.386963,-45.76586914,-894.7495117,2145.554688
28315,2,-42.42956543,-627.6414795,1994.781006,85.14501953,-660.5012817,1886.468628,-289.6237488,-330.3214111,2012.826538,-67.31658936,-630.0541992,1991.271973,-58.96704102,-781.635376,1965.272339,-46.00531006,-877.8887939,2142.925293
28316,2,-41.21820068,-627.5865479,1986.282227,84.49438477,-663.8094482,1888.331055,-273.3326721,-346.2198486,2025.47998,-68.07751465,-630.6141968,1984.148193,-61.61889648,-787.4073486,1962.905884,-57.2824707,-879.690979,2149.725586
28317,2,-39.25628662,-625.4615479,1991.24292,88.10235596,-662.0866699,1889.289429,-266.183075,-354.149353,2031.277588,-65.9418335,-629.5175171,1987.324829,-53.5871582,-786.4039307,1965.606689,-58.50079346,-880.5037842,2153.079834
28318,2,-40.29022217,-620.0213013,1991.370605,87.08551025,-660.9567871,1887.755493,-265.1054077,-356.090332,2038.068237,-65.02008057,-626.9177856,1989.222168,-64.95788574,-789.37323,1962.506348,-66.4800415,-888.1617432,2166.029297
28319,2,-55.89385986,-604.4538574,1996.469727,86.91174316,-658.2351074,1884.55542,-269.4644165,-323.3247681,2018.755615,-72.91333008,-616.651001,1987.472168,-65.65985107,-787.3654785,1956.576904,-71.0604248,-870.9943848,2156.593018
28320,2,-57.33459473,-617.7532959,1997.467285,86.550354,-658.3549194,1885.249512,-264.3312683,-338.3843994,2025.38623,-76.74505615,-624.6895142,1990.839111,-68.92236328,-794.1062622,1959.765259,-85.77093506,-886.5614624,2181.168945
28321,2,-44.27355957,-616.713623,2000.782715,90.31451416,-660.3668213,1888.830688,-285.5462036,-323.90271,2017.438232,-66.32232666,-623.0130615,1994.952026,-65.52307129,-791.0423584,1965.794678,-79.40466309,-897.321167,2190.495605
28322,2,-41.79992676,-619.5932617,1998.314209,91.07275391,-659.7648926,1888.817749,-268.2828979,-338.4208984,2024.952026,-64.67730713,-627.0545654,1994.192383,-62.72003174,-789.2946167,1970.689819,-80.20214844,-901.3977661,2197.725098
28323,2,-43.56951904,-618.510437,1996.675171,91.20440674,-656.977356,1887.742676,-263.4351501,-348.7694092,2033.368896,-66.76806641,-625.7003784,1992.931885,-65.13787842,-788.9378662,1966.473511,-79.31188965,-896.1583252,2193.508057
28324,2,-46.34796143,-620.1033936,1995.127441,91.67810059,-655.4055786,1888.194336,-256.1882935,-352.1815186,2036.146484,-68.49255371,-626.3046875,1991.06604,-64.70703125,-791.0861816,1962.632446,-81.79211426,-889.7010498,2190.959717
28325,2,-64.86761475,-605.0616455,1992.784912,86.48217773,-650.7131348,1885.330688,-274.5935974,-341.0240479,2026.307495,-80.33837891,-610.6399536,1986.282104,-68.63812256,-790.406189,1966.464233,-76.41174316,-868.9345093,2206.601074
28326,2,-61.99401855,-607.8902588,1992.579102,87.06433105,-648.4257813,1884.744263,-285.4962158,-326.1838379,2017.2052,-77.40545654,-611.9851685,1985.937988,-66.28192139,-781.9830322,1963.931763,-74.82531738,-861.3456421,2191.962891
28327,2,-64.46136475,-612.1290894,1992.588257,84.98236084,-648.0048828,1884.017578,-277.8759155,-326.6408691,2020.830811,-77.88775635,-616.6578979,1986.556641,-66.60168457,-786.9488525,1965.762939,-74.39190674,-868.7390747,2187.691406
28328,2,-51.09362793,-604.8704224,1978.620972,85.86627197,-651.7200928,1883.970703,-277.8540649,-333.638916,2025.025391,-69.24468994,-610.7628784,1976.909424,-64.64770508,-771.3955078,1961.951782,-71.09124756,-866.4078369,2201.427734
28329,2,-50.61102295,-604.5371094,1981.023804,85.5032959,-650.0402222,1884.487427,-284.0275879,-326.6547852,2014.577393,-68.89086914,-610.3452148,1980.213135,-65.47399902,-770.4916992,1960.246094,-61.15179443,-863.2574463,2178.500488
28330,2,-51.38537598,-603.6941528,1983.277588,84.78588867,-649.9742432,1883.834473,-284.2133484,-329.9534302,2017.108643,-70.65734863,-609.5169678,1980.363281,-65.13146973,-771.4329834,1960.60083,-57.18200684,-860.0074463,2160.405029
28331,2,-47.6383667,-609.2592773,1982.603027,85.32946777,-647.6650391,1882.909912,-284.3972778,-333.0656128,2019.057251,-67.85858154,-613.6464233,1980.247559,-70.54077148,-772.1678467,1958.2146,-55.44134521,-860.2077026,2148.289063
28332,2,-47.97827148,-610.8546143,1980.4729,85.5645752,-647.1808472,1883.503174,-288.1531067,-329.2409058,2013.909546,-69.08496094,-614.2194824,1980.583252,-71.95892334,-767.0430908,1955.914551,-60.94226074,-840.4332275,2148.234375
28333,2,-49.06121826,-608.510498,1983.926758,86.97625732,-645.0505371,1883.555176,-287.493866,-320.8605957,2012.864746,-67.89398193,-610.9163818,1981.938354,-68.89916992,-762.2974854,1955.055664,-57.53015137,-864.7344971,2155.870117
28334,2,-54.03521729,-606.980835,1987.585693,85.60687256,-643.2931519,1882.670776,-292.947876,-327.0575562,2009.72876,-71.35266113,-607.3330688,1983.546265,-66.95574951,-760.7320557,1955.50708,-55.37371826,-858.4233398,2138.62915
28335,2,-51.07373047,-610.9346313,1985.179443,86.86938477,-641.8336182,1881.423584,-289.6186218,-321.9887085,2006.782715,-67.86993408,-612.4180298,1980.338623,-63.95770264,-762.7214355,1955.256348,-52.65710449,-866.9969482,2140.12793
28336,2,-46.64874268,-613.3827515,1983.955078,86.79888916,-642.2607422,1881.189819,-286.6734619,-318.34198,2006.552979,-65.31890869,-614.0754395,1979.427979,-62.8147583,-753.4942017,1947.534424,-50.86785889,-866.9760742,2128.593018
