time_stamp_m,time_stamp_s,id,trial,H_headTop_x,H_headTop_y,H_headTop_z,H_neck_x,H_neck_y,H_neck_z,H_tailBase_x,H_tailBase_y,H_tailBase_z,H_lEar_x,H_lEar_y,H_lEar_z,H_lShoulder_x,H_lShoulder_y,H_lShoulder_z,H_lElbow_x,H_lElbow_y,H_lElbow_z,H_lWrist_x,H_lWrist_y,H_lWrist_z,H_lHip_x,H_lHip_y,H_lHip_z,H_rEar_x,H_rEar_y,H_rEar_z,H_rShoulder_x,H_rShoulder_y,H_rShoulder_z,H_rHip_x,H_rHip_y,H_rHip_z,s_1,s_2,s_3,s_4,b_1,b_2,b_3,b_4
1.342,80.52,4026,16,-139.4358521,-664.2388916,1729.33252,-168.7260742,-486.7198486,1845.077881,-278.4210815,-125.7441406,2281.903809,-238.7030029,-584.0861206,1796.539917,-336.4383545,-445.8486633,1911.707275,-207.6644592,-455.1032715,1998.916382,-206.2587891,-455.0450439,1998.470947,-383.0690308,-188.5908813,2263.860352,-82.13720703,-577.7286377,1808.65918,-20.15917969,-441.9463196,1897.730469,-128.6061401,-146.8850098,2302.293945,1,1,1,1,0,0,0,0
1.342333333,80.54,4027,16,-146.6370239,-681.0128784,1738.29895,-172.6205444,-497.5147095,1849.810303,-280.4363098,-126.0425415,2272.038086,-243.5975342,-596.2843628,1804.479492,-334.7420959,-444.9154663,1915.938721,-216.481781,-445.6035767,1994.053833,-214.788208,-445.3242798,1993.479248,-383.747345,-191.5092773,2259.637695,-85.92443848,-595.4981689,1816.118652,-19.95874023,-458.4465332,1907.331055,-134.0386963,-142.8143311,2279.79541,1,1,1,1,0,0,0,0
1.342666667,80.56,4028,16,-148.041748,-691.9986572,1745.65332,-178.6451416,-504.8273315,1854.243042,-274.5725098,-122.6938477,2261.402344,-248.5076294,-607.1143799,1805.206665,-340.4056702,-475.7271729,1919.230469,-214.7349243,-428.7889709,1992.797974,-213.0899048,-428.2341309,1991.997803,-376.3411255,-188.1413574,2254.306641,-89.03289795,-609.5994873,1827.397339,-17.68371582,-475.2993164,1924.376099,-135.6103516,-144.8920898,2268.412598,1,1,1,1,0,0,0,0
1.343,80.58,4029,16,-145.774231,-706.1939697,1750.883789,-184.8896484,-517.2233276,1856.473877,-276.567749,-127.2400513,2267.615967,-249.3411865,-623.0537109,1811.190918,-347.134552,-483.9198914,1919.911377,-215.9534912,-424.3275757,1999.32959,-214.4752808,-423.7411804,1998.469727,-379.1387939,-193.2735596,2258.163574,-96.1184082,-624.4390869,1836.284546,-21.64007568,-488.6221313,1923.76709,-136.3188477,-152.4724731,2270.827637,1,1,1,1,0,0,0,0
1.343333333,80.6,4030,16,-155.1040039,-724.4233398,1762.020142,-186.1598511,-526.7865601,1856.518066,-272.5028076,-121.3979492,2255.342773,-253.6907043,-632.9196777,1817.159668,-350.6887207,-488.9131775,1925.32605,-235.5799561,-464.6105347,2009.680176,-234.0877686,-463.7493286,2009.332275,-379.4804382,-192.2260132,2255.31958,-94.78222656,-633.2188721,1833.864868,-28.43450928,-496.5354614,1925.76355,-135.3790894,-142.7014771,2258.069336,1,1,1,1,0,0,0,0
1.343666667,80.62,4031,16,-158.5172119,-744.1416016,1772.068115,-190.3015137,-536.9525146,1857.414551,-276.1447144,-132.4991455,2253.160889,-257.1922607,-649.8627319,1821.796509,-351.4778442,-498.6586914,1924.925171,-240.2029419,-479.5712891,2012.086792,-238.8307495,-479.0777893,2011.74292,-378.7096558,-199.9802246,2245.83667,-103.7412109,-648.4574585,1840.070679,-31.09277344,-506.0119019,1924.699463,-136.2786865,-155.8599854,2255.771729,1,1,1,1,0,0,0,0
1.344,80.64,4032,16,-156.3323364,-749.6363525,1771.776733,-192.0622559,-552.5391235,1862.080811,-279.4287109,-139.9685059,2252.850586,-260.1215515,-660.7630005,1823.993286,-358.4013977,-516.6190186,1926.104004,-255.2580566,-507.0470581,2021.907227,-253.8692017,-506.3963623,2021.600586,-383.9550781,-212.3951416,2244.071289,-102.9203491,-663.5326538,1846.755615,-35.51733398,-517.5720215,1927.677612,-122.8741455,-161.1168213,2264.692383,1,1,1,1,0,0,0,0
1.344333333,80.66,4033,16,-167.5089111,-750.7887573,1761.539307,-199.5807495,-560.3699951,1863.019043,-268.7056274,-138.0377197,2252.217773,-263.71875,-672.039917,1824.827271,-359.1672974,-518.9181519,1929.220093,-253.5852051,-514.2937012,2027.234497,-252.2488403,-514.0245972,2026.757324,-379.8868713,-207.6931763,2247.250244,-109.53479,-669.8928223,1844.23877,-35.81359863,-525.3220825,1933.15564,-124.1831665,-158.4381104,2257.765137,1,1,1,1,0,0,0,0
1.344666667,80.68,4034,16,-167.5065918,-776.7581177,1778.16394,-201.8703613,-568.6151733,1860.983643,-268.3002319,-136.84375,2242.18042,-266.869812,-681.8081055,1827.898193,-362.5299988,-514.5809326,1923.894775,-257.9655762,-516.9589844,2017.609009,-256.8158569,-516.2548218,2017.439697,-377.765625,-210.4060059,2234.446045,-112.4874878,-682.541626,1847.920166,-35.94567871,-534.1468506,1929.469604,-124.1951904,-160.6455078,2251.070068,1,1,1,1,0,0,0,0
1.345,80.7,4035,16,-174.6008301,-782.8831787,1779.260376,-203.5806885,-570.4512329,1857.393555,-262.5169678,-137.7358398,2236.703125,-268.5986633,-686.9230957,1831.529053,-355.3359375,-513.6528931,1924.263306,-250.6990356,-518.8096924,2009.894287,-250.1383362,-517.9345093,2010.163818,-375.6157227,-206.9613647,2233.648926,-115.2717285,-690.2735596,1841.063843,-40.05426025,-540.7052002,1923.50354,-121.0230103,-163.473877,2240.362305,1,1,1,1,0,0,0,0
1.345333333,80.72,4036,16,-179.5342407,-796.9179688,1781.291016,-208.4990845,-583.6282959,1860.213867,-277.6332703,-146.6546631,2238.722168,-274.401062,-699.2463379,1833.602539,-370.633667,-534.6083374,1933.535645,-257.6967163,-532.4012451,2016.224243,-257.482605,-532.1322632,2016.056152,-386.8408813,-217.5129395,2233.61377,-120.8045654,-703.7949219,1846.873291,-38.61560059,-543.5855713,1920.219238,-127.034668,-170.4760742,2251.456055,1,1,1,1,0,0,0,0
1.345666667,80.74,4037,16,-182.8575439,-801.805481,1779.29187,-210.0296631,-588.8438721,1857.957397,-277.0140686,-145.3204346,2230.606201,-277.7095947,-704.4980469,1832.567993,-344.7102051,-528.0732422,1933.915283,-261.3114624,-542.1314697,2008.674805,-260.6902466,-541.2856445,2009.376465,-382.3517456,-216.2565918,2227.537842,-122.1453247,-709.9134521,1839.84314,-46.347229,-554.9404907,1919.44812,-126.7350464,-168.5649414,2241.256348,1,1,1,1,0,0,0,0
1.346,80.76,4038,16,-189.8902588,-804.6572266,1775.197998,-212.8583984,-596.7138062,1855.983276,-273.6013794,-152.5491943,2230.020752,-279.6936035,-711.7011719,1831.713501,-349.0446167,-552.6074219,1940.787964,-261.7974854,-537.5087891,2013.611328,-261.7402344,-537.1442871,2013.847656,-384.4495239,-221.6039429,2221.488281,-126.6726074,-718.864624,1837.224365,-46.48236084,-563.1557617,1915.597168,-120.3369751,-187.9777832,2249.710449,1,1,1,1,0,0,0,0
1.346333333,80.78,4039,16,-194.6809082,-808.9868164,1773.29895,-215.5048828,-601.9191895,1853.755371,-273.9228821,-152.201355,2213.911621,-287.1960449,-719.6166992,1835.011719,-360.8599243,-549.6113892,1928.836304,-264.8720093,-550.8817749,2006.859863,-264.7870178,-550.8463745,2008.128662,-382.7323608,-222.0505981,2209.499023,-132.071167,-731.5612183,1841.258423,-47.59039307,-568.6021729,1911.312256,-124.7532959,-189.0560913,2229.98291,1,1,1,1,0,0,0,0
1.346666667,80.8,4040,16,-203.5913696,-805.2151489,1766.238525,-216.1565552,-618.8946533,1859.093384,-264.7921753,-158.0330811,2213.935303,-291.2001953,-722.0016479,1830.990234,-371.0308838,-535.576416,1921.246338,-254.8648071,-554.2438965,2009.262329,-255.1798706,-554.0288696,2010.175293,-378.9289551,-223.5814819,2211.838867,-140.1171875,-731.3533936,1827.653809,-52.54614258,-565.0002441,1909.549072,-119.96521,-192.8623047,2219.286133,1,1,1,1,0,0,0,0
1.347,80.82,4041,16,-207.3060303,-825.3905029,1770.508179,-218.4014282,-624.0551758,1849.421387,-279.980957,-167.3510132,2215.080078,-297.9214478,-733.8861084,1830.416992,-374.6643677,-562.2718506,1937.380859,-265.5393066,-572.7963867,1992.232056,-265.5565796,-572.510498,1992.103271,-386.4742126,-235.1872559,2208.783936,-149.0535278,-743.5366211,1830.913208,-58.09356689,-575.0172729,1911.282471,-135.5484619,-191.090332,2222.226318,1,1,1,1,0,0,0,0
1.347333333,80.84,4042,16,-213.7359009,-820.2751465,1763.521362,-217.7925415,-628.520874,1847.422119,-265.3045044,-172.9478149,2214.144043,-302.059906,-736.5862427,1826.498779,-368.6109619,-559.161499,1925.203369,-262.0361938,-568.9165039,1989.814209,-262.515564,-569.557251,1989.527344,-379.133606,-232.9150391,2206.922119,-148.5350342,-749.8737793,1829.683105,-58.90393066,-586.4241333,1908.656006,-117.295105,-206.8193359,2216.938721,1,1,1,1,0,0,0,0
1.347666667,80.86,4043,16,-222.8752441,-816.0863037,1742.039551,-223.4296265,-634.8934326,1845.709961,-260.8252869,-176.3212891,2213.467285,-305.2435608,-741.6939697,1819.764526,-382.7114258,-576.6082764,1922.712402,-260.4637451,-581.0725098,1986.969971,-259.8599548,-580.4710693,1986.408936,-376.8886108,-237.4127808,2206.775879,-153.7647705,-750.7062988,1826.484131,-57.97674561,-587.6451416,1905.305786,-108.5169067,-210.7197266,2223.713623,1,1,1,1,0,0,0,0
1.348,80.88,4044,16,-226.2869873,-825.3022461,1742.461792,-226.8721924,-641.8865967,1841.085449,-267.7922058,-177.9462891,2200.165527,-309.7157593,-743.901001,1817.311523,-389.3209534,-586.1392822,1920.918457,-260.8748474,-584.9958496,1973.628662,-260.6305542,-584.4158325,1974.205444,-381.0803223,-242.1542969,2205.656494,-157.9520264,-756.7070923,1820.049805,-60.70159912,-592.2861938,1903.263916,-124.1829224,-203.1087646,2196.693359,1,1,1,1,0,0,0,0
1.348333333,80.9,4045,16,-231.949646,-834.0006104,1740.997803,-229.4498291,-649.6367798,1840.797607,-267.3852844,-182.7558594,2198.598145,-312.7295227,-749.7087402,1819.307251,-388.0673828,-586.7982178,1925.187744,-262.4393311,-582.1397705,1981.949219,-261.6872559,-581.5370483,1981.383545,-380.5386353,-246.4389038,2202.449707,-159.7577515,-759.2501831,1818.95459,-58.11791992,-591.8443604,1898.604248,-115.7251587,-213.0288086,2197.152832,1,1,1,1,0,0,0,0
1.348666667,80.92,4046,16,-236.2922974,-842.0758057,1738.570801,-233.7404785,-657.2883911,1833.196533,-260.1466064,-187.5510254,2199.946289,-318.808197,-757.1120605,1812.817139,-388.696106,-584.6359863,1911.020508,-259.4650879,-589.7515869,1981.046753,-259.2073975,-589.2627563,1981.038574,-375.3104248,-246.2340088,2201.23584,-161.6757202,-767.3520508,1813.586182,-62.23547363,-598.8824463,1895.842773,-108.5914307,-222.6859131,2203.364746,1,1,1,1,0,0,0,0
1.349,80.94,4047,16,-240.4738159,-841.4468994,1732.183105,-239.7492676,-657.3209839,1822.951416,-260.3821411,-181.5112305,2187.152344,-326.1039429,-764.8132324,1809.728638,-394.4898071,-598.1915894,1901.674072,-263.7807922,-607.9315186,1977.610596,-262.8085938,-606.9551392,1978.206299,-376.4520874,-243.529541,2194.419189,-166.7416992,-775.2589722,1813.572998,-67.75219727,-609.3205566,1895.611694,-115.0294189,-212.3005981,2175.884521,1,1,1,1,0,0,0,0
1.349333333,80.96,4048,16,-239.8598633,-849.1333008,1732.120117,-246.2921143,-652.6743164,1814.732666,-262.2831421,-189.9672852,2183.335205,-329.484314,-771.7432251,1808.535645,-399.671936,-614.100647,1898.728027,-272.0934448,-628.789917,1983.564697,-271.1966858,-628.4074707,1983.828247,-377.1344604,-255.6165771,2193.68042,-174.5055542,-769.946106,1814.641357,-72.23370361,-610.6729736,1889.7854,-125.0759888,-211.65979,2165.027344,1,1,1,1,0,0,0,0
1.349666667,80.98,4049,16,-246.9231567,-852.9063721,1731.550415,-249.4942627,-655.1640625,1807.491699,-261.8440552,-194.7397461,2183.05127,-334.4459839,-773.2380371,1808.592163,-404.4366455,-609.1135864,1893.641357,-272.2720032,-626.6624146,1977.214111,-271.7567139,-626.6010132,1977.71875,-376.7753906,-255.3580322,2185.146973,-179.4591064,-777.9942627,1814.76355,-75.85314941,-616.2984619,1885.349243,-125.30896,-217.3459473,2157.961914,1,1,1,1,0,0,0,0
1.35,81,4050,16,-251.8726196,-856.6647949,1725.261597,-251.1096802,-661.1687012,1801.107422,-266.026062,-197.5566406,2178.760742,-334.9953003,-777.9857788,1802.799072,-402.394165,-608.8432617,1887.201538,-274.6572876,-628.6898804,1975.822876,-273.5598755,-628.6085205,1976.365723,-381.3085938,-261.4151611,2184.103027,-179.7230835,-783.0118408,1805.138794,-81.6875,-620.1088867,1880.180908,-129.1425781,-218.1689453,2157.796875,1,1,1,1,0,0,0,0
1.350333333,81.02,4051,16,-259.0977173,-862.6407471,1720.181641,-259.2666626,-663.7424316,1800.192871,-258.0368652,-205.6478271,2166.430176,-342.1082764,-784.0561523,1799.829224,-408.8380127,-618.5328369,1881.940674,-279.2458191,-637.0012207,1975.805298,-278.3947754,-636.901001,1976.02124,-383.7171631,-271.8493042,2175.354004,-188.1607666,-785.4310303,1805.550415,-82.87481689,-620.8623047,1871.017334,-116.4267578,-226.7086182,2152.443115,1,1,1,1,0,0,0,0
1.350666667,81.04,4052,16,-262.7822266,-858.6495361,1715.132935,-261.1287842,-664.946167,1798.723267,-259.8762207,-208.1710205,2164.841064,-342.0097046,-783.8572388,1793.958252,-417.4548645,-639.4654541,1894.973022,-275.8793945,-639.6571045,1960.583862,-274.7316284,-639.3219604,1960.859131,-380.0099487,-268.2028198,2167.024414,-189.3873901,-789.0441895,1795.553711,-88.50244141,-625.661377,1866.373901,-121.8892212,-231.8952026,2146.62915,1,1,1,1,0,0,0,0
1.351,81.06,4053,16,-262.1187134,-879.9023438,1723.291748,-266.2084656,-678.0814209,1804.127441,-251.5858459,-202.6560669,2146.189941,-344.412262,-788.5288696,1795.369385,-413.6478882,-628.4675903,1886.889404,-258.0881042,-625.1968994,1940.755371,-257.3336182,-624.3335571,1941.078491,-372.7775879,-260.067749,2154.281738,-193.5908813,-798.1967773,1793.387695,-105.7155762,-647.5687256,1865.488281,-112.9432373,-227.1317749,2124.263428,1,1,1,1,0,0,0,0
1.351333333,81.08,4054,16,-266.1677856,-888.008606,1722.700684,-274.7096558,-676.5613403,1793.040283,-260.7421875,-221.8704834,2149.494873,-349.9935913,-794.6109619,1788.27124,-431.4585571,-637.0859375,1890.883179,-285.41745,-677.7941284,1951.962646,-284.444519,-677.5997314,1952.878662,-378.7516479,-268.0044556,2153.893066,-201.6378174,-804.965332,1792.094849,-100.6025391,-641.1516113,1858.626221,-115.8200684,-247.9393311,2126.399414,1,1,1,1,0,0,0,0
1.351666667,81.1,4055,16,-274.2978516,-894.9869385,1715.957031,-275.4935303,-683.2980347,1789.916504,-250.7316895,-226.4593506,2143.204346,-357.7792358,-801.4941406,1788.02124,-435.3943787,-635.6195679,1888.187988,-293.9116821,-682.994751,1940.45874,-292.99646,-682.9177856,1942.044922,-379.0609741,-277.112854,2155.650391,-204.7585449,-815.9328613,1786.499023,-104.600647,-650.6791992,1856.16626,-105.685791,-254.5760498,2118.191895,1,1,1,1,0,0,0,0
1.352,81.12,4056,16,-277.2330933,-896.335083,1709.790527,-282.6278687,-680.2258301,1781.503174,-257.0151978,-226.1376953,2134.781738,-360.2994995,-801.7475586,1779.435303,-436.3862915,-642.1277466,1875.896973,-293.5458679,-683.083252,1937.949463,-292.6776123,-683.2542114,1938.649536,-384.2772827,-282.4249268,2150.017822,-211.8138428,-809.5045166,1783.751099,-104.5673218,-644.0526733,1850.176392,-110.1651001,-252.7119751,2110.445801,1,1,1,1,0,0,0,0
1.352333333,81.14,4057,16,-284.7532349,-898.1121826,1705.81543,-287.7891846,-684.6322021,1779.020264,-257.0863037,-222.8183594,2126.497559,-368.2683411,-806.59198,1783.656006,-442.1882019,-645.9533691,1878.088867,-305.8129272,-679.8224487,1923.009155,-304.4902344,-679.6370239,1924.803223,-380.5496826,-277.3673096,2139.212891,-216.7573242,-813.1964111,1776.729126,-116.4295044,-653.8217163,1844.854736,-117.1140137,-250.8811035,2102.956543,1,1,1,1,0,0,0,0
1.352666667,81.16,4058,16,-288.0824585,-904.1307983,1704.682617,-291.9408569,-687.1550903,1775.165894,-256.1125488,-230.3378906,2129.770508,-370.4717712,-808.9674072,1772.931763,-442.946991,-648.3706665,1872.48645,-311.3059692,-687.536499,1928.834717,-310.2892456,-687.4522095,1930.348145,-381.3356018,-282.7266235,2147.169434,-220.6768799,-817.8405151,1778.585083,-118.2488403,-654.0286255,1842.820068,-111.8288574,-257.1245117,2107.601074,1,1,1,1,0,0,0,0
1.353,81.18,4059,16,-297.0944824,-901.1463013,1697.237305,-296.319519,-703.6196899,1779.072754,-259.4241943,-232.8569946,2122.744629,-379.1214294,-809.7924805,1771.545898,-447.177948,-654.1209106,1870.264771,-312.0024719,-667.4611816,1912.92688,-311.0328369,-667.3133545,1914.653809,-383.2716675,-288.4178467,2130.014648,-226.7128906,-818.2188721,1767.216797,-120.8803711,-653.5951538,1838.060303,-117.7060547,-258.5283813,2117.337158,1,1,1,1,0,0,0,0
1.353333333,81.2,4060,16,-299.0482788,-908.2427979,1697.37793,-300.0621948,-699.4769287,1772.345703,-267.1359863,-236.6990967,2122.687256,-382.6809082,-814.4853516,1769.188965,-447.2806091,-657.6418457,1867.868408,-312.9394531,-677.8902588,1916.305298,-311.8706055,-677.6999512,1918.098389,-388.6973877,-290.8116455,2137.883789,-230.4796753,-825.7092285,1767.425171,-124.6176758,-655.7091675,1832.138916,-126.0722656,-261.3651123,2105.694092,1,1,1,1,0,0,0,0
1.353666667,81.22,4061,16,-303.8646545,-907.5490723,1690.504761,-303.9351501,-707.6195679,1765.32251,-265.9233398,-243.1949463,2132.888428,-387.7130127,-815.4262695,1763.450928,-452.367157,-658.649292,1871.705444,-308.9086609,-672.3149414,1914.081299,-308.0736694,-671.9324951,1915.820679,-387.5135498,-297.7684937,2138.946289,-233.3384399,-836.0187988,1762.087646,-128.1313477,-657.321167,1828.068848,-123.710144,-270.132019,2128.496338,1,1,1,1,0,0,0,0
1.354,81.24,4062,16,-309.2694092,-908.0651855,1685.792969,-307.060791,-715.5130005,1767.009521,-264.189209,-239.4282227,2122.094727,-395.1286926,-820.3936157,1757.800049,-444.4311523,-670.2769165,1874.689697,-323.3369141,-666.3886108,1909.905151,-321.4643555,-665.3164673,1911.357178,-383.9599915,-295.7851563,2135.744385,-238.8394165,-835.6815186,1755.357056,-134.0450439,-663.890564,1823.311035,-122.1853638,-271.3269043,2117.334961,1,1,1,1,0,0,0,0
1.354333333,81.26,4063,16,-310.1145935,-916.0997314,1685.939819,-312.0223999,-721.5827637,1767.493042,-269.7988281,-240.8637695,2119.282715,-397.3357544,-824.4007568,1758.573975,-446.020874,-673.1898193,1870.852173,-321.8631592,-648.3553467,1901.573486,-320.7434082,-647.8334351,1902.955566,-384.1273804,-296.4094238,2120.349121,-239.6659546,-836.5616455,1756.478516,-135.1605225,-673.0562744,1826.253418,-124.9804077,-279.1501465,2121.760986,1,1,1,1,0,0,0,0
1.354666667,81.28,4064,16,-324.5934143,-910.9869385,1677.311768,-316.5614014,-729.7843628,1768.88562,-278.2672119,-243.8325806,2115.650391,-401.2560425,-826.519043,1757.026367,-457.054657,-668.4533691,1869.095825,-323.6141663,-658.4229126,1899.640137,-323.3420715,-657.2161865,1901.19043,-390.0188293,-303.487915,2119.365723,-242.7037964,-845.8875732,1751.210815,-142.9337158,-678.854126,1822.366211,-128.829895,-285.890625,2123.580078,1,1,1,1,0,0,0,0
1.355,81.3,4065,16,-321.3096313,-921.5692139,1677.02417,-320.4541931,-734.9434204,1763.724976,-276.8066406,-253.7836914,2124.994629,-406.2040405,-831.8529053,1751.67334,-454.4263306,-677.8282471,1868.642944,-331.5975342,-667.8134766,1900.966064,-330.424469,-667.1976318,1901.200439,-392.8609619,-307.3951416,2139.192627,-249.166626,-850.5648804,1746.294922,-143.9708252,-676.3195801,1808.935059,-130.7148438,-287.9152832,2121.179443,1,1,1,1,0,0,0,0
1.355333333,81.32,4066,16,-327.3845825,-925.9587402,1674.159668,-325.6277771,-737.4516602,1762.103271,-277.8039551,-251.2185059,2110.919922,-409.9412537,-834.8040771,1751.654053,-457.1925659,-688.6238403,1878.257568,-329.4460449,-660.7307739,1902.693359,-328.0026855,-660.5733643,1902.961426,-388.2822266,-307.8660889,2121.988281,-251.0703125,-858.123291,1743.159546,-153.8781738,-691.4025879,1812.726929,-132.1634521,-284.9783936,2111.085449,1,1,1,1,0,0,0,0
1.355666667,81.34,4067,16,-328.4036865,-927.0128174,1668.005615,-324.7127075,-738.4733887,1752.099731,-284.0178223,-267.6636963,2125.578125,-412.4994507,-840.227417,1745.068237,-465.0466003,-682.7583008,1867.249878,-337.2526245,-677.9110718,1903.895508,-337.1590881,-677.9244995,1903.686279,-394.7076721,-318.3959961,2130.641602,-253.1688843,-866.37146,1742.009766,-157.2904053,-699.5263672,1810.05542,-137.7332764,-299.1624756,2125.796387,1,1,1,1,0,0,0,0
1.356,81.36,4068,16,-336.0504761,-935.7886353,1670.41626,-331.8366699,-742.8095703,1749.606445,-283.3039551,-268.7686768,2120.953613,-417.7774963,-842.9307861,1747.095215,-469.0366211,-684.1322632,1865.565918,-337.0462036,-676.3945313,1902.474609,-336.5984497,-675.9390259,1903.418213,-396.6549072,-320.8021851,2129.932129,-257.1906128,-871.8015137,1743.754395,-169.7471924,-705.7217407,1805.724609,-133.5493164,-309.1268311,2112.881348,1,1,1,1,0,0,0,0
